timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
1821813674,11.3849,11.3715,0.0,6.46912e-25,0.0,131.741,0.544985,1.10804,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1822313753,11.3948,11.374,0.0,2.35586e-25,0.0,131.741,0.545937,1.10779,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1822824164,11.3849,11.3716,0.0,8.40775e-26,0.0,131.741,0.545052,1.10802,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1823323667,11.3356,11.3693,0.0,3.06185e-26,0.0,131.741,0.544175,1.10825,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1823823687,11.3849,11.3721,0.0,1.11503e-26,0.0,131.741,0.545239,1.10797,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1824323667,11.3849,11.3741,0.0,4.06062e-27,0.0,131.741,0.545975,1.10778,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1824823667,11.3652,11.3714,0.0,1.47876e-27,0.0,131.741,0.544964,1.10804,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1825323694,11.3849,11.3719,0.0,5.38519e-28,0.0,131.741,0.545139,1.108,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1825823965,11.3948,11.373,0.0,1.96112e-28,0.0,131.741,0.545567,1.10788,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1826333669,11.2962,11.3719,0.0,6.99899e-29,0.0,131.741,0.54516,1.10799,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1826833720,11.4046,11.3715,0.0,2.54882e-29,0.0,131.741,0.544998,1.10803,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1827333678,11.3849,11.3742,0.0,9.28205e-30,0.0,131.741,0.545984,1.10777,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1827833696,11.3751,11.3709,0.0,3.38024e-30,0.0,131.741,0.544771,1.10809,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1828333687,11.4145,11.3742,0.0,1.23098e-30,0.0,131.741,0.546003,1.10777,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1828833667,11.3159,11.3713,0.0,4.48287e-31,0.0,131.741,0.544919,1.10805,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1829334408,11.3849,11.373,0.0,1.63253e-31,0.0,131.741,0.545573,1.10788,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1829833745,11.3948,11.3718,0.0,5.94518e-32,0.0,131.741,0.545095,1.10801,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1830333709,11.3258,11.3736,0.0,2.16506e-32,0.0,131.741,0.545789,1.10783,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1830843720,11.3751,11.3718,0.0,7.72679e-33,0.0,131.741,0.545098,1.10801,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1831344989,11.3849,11.3736,0.0,2.81387e-33,0.0,131.741,0.545767,1.10783,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1831843667,11.3652,11.373,0.0,1.02473e-33,0.0,131.741,0.545552,1.10789,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1832343667,11.3948,11.3735,0.0,3.73174e-34,0.0,131.741,0.545749,1.10784,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1832843720,11.3948,11.3739,0.0,1.35899e-34,0.0,131.741,0.545871,1.1078,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1833343714,11.4046,11.3627,0.0,4.94903e-35,0.0,131.741,0.541723,1.1089,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1833854610,11.3948,11.3677,0.0,1.76624e-35,0.0,131.741,0.543593,1.1084,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1834353689,11.3258,11.3697,0.0,6.43213e-36,0.0,131.741,0.544322,1.10821,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1834853729,11.3652,11.3686,0.0,2.34239e-36,0.0,131.741,0.543929,1.10831,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1835353670,11.3948,11.3691,0.0,8.53027e-37,0.0,131.741,0.544103,1.10827,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1835863962,11.3061,11.3712,0.0,3.04434e-37,0.0,131.741,0.544897,1.10806,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1836363667,11.4046,11.3726,0.0,1.10866e-37,0.0,131.741,0.545394,1.10793,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1836863698,11.3553,11.3723,0.0,4.0374e-38,0.0,131.741,0.545289,1.10796,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1837363697,11.3849,11.3752,0.0,1.4703e-38,0.0,131.741,0.546364,1.10767,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1837863690,11.4145,11.3759,0.0,5.3544e-39,0.0,131.741,0.546621,1.10761,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1838363667,11.3849,11.3743,0.0,1.94991e-39,0.0,131.741,0.546033,1.10776,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1838864348,11.3849,11.3711,0.0,7.10097e-40,0.0,131.741,0.544863,1.10807,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1839373882,11.3849,11.3723,0.0,2.53429e-40,0.0,131.741,0.545314,1.10795,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1839873699,11.3159,11.3725,0.0,9.22923e-41,0.0,131.741,0.545384,1.10793,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1840373699,11.3849,11.372,0.0,3.36101e-41,0.0,131.741,0.545188,1.10798,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1840873667,11.4046,11.3742,0.0,1.22431e-41,0.0,131.741,0.545995,1.10777,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1841373684,11.3159,11.3724,0.0,4.46173e-42,0.0,131.741,0.545327,1.10795,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1841873672,11.3948,11.3734,0.0,1.62551e-42,0.0,131.741,0.545686,1.10785,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1842374376,11.3849,11.3729,0.0,5.92749e-43,0.0,131.741,0.545518,1.1079,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1842873669,11.4046,11.3731,0.0,2.17201e-43,0.0,131.741,0.545587,1.10788,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1843374455,11.4046,11.373,0.0,8.40779e-44,0.0,131.741,0.545564,1.10788,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1843873693,11.3948,11.3729,0.0,3.50325e-44,0.0,131.741,0.545503,1.1079,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1844373667,11.3061,11.375,0.0,3.50325e-44,0.0,131.741,0.546312,1.10769,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1844873667,11.3751,11.3735,0.0,3.50325e-44,0.0,131.741,0.54573,1.10784,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1845373678,11.3652,11.3733,0.0,3.50325e-44,0.0,131.741,0.545675,1.10786,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1845883671,11.3849,11.3716,0.0,3.50325e-44,0.0,131.741,0.545053,1.10802,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1846383671,11.3652,11.3729,0.0,3.50325e-44,0.0,131.741,0.545532,1.10789,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1846884044,11.3258,11.3714,0.0,3.50325e-44,0.0,131.741,0.544959,1.10804,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1847383667,11.3948,11.3727,0.0,3.50325e-44,0.0,131.741,0.545448,1.10792,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1847883667,11.3948,11.3721,0.0,3.50325e-44,0.0,131.741,0.545225,1.10797,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1848384141,11.2962,11.3705,0.0,3.50325e-44,0.0,131.741,0.544619,1.10813,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1848883998,11.4046,11.3664,0.0,3.50325e-44,0.0,131.741,0.543101,1.10853,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1849383667,11.4145,11.3699,0.0,3.50325e-44,0.0,131.741,0.544404,1.10819,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1849893693,11.3751,11.3696,0.0,3.50325e-44,0.0,131.741,0.54429,1.10822,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1850394088,11.3751,11.3719,0.0,3.50325e-44,0.0,131.741,0.545135,1.108,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1850893689,11.3948,11.3714,0.0,3.50325e-44,0.0,131.741,0.544961,1.10804,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1851393746,11.3849,11.3732,0.0,3.50325e-44,0.0,131.741,0.545624,1.10787,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1851893681,11.3849,11.3575,0.0,3.50325e-44,0.0,131.741,0.539833,1.10939,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1852403678,11.3159,11.3582,0.0,3.50325e-44,0.0,131.741,0.540056,1.10934,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1852903693,11.3751,11.3598,0.0,3.50325e-44,0.0,131.741,0.540656,1.10918,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1853403675,11.3948,11.3668,0.0,3.50325e-44,0.0,131.741,0.543245,1.1085,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1853904027,11.3061,11.3664,0.0,3.50325e-44,0.0,131.741,0.543112,1.10853,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1854403686,11.3849,11.3667,0.0,3.50325e-44,0.0,131.741,0.54324,1.1085,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1854903667,11.4046,11.3685,0.0,3.50325e-44,0.0,131.741,0.543891,1.10833,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1855403667,11.3849,11.359,0.0,3.50325e-44,0.0,131.741,0.540356,1.10926,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1855913713,11.3948,11.359,0.0,3.50325e-44,0.0,131.741,0.540353,1.10926,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1856413670,11.4046,11.3644,0.0,3.50325e-44,0.0,131.741,0.542358,1.10873,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1856913671,11.2962,11.366,0.0,3.50325e-44,0.0,131.741,0.542976,1.10857,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1857414607,11.3849,11.3677,0.0,3.50325e-44,0.0,131.741,0.543602,1.1084,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1857913718,11.3948,11.371,0.0,3.50325e-44,0.0,131.741,0.544809,1.10808,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1858424226,11.3948,11.3695,0.0,3.50325e-44,0.0,131.741,0.544275,1.10822,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1858923695,11.3849,11.3668,0.0,3.50325e-44,0.0,131.741,0.543269,1.10849,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1859423688,11.3948,11.3642,0.0,3.50325e-44,0.0,131.741,0.542296,1.10875,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1859923667,11.3948,11.3659,0.0,3.50325e-44,0.0,131.741,0.542909,1.10858,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1860423684,11.3751,11.3626,0.0,3.50325e-44,0.0,131.741,0.541686,1.10891,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1860925027,11.2962,11.3637,0.0,3.50325e-44,0.0,131.741,0.5421,1.1088,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1861423667,11.3849,11.3547,0.0,3.50325e-44,0.0,131.741,0.538791,1.10967,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1861933696,11.3849,11.314,0.0,3.50325e-44,0.0,131.741,0.523708,1.11366,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1862433678,11.2962,11.3323,0.0,3.50325e-44,0.0,131.741,0.530488,1.11186,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1862933670,11.3849,11.3468,0.0,3.50325e-44,0.0,131.741,0.535845,1.11045,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1863433726,11.3849,11.3541,0.0,3.50325e-44,0.0,131.741,0.538538,1.10974,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1863933667,11.3849,11.3592,0.0,3.50325e-44,0.0,131.741,0.540457,1.10923,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1864433737,11.3652,11.3603,0.0,3.50325e-44,0.0,131.741,0.540835,1.10913,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1864933667,11.3159,11.3602,0.0,3.50325e-44,0.0,131.741,0.540833,1.10913,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1865433806,11.3455,11.3642,0.0,3.50325e-44,0.0,131.741,0.542301,1.10874,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1865934806,11.3849,11.366,0.0,3.50325e-44,0.0,131.741,0.542963,1.10857,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1866444506,11.2962,11.3654,0.0,3.50325e-44,0.0,131.741,0.542759,1.10862,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1866943705,11.4046,11.3634,0.0,3.50325e-44,0.0,131.741,0.542009,1.10882,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1867443667,11.3849,11.3656,0.0,3.50325e-44,0.0,131.741,0.542814,1.10861,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1867944753,11.3849,11.3671,0.0,3.50325e-44,0.0,131.741,0.543372,1.10846,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1868443693,11.3652,11.3678,0.0,3.50325e-44,0.0,131.741,0.54364,1.10839,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1868943667,11.3948,11.3673,0.0,3.50325e-44,0.0,131.741,0.543439,1.10844,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1869443667,11.3948,11.3648,0.0,3.50325e-44,0.0,131.741,0.542521,1.10869,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1869943667,11.3751,11.3667,0.0,3.50325e-44,0.0,131.741,0.543207,1.10851,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1870443667,11.3849,11.3706,0.0,3.50325e-44,0.0,131.741,0.544669,1.10812,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1870943669,11.3849,11.365,0.0,3.50325e-44,0.0,131.741,0.542586,1.10867,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1871453863,11.4046,11.3659,0.0,3.50325e-44,0.0,131.741,0.542919,1.10858,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1871953667,11.3159,11.3663,0.0,3.50325e-44,0.0,131.741,0.543077,1.10854,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1872453729,11.3948,11.3693,0.0,3.50325e-44,0.0,131.741,0.544192,1.10825,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1872953684,11.3849,11.3668,0.0,3.50325e-44,0.0,131.741,0.543265,1.10849,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1873453788,11.3751,11.3675,0.0,3.50325e-44,0.0,131.741,0.543519,1.10842,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1873953721,11.3061,11.3697,0.0,3.50325e-44,0.0,131.741,0.54433,1.10821,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1874463693,11.3849,11.3721,0.0,3.50325e-44,0.0,131.741,0.545211,1.10798,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1874964075,11.3652,11.3693,0.0,3.50325e-44,0.0,131.741,0.544194,1.10825,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1875464454,11.4046,11.3706,0.0,3.50325e-44,0.0,131.741,0.544666,1.10812,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1875963667,11.3751,11.3697,0.0,3.50325e-44,0.0,131.741,0.544339,1.10821,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1876465524,11.3849,11.3673,0.0,3.50325e-44,0.0,131.741,0.543453,1.10844,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1876963667,11.3751,11.368,0.0,3.50325e-44,0.0,131.741,0.54372,1.10837,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1877473695,11.3258,11.368,0.0,3.50325e-44,0.0,131.741,0.543709,1.10837,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1877973669,11.3849,11.3675,0.0,3.50325e-44,0.0,131.741,0.543537,1.10842,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1878473790,11.4046,11.369,0.0,3.50325e-44,0.0,131.741,0.544077,1.10828,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1878973691,11.3751,11.3678,0.0,3.50325e-44,0.0,131.741,0.543638,1.10839,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1879473733,11.3948,11.366,0.0,3.50325e-44,0.0,131.741,0.54297,1.10857,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1879973956,11.3751,11.3668,0.0,3.50325e-44,0.0,131.741,0.543271,1.10849,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1880473667,11.3751,11.3649,0.0,3.50325e-44,0.0,131.741,0.542548,1.10868,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1880974080,11.3948,11.365,0.0,3.50325e-44,0.0,131.741,0.542589,1.10867,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1881483667,11.3849,11.3675,0.0,3.50325e-44,0.0,131.741,0.543512,1.10842,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1881984011,11.3849,11.3672,0.0,3.50325e-44,0.0,131.741,0.543412,1.10845,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1882483714,11.3849,11.3678,0.0,3.50325e-44,0.0,131.741,0.543622,1.1084,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1882983667,11.4145,11.3686,0.0,3.50325e-44,0.0,131.741,0.543938,1.10831,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1883483670,11.3948,11.3683,0.0,3.50325e-44,0.0,131.741,0.543831,1.10834,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1883983693,11.3948,11.371,0.0,3.50325e-44,0.0,131.741,0.544811,1.10808,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1884493787,11.3159,11.3666,0.0,3.50325e-44,0.0,131.741,0.54319,1.10851,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1884993667,11.3948,11.3668,0.0,3.50325e-44,0.0,131.741,0.543269,1.10849,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1885493718,11.4145,11.3671,0.0,3.50325e-44,0.0,131.741,0.543374,1.10846,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1885993667,11.4046,11.3693,0.0,3.50325e-44,0.0,131.741,0.544169,1.10825,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1886493704,11.4046,11.3677,0.0,3.50325e-44,0.0,131.741,0.543581,1.10841,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1886993767,11.3948,11.3676,0.0,3.50325e-44,0.0,131.741,0.543546,1.10842,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1887493667,11.2962,11.3687,0.0,3.50325e-44,0.0,131.741,0.543945,1.10831,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1887993669,11.3849,11.3685,0.0,3.50325e-44,0.0,131.741,0.543896,1.10832,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1889003940,11.3751,11.3612,0.0,3.50325e-44,0.0,131.741,0.541201,1.10903,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1890503674,11.4046,11.3601,0.0,3.50325e-44,0.0,131.741,0.540794,1.10914,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1891003667,11.3751,11.3608,0.0,3.50325e-44,0.0,131.741,0.541051,1.10907,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1891504429,11.2962,11.3641,0.0,3.50325e-44,0.0,131.741,0.542258,1.10876,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1892003667,11.3849,11.3662,0.0,3.50325e-44,0.0,131.741,0.543034,1.10855,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1892503667,11.3849,11.3689,0.0,3.50325e-44,0.0,131.741,0.544045,1.10828,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1893005150,11.3258,11.366,0.0,3.50325e-44,0.0,131.741,0.542975,1.10857,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1893503691,11.4046,11.3673,0.0,3.50325e-44,0.0,131.741,0.54345,1.10844,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
1894013670,11.3652,11.3673,0.0,3.50325e-44,0.0,131.741,0.543454,1.10844,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
