timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
2019384029,5.27227,0.0,0,0,1,0,0,0,0
2019884031,5.2771,0.0,0,0,1,0,0,0,0
2020384030,5.20942,0.0,0,0,1,0,0,0,0
2020884044,5.21748,0.0,0,0,1,0,0,0,0
2021384142,5.26904,0.0,0,0,1,0,0,0,0
2021885653,5.21587,0.0,0,0,1,0,0,0,0
2022384031,5.27065,0.0,0,0,1,0,0,0,0
2022894029,5.2771,0.0,0,0,1,0,0,0,0
2023394029,5.20781,0.0,0,0,1,0,0,0,0
2023894100,5.2771,0.0,0,0,1,0,0,0,0
2024394031,5.27871,0.0,0,0,1,0,0,0,0
2024894853,5.27549,0.0,0,0,1,0,0,0,0
2025394038,5.26582,0.0,0,0,1,0,0,0,0
2025904030,5.20298,0.0,0,0,1,0,0,0,0
2026404072,5.27549,0.0,0,0,1,0,0,0,0
2026904114,5.26743,0.0,0,0,1,0,0,0,0
2027404042,5.21104,0.0,0,0,1,0,0,0,0
2027904041,5.25615,0.0,0,0,1,0,0,0,0
2028414857,5.26421,0.0,0,0,1,0,0,0,0
2028914029,5.27227,0.0,0,0,1,0,0,0,0
2029415667,5.25293,0.0,0,0,1,0,0,0,0
2029914029,5.27388,0.0,0,0,1,0,0,0,0
2030414032,5.21265,0.0,0,0,1,0,0,0,0
2030914029,5.27227,0.0,0,0,1,0,0,0,0
2031414029,5.27227,0.0,0,0,1,0,0,0,0
2031924053,5.26421,0.0,0,0,1,0,0,0,0
2032424029,5.26743,0.0,0,0,1,0,0,0,0
2032924032,5.21748,0.0,0,0,1,0,0,0,0
2033424052,5.27549,0.0,0,0,1,0,0,0,0
2033924194,5.26904,0.0,0,0,1,0,0,0,0
2034425789,5.27065,0.0,0,0,1,0,0,0,0
2034934780,5.27388,0.0,0,0,1,0,0,0,0
2035434806,5.2771,0.0,0,0,1,0,0,0,0
2035934032,5.26421,0.0,0,0,1,0,0,0,0
2036434037,5.2771,0.0,0,0,1,0,0,0,0
2036934031,5.27871,0.0,0,0,1,0,0,0,0
2037444029,5.27227,0.0,0,0,1,0,0,0,0
2037944079,5.27549,0.0,0,0,1,0,0,0,0
2038444102,5.21104,0.0,0,0,1,0,0,0,0
2038944029,5.20137,0.0,0,0,1,0,0,0,0
2039444033,5.25132,0.0,0,0,1,0,0,0,0
2039954029,5.21426,0.0,0,0,1,0,0,0,0
2040454069,5.28193,0.0,0,0,1,0,0,0,0
2040954032,5.27388,0.0,0,0,1,0,0,0,0
