timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1827406945,0.00968684,0.0231348,0.00658637,1
1827607742,0.00968684,0.0231348,0.00658637,1
1827808542,0.00968684,0.0231348,0.00658637,1
1828006142,0.00968684,0.0231348,0.00658637,1
1828206942,0.00968684,0.0231348,0.00658637,1
1828399742,0.00968684,0.0231348,0.00658637,1
1828605342,0.00968684,0.0231348,0.00658637,1
1828806308,0.00968684,0.0231348,0.00658637,1
1829003742,0.00968684,0.0231348,0.00658637,1
1829204546,0.00968684,0.0231348,0.00658637,1
1829405342,0.00968684,0.0231348,0.00658637,1
1829606150,0.00968684,0.0231348,0.00658637,1
1829803745,0.00968684,0.0231348,0.00658637,1
1830003742,0.00968684,0.0231348,0.00658637,1
1830213342,0.00968684,0.0231348,0.00658637,1
1830406142,0.00968684,0.0231348,0.00658637,1
1830603742,0.00968684,0.0231348,0.00658637,1
1830797342,0.00968684,0.0231348,0.00658637,1
1831005501,0.00968684,0.0231348,0.00658637,1
1831206971,0.00968684,0.0231348,0.00658637,1
1831403742,0.00968684,0.0231348,0.00658637,1
1831603742,0.00968684,0.0231348,0.00658637,1
1831805342,0.00968684,0.0231348,0.00658637,1
1832002142,0.00968684,0.0231348,0.00658637,1
1832203742,0.00968684,0.0231348,0.00658637,1
1832404542,0.00968684,0.0231348,0.00658637,1
1832605342,0.00968684,0.0231348,0.00658637,1
1832806942,0.00968684,0.0231348,0.00658637,1
1833003742,0.00968684,0.0231348,0.00658637,1
1833204542,0.00968684,0.0231348,0.00658637,1
1833405342,0.00968684,0.0231348,0.00658637,1
1833598958,0.00968684,0.0231348,0.00658637,1
1833803892,0.00968684,0.0231348,0.00658637,1
1834012576,0.00968684,0.0231348,0.00658637,1
1834205342,0.00968684,0.0231348,0.00658637,1
1834411742,0.00968684,0.0231348,0.00658637,1
1834603743,0.00968684,0.0231348,0.00658637,1
1834800542,0.00968684,0.0231348,0.00658637,1
1835001342,0.00968684,0.0231348,0.00658637,1
1835206942,0.00968684,0.0231348,0.00658637,1
1835407742,0.00968684,0.0231348,0.00658637,1
1835609342,0.00968684,0.0231348,0.00658637,1
1835801342,0.00968684,0.0231348,0.00658637,1
1836002942,0.00968684,0.0231348,0.00658637,1
1836211742,0.00968684,0.0231348,0.00658637,1
1836405342,0.00968684,0.0231348,0.00658637,1
1836606142,0.00968684,0.0231348,0.00658637,1
1836806942,0.00968684,0.0231348,0.00658637,1
1837007742,0.00968684,0.0231348,0.00658637,1
1837209342,0.00968684,0.0231348,0.00658637,1
1837406303,0.00968684,0.0231348,0.00658637,1
1837607759,0.00968684,0.0231348,0.00658637,1
1837812542,0.00968684,0.0231348,0.00658637,1
1838013342,0.00968684,0.0231348,0.00658637,1
1838214331,0.00968684,0.0231348,0.00658637,1
1838411742,0.00968684,0.0231348,0.00658637,1
1838611742,0.00968684,0.0231348,0.00658637,1
1838813342,0.00968684,0.0231348,0.00658637,1
1839002166,0.00968684,0.0231348,0.00658637,1
1839211769,0.00968684,0.0231348,0.00658637,1
1839419769,0.00968684,0.0231348,0.00658637,1
1839613342,0.00968684,0.0231348,0.00658637,1
1839814969,0.00968684,0.0231348,0.00658637,1
1840015742,0.00968684,0.0231348,0.00658637,1
1840220728,0.00968684,0.0231348,0.00658637,1
1840405353,0.00968684,0.0231348,0.00658637,1
1840610942,0.00968684,0.0231348,0.00658637,1
1840811742,0.00968684,0.0231348,0.00658637,1
1841012542,0.00968684,0.0231348,0.00658637,1
1841213342,0.00968684,0.0231348,0.00658637,1
1841414942,0.00968684,0.0231348,0.00658637,1
1841603895,0.00968684,0.0231348,0.00658637,1
1841812542,0.00968684,0.0231348,0.00658637,1
1842013342,0.00968684,0.0231348,0.00658637,1
1842222942,0.00968684,0.0231348,0.00658637,1
1842412577,0.00968684,0.0231348,0.00658637,1
1842612569,0.00968684,0.0231348,0.00658637,1
1842805342,0.00968684,0.0231348,0.00658637,1
1843006942,0.00968684,0.0231348,0.00658637,1
1843219742,0.00968684,0.0231348,0.00658637,1
1843413377,0.00968684,0.0231348,0.00658637,1
1843613342,0.00968684,0.0231348,0.00658637,1
1843814942,0.00968684,0.0231348,0.00658637,1
1844011754,0.00968684,0.0231348,0.00658637,1
1844213367,0.00968684,0.0231348,0.00658637,1
1844418953,0.00968684,0.0231348,0.00658637,1
1844611742,0.00968684,0.0231348,0.00658637,1
1844819742,0.00968684,0.0231348,0.00658637,1
1845021342,0.00968684,0.0231348,0.00658637,1
1845222142,0.00968684,0.0231348,0.00658637,1
1845419759,0.00968684,0.0231348,0.00658637,1
1845612542,0.00968684,0.0231348,0.00658637,1
1845817342,0.00968684,0.0231348,0.00658637,1
1846014143,0.00968684,0.0231348,0.00658637,1
1846223742,0.00968684,0.0231348,0.00658637,1
1846416542,0.00968684,0.0231348,0.00658637,1
1846609347,0.00968684,0.0231348,0.00658637,1
1846806942,0.00968684,0.0231348,0.00658637,1
1847015766,0.00968684,0.0231348,0.00658637,1
1847216542,0.00968684,0.0231348,0.00658637,1
1847410142,0.00968684,0.0231348,0.00658637,1
1847610142,0.00968684,0.0231348,0.00658637,1
1847811742,0.00968684,0.0231348,0.00658637,1
1848012542,0.00968684,0.0231348,0.00658637,1
1848238306,0.00968684,0.0231348,0.00658637,1
1848418942,0.00968684,0.0231348,0.00658637,1
1848611762,0.00968684,0.0231348,0.00658637,1
1848812546,0.00968684,0.0231348,0.00658637,1
1849014142,0.00968684,0.0231348,0.00658637,1
1849206942,0.00968684,0.0231348,0.00658637,1
1849407745,0.00968684,0.0231348,0.00658637,1
1849608542,0.00968684,0.0231348,0.00658637,1
1849809381,0.00968684,0.0231348,0.00658637,1
1850010942,0.00968684,0.0231348,0.00658637,1
1850208542,0.00968684,0.0231348,0.00658637,1
1850408542,0.00968684,0.0231348,0.00658637,1
1850606142,0.00968684,0.0231348,0.00658637,1
1850806942,0.00968684,0.0231348,0.00658637,1
1851012542,0.00968684,0.0231348,0.00658637,1
1851213491,0.00968684,0.0231348,0.00658637,1
1851410142,0.00968684,0.0231348,0.00658637,1
1851610942,0.00968684,0.0231348,0.00658637,1
1851811742,0.00968684,0.0231348,0.00658637,1
1852005544,0.00968684,0.0231348,0.00658637,1
1852205342,0.00968684,0.0231348,0.00658637,1
1852406942,0.00968684,0.0231348,0.00658637,1
1852607742,0.00968684,0.0231348,0.00658637,1
1852809344,0.00968684,0.0231348,0.00658637,1
1853006142,0.00968684,0.0231348,0.00658637,1
1853207742,0.00968684,0.0231348,0.00658637,1
1853407768,0.00968684,0.0231348,0.00658637,1
1853609342,0.00968684,0.0231348,0.00658637,1
1853810305,0.00968684,0.0231348,0.00658637,1
1854003742,0.00968684,0.0231348,0.00658637,1
1854228542,0.00968684,0.0231348,0.00658637,1
1854422142,0.00968684,0.0231348,0.00658637,1
1854606955,0.00968684,0.0231348,0.00658637,1
1854811769,0.00968684,0.0231348,0.00658637,1
1855004542,0.00968684,0.0231348,0.00658637,1
1855213342,0.00968684,0.0231348,0.00658637,1
1855414142,0.00968684,0.0231348,0.00658637,1
1855611746,0.00968684,0.0231348,0.00658637,1
1855804709,0.00968684,0.0231348,0.00658637,1
1855998142,0.00968684,0.0231348,0.00658637,1
1856214942,0.00968684,0.0231348,0.00658637,1
1856415742,0.00968684,0.0231348,0.00658637,1
1856616542,0.00968684,0.0231348,0.00658637,1
1856813363,0.00968684,0.0231348,0.00658637,1
1857006311,0.00968684,0.0231348,0.00658637,1
1857215745,0.00968684,0.0231348,0.00658637,1
1857404542,0.00968684,0.0231348,0.00658637,1
1857605342,0.00968684,0.0231348,0.00658637,1
1857810942,0.00968684,0.0231348,0.00658637,1
1858012542,0.00968684,0.0231348,0.00658637,1
1858204576,0.00968684,0.0231348,0.00658637,1
1858406162,0.00968684,0.0231348,0.00658637,1
1858607106,0.00968684,0.0231348,0.00658637,1
1858803742,0.00968684,0.0231348,0.00658637,1
1859004545,0.00968684,0.0231348,0.00658637,1
1859214298,0.00968684,0.0231348,0.00658637,1
1859410945,0.00968684,0.0231348,0.00658637,1
1859611742,0.00968684,0.0231348,0.00658637,1
1859805342,0.00968684,0.0231348,0.00658637,1
1860005357,0.00968684,0.0231348,0.00658637,1
1860218942,0.00968684,0.0231348,0.00658637,1
1860411742,0.00968684,0.0231348,0.00658637,1
1860605342,0.00968684,0.0231348,0.00658637,1
1860805347,0.00968684,0.0231348,0.00658637,1
1861011742,0.00968684,0.0231348,0.00658637,1
1861212542,0.00968684,0.0231348,0.00658637,1
1861405381,0.00968684,0.0231348,0.00658637,1
1861598159,0.00968684,0.0231348,0.00658637,1
1861807762,0.00968684,0.0231348,0.00658637,1
1862007742,0.00968684,0.0231348,0.00658637,1
1862216573,0.00968684,0.0231348,0.00658637,1
1862410142,0.00968684,0.0231348,0.00658637,1
1862615746,0.00968684,0.0231348,0.00658637,1
1862815742,0.00968684,0.0231348,0.00658637,1
1863013342,0.00968684,0.0231348,0.00658637,1
1863218308,0.00968684,0.0231348,0.00658637,1
1863403755,0.00968684,0.0231348,0.00658637,1
1863612542,0.00968684,0.0231348,0.00658637,1
1863813342,0.00968684,0.0231348,0.00658637,1
1864014148,0.00968684,0.0231348,0.00658637,1
1864215745,0.00968684,0.0231348,0.00658637,1
1864420577,0.00968684,0.0231348,0.00658637,1
1864613342,0.00968684,0.0231348,0.00658637,1
1864822942,0.00968684,0.0231348,0.00658637,1
1865011742,0.00968684,0.0231348,0.00658637,1
1865212542,0.00968684,0.0231348,0.00658637,1
1865405342,0.00968684,0.0231348,0.00658637,1
1865614942,0.00968684,0.0231348,0.00658637,1
1865803744,0.00968684,0.0231348,0.00658637,1
1866004542,0.00968684,0.0231348,0.00658637,1
1866226144,0.00968684,0.0231348,0.00658637,1
1866410942,0.00968684,0.0231348,0.00658637,1
1866619742,0.00968684,0.0231348,0.00658637,1
1866812542,0.00968684,0.0231348,0.00658637,1
1867013342,0.00968684,0.0231348,0.00658637,1
1867214942,0.00968684,0.0231348,0.00658637,1
1867407746,0.00968684,0.0231348,0.00658637,1
1867612564,0.00968684,0.0231348,0.00658637,1
1867814161,0.00968684,0.0231348,0.00658637,1
1868006942,0.00968684,0.0231348,0.00658637,1
1868219742,0.00968684,0.0231348,0.00658637,1
1868417342,0.00968684,0.0231348,0.00658637,1
1868609342,0.00968684,0.0231348,0.00658637,1
1868810942,0.00968684,0.0231348,0.00658637,1
1869011742,0.00968684,0.0231348,0.00658637,1
1869213342,0.00968684,0.0231348,0.00658637,1
1869414144,0.00968684,0.0231348,0.00658637,1
1869611763,0.00968684,0.0231348,0.00658637,1
1869812542,0.00968684,0.0231348,0.00658637,1
1870013342,0.00968684,0.0231348,0.00658637,1
1870214166,0.00968684,0.0231348,0.00658637,1
1870411769,0.00968684,0.0231348,0.00658637,1
1870611742,0.00968684,0.0231348,0.00658637,1
1870813342,0.00968684,0.0231348,0.00658637,1
1871014142,0.00968684,0.0231348,0.00658637,1
1871211742,0.00968684,0.0231348,0.00658637,1
1871412542,0.00968684,0.0231348,0.00658637,1
1871613342,0.00968684,0.0231348,0.00658637,1
1871810942,0.00968684,0.0231348,0.00658637,1
1872011742,0.00968684,0.0231348,0.00658637,1
1872228542,0.00968684,0.0231348,0.00658637,1
1872413342,0.00968684,0.0231348,0.00658637,1
1872606942,0.00968684,0.0231348,0.00658637,1
1872807742,0.00968684,0.0231348,0.00658637,1
1873008542,0.00968684,0.0231348,0.00658637,1
1873213342,0.00968684,0.0231348,0.00658637,1
1873410942,0.00968684,0.0231348,0.00658637,1
1873611742,0.00968684,0.0231348,0.00658637,1
1873812569,0.00968684,0.0231348,0.00658637,1
1874013367,0.00968684,0.0231348,0.00658637,1
1874214975,0.00968684,0.0231348,0.00658637,1
1874399766,0.00968684,0.0231348,0.00658637,1
1874616542,0.00968684,0.0231348,0.00658637,1
1874813342,0.00968684,0.0231348,0.00658637,1
1875010142,0.00968684,0.0231348,0.00658637,1
1875211742,0.00968684,0.0231348,0.00658637,1
1875413342,0.00968684,0.0231348,0.00658637,1
1875613342,0.00968684,0.0231348,0.00658637,1
1875806942,0.00968684,0.0231348,0.00658637,1
1876012577,0.00968684,0.0231348,0.00658637,1
1876213342,0.00968684,0.0231348,0.00658637,1
1876413361,0.00968684,0.0231348,0.00658637,1
1876622945,0.00968684,0.0231348,0.00658637,1
1876811742,0.00968684,0.0231348,0.00658637,1
1877005495,0.00968684,0.0231348,0.00658637,1
1877221342,0.00968684,0.0231348,0.00658637,1
1877411101,0.00968684,0.0231348,0.00658637,1
1877611742,0.00968684,0.0231348,0.00658637,1
1877805371,0.00968684,0.0231348,0.00658637,1
1878013342,0.00968684,0.0231348,0.00658637,1
1878222942,0.00968684,0.0231348,0.00658637,1
1878411745,0.00968684,0.0231348,0.00658637,1
1878612542,0.00968684,0.0231348,0.00658637,1
1878814303,0.00968684,0.0231348,0.00658637,1
1879011742,0.00968684,0.0231348,0.00658637,1
1879211742,0.00968684,0.0231348,0.00658637,1
1879413342,0.00968684,0.0231348,0.00658637,1
1879606142,0.00968684,0.0231348,0.00658637,1
1879811742,0.00968684,0.0231348,0.00658637,1
1880012544,0.00968684,0.0231348,0.00658637,1
1880213342,0.00968684,0.0231348,0.00658637,1
1880414942,0.00968684,0.0231348,0.00658637,1
1880611745,0.00968684,0.0231348,0.00658637,1
1880811768,0.00968684,0.0231348,0.00658637,1
1881013342,0.00968684,0.0231348,0.00658637,1
1881218942,0.00968684,0.0231348,0.00658637,1
1881411742,0.00968684,0.0231348,0.00658637,1
1881612569,0.00968684,0.0231348,0.00658637,1
1881813342,0.00968684,0.0231348,0.00658637,1
1882006951,0.00968684,0.0231348,0.00658637,1
1882207742,0.00968684,0.0231348,0.00658637,1
1882412542,0.00968684,0.0231348,0.00658637,1
1882613342,0.00968684,0.0231348,0.00658637,1
1882819088,0.00968684,0.0231348,0.00658637,1
1883011742,0.00968684,0.0231348,0.00658637,1
1883220542,0.00968684,0.0231348,0.00658637,1
1883413342,0.00968684,0.0231348,0.00658637,1
1883610942,0.00968684,0.0231348,0.00658637,1
1883811742,0.00968684,0.0231348,0.00658637,1
1884013342,0.00968684,0.0231348,0.00658637,1
1884234143,0.00968684,0.0231348,0.00658637,1
1884418942,0.00968684,0.0231348,0.00658637,1
1884611742,0.00968684,0.0231348,0.00658637,1
1884820542,0.00968684,0.0231348,0.00658637,1
1885014180,0.00968684,0.0231348,0.00658637,1
1885214942,0.00968684,0.0231348,0.00658637,1
1885415742,0.00968684,0.0231348,0.00658637,1
1885621342,0.00968684,0.0231348,0.00658637,1
1885813342,0.00968684,0.0231348,0.00658637,1
1886014942,0.00968684,0.0231348,0.00658637,1
1886215742,0.00968684,0.0231348,0.00658637,1
1886412542,0.00968684,0.0231348,0.00658637,1
1886605348,0.00968684,0.0231348,0.00658637,1
1886806942,0.00968684,0.0231348,0.00658637,1
1887007742,0.00968684,0.0231348,0.00658637,1
1887212542,0.00968684,0.0231348,0.00658637,1
1887414142,0.00968684,0.0231348,0.00658637,1
1887615742,0.00968684,0.0231348,0.00658637,1
1887807742,0.00968684,0.0231348,0.00658637,1
1888013342,0.00968684,0.0231348,0.00658637,1
1888218142,0.00968684,0.0231348,0.00658637,1
1889010142,0.00968684,0.0231348,0.00658637,1
1890405342,0.00968684,0.0231348,0.00658637,1
1890610142,0.00968684,0.0231348,0.00658637,1
1890811742,0.00968684,0.0231348,0.00658637,1
1891012542,0.00968684,0.0231348,0.00658637,1
1891213346,0.00968684,0.0231348,0.00658637,1
1891414945,0.00968684,0.0231348,0.00658637,1
1891615742,0.00968684,0.0231348,0.00658637,1
1891812542,0.00968684,0.0231348,0.00658637,1
1892005342,0.00968684,0.0231348,0.00658637,1
1892207113,0.00968684,0.0231348,0.00658637,1
1892407769,0.00968684,0.0231348,0.00658637,1
1892608558,0.00968684,0.0231348,0.00658637,1
1892813492,0.00968684,0.0231348,0.00658637,1
1893002942,0.00968684,0.0231348,0.00658637,1
1893211742,0.00968684,0.0231348,0.00658637,1
1893412542,0.00968684,0.0231348,0.00658637,1
1893613342,0.00968684,0.0231348,0.00658637,1
1893810942,0.00968684,0.0231348,0.00658637,1
1894011742,0.00968684,0.0231348,0.00658637,1
1894212542,0.00968684,0.0231348,0.00658637,1
1894406142,0.00968684,0.0231348,0.00658637,1
1894606945,0.00968684,0.0231348,0.00658637,1
1894807742,0.00968684,0.0231348,0.00658637,1
1895008542,0.00968684,0.0231348,0.00658637,1
1895214143,0.00968684,0.0231348,0.00658637,1
1895406942,0.00968684,0.0231348,0.00658637,1
1895599742,0.00968684,0.0231348,0.00658637,1
1895800542,0.00968684,0.0231348,0.00658637,1
1896014154,0.00968684,0.0231348,0.00658637,1
1896231742,0.00968684,0.0231348,0.00658637,1
1896416542,0.00968684,0.0231348,0.00658637,1
1896616542,0.00968684,0.0231348,0.00658637,1
1896818270,0.00968684,0.0231348,0.00658637,1
1897015742,0.00968684,0.0231348,0.00658637,1
1897207742,0.00968684,0.0231348,0.00658637,1
1897412545,0.00968684,0.0231348,0.00658637,1
1897618168,0.00968684,0.0231348,0.00658637,1
1897810942,0.00968684,0.0231348,0.00658637,1
1898012542,0.00968684,0.0231348,0.00658637,1
1898212542,0.00968684,0.0231348,0.00658637,1
1898418142,0.00968684,0.0231348,0.00658637,1
1898611747,0.00968684,0.0231348,0.00658637,1
1898812542,0.00968684,0.0231348,0.00658637,1
1899009342,0.00968684,0.0231348,0.00658637,1
1899218142,0.00968684,0.0231348,0.00658637,1
1899411746,0.00968684,0.0231348,0.00658637,1
1899612542,0.00968684,0.0231348,0.00658637,1
1899802288,0.00968684,0.0231348,0.00658637,1
1900010942,0.00968684,0.0231348,0.00658637,1
1900211742,0.00968684,0.0231348,0.00658637,1
1900412542,0.00968684,0.0231348,0.00658637,1
1900605346,0.00968684,0.0231348,0.00658637,1
1900806145,0.00968684,0.0231348,0.00658637,1
1901007746,0.00968684,0.0231348,0.00658637,1
1901208555,0.00968684,0.0231348,0.00658637,1
1901409342,0.00968684,0.0231348,0.00658637,1
1901614942,0.00968684,0.0231348,0.00658637,1
1901815742,0.00968684,0.0231348,0.00658637,1
1902012542,0.00968684,0.0231348,0.00658637,1
1902229342,0.00968684,0.0231348,0.00658637,1
1902406942,0.00968684,0.0231348,0.00658637,1
1902615742,0.00968684,0.0231348,0.00658637,1
1902812542,0.00968684,0.0231348,0.00658637,1
1903013367,0.00968684,0.0231348,0.00658637,1
1903214942,0.00968684,0.0231348,0.00658637,1
1903415742,0.00968684,0.0231348,0.00658637,1
1903616542,0.00968684,0.0231348,0.00658637,1
1903813346,0.00968684,0.0231348,0.00658637,1
1904018942,0.00968684,0.0231348,0.00658637,1
1904219766,0.00968684,0.0231348,0.00658637,1
1904409501,0.00968684,0.0231348,0.00658637,1
1904610142,0.00968684,0.0231348,0.00658637,1
1904818942,0.00968684,0.0231348,0.00658637,1
1905003742,0.00968684,0.0231348,0.00658637,1
1905212542,0.00968684,0.0231348,0.00658637,1
1905414314,0.00968684,0.0231348,0.00658637,1
1905614942,0.00968684,0.0231348,0.00658637,1
1905811742,0.00968684,0.0231348,0.00658637,1
1906012542,0.00968684,0.0231348,0.00658637,1
1906214142,0.00968684,0.0231348,0.00658637,1
1906414942,0.00968684,0.0231348,0.00658637,1
1906611742,0.00968684,0.0231348,0.00658637,1
1906812542,0.00968684,0.0231348,0.00658637,1
1907014142,0.00968684,0.0231348,0.00658637,1
1907215742,0.00968684,0.0231348,0.00658637,1
1907416542,0.00968684,0.0231348,0.00658637,1
1907601349,0.00968684,0.0231348,0.00658637,1
1907814143,0.00968684,0.0231348,0.00658637,1
1908015742,0.00968684,0.0231348,0.00658637,1
1908239742,0.00968684,0.0231348,0.00658637,1
1908409342,0.00968684,0.0231348,0.00658637,1
1908614142,0.00968684,0.0231348,0.00658637,1
1908811742,0.00968684,0.0231348,0.00658637,1
1909011742,0.00968684,0.0231348,0.00658637,1
1909213342,0.00968684,0.0231348,0.00658637,1
1909414942,0.00968684,0.0231348,0.00658637,1
1909615745,0.00968684,0.0231348,0.00658637,1
1909816546,0.00968684,0.0231348,0.00658637,1
1910009342,0.00968684,0.0231348,0.00658637,1
1910206942,0.00968684,0.0231348,0.00658637,1
1910415749,0.00968684,0.0231348,0.00658637,1
1910616542,0.00968684,0.0231348,0.00658637,1
1910809342,0.00968684,0.0231348,0.00658637,1
1911014942,0.00968684,0.0231348,0.00658637,1
1911215748,0.00968684,0.0231348,0.00658637,1
1911408564,0.00968684,0.0231348,0.00658637,1
1911613342,0.00968684,0.0231348,0.00658637,1
1911810942,0.00968684,0.0231348,0.00658637,1
1912011772,0.00968684,0.0231348,0.00658637,1
1912212542,0.00968684,0.0231348,0.00658637,1
1912405342,0.00968684,0.0231348,0.00658637,1
1912606947,0.00968684,0.0231348,0.00658637,1
1912799742,0.00968684,0.0231348,0.00658637,1
1913008542,0.00968684,0.0231348,0.00658637,1
1913210142,0.00968684,0.0231348,0.00658637,1
1913418942,0.00968684,0.0231348,0.00658637,1
1913611742,0.00968684,0.0231348,0.00658637,1
1913812725,0.00968684,0.0231348,0.00658637,1
1914013342,0.00968684,0.0231348,0.00658637,1
1914222942,0.00968684,0.0231348,0.00658637,1
1914419747,0.00968684,0.0231348,0.00658637,1
1914612542,0.00968684,0.0231348,0.00658637,1
1914810142,0.00968684,0.0231348,0.00658637,1
1915018946,0.00968684,0.0231348,0.00658637,1
1915215742,0.00968684,0.0231348,0.00658637,1
1915400542,0.00968684,0.0231348,0.00658637,1
1915606303,0.00968684,0.0231348,0.00658637,1
1915806942,0.00968684,0.0231348,0.00658637,1
1916012542,0.00968684,0.0231348,0.00658637,1
1916213378,0.00968684,0.0231348,0.00658637,1
1916414142,0.00968684,0.0231348,0.00658637,1
1916615742,0.00968684,0.0231348,0.00658637,1
1916820542,0.00968684,0.0231348,0.00658637,1
1917005342,0.00968684,0.0231348,0.00658637,1
1917206162,0.00968684,0.0231348,0.00658637,1
1917407765,0.00968684,0.0231348,0.00658637,1
1917607742,0.00968684,0.0231348,0.00658637,1
1917805342,0.00968684,0.0231348,0.00658637,1
1918010142,0.00968684,0.0231348,0.00658637,1
1918211744,0.00968684,0.0231348,0.00658637,1
1918403742,0.00968684,0.0231348,0.00658637,1
1918613342,0.00968684,0.0231348,0.00658637,1
1918810142,0.00968684,0.0231348,0.00658637,1
1919003866,0.00968684,0.0231348,0.00658637,1
1919211742,0.00968684,0.0231348,0.00658637,1
1919405342,0.00968684,0.0231348,0.00658637,1
1919606142,0.00968684,0.0231348,0.00658637,1
1919807742,0.00968684,0.0231348,0.00658637,1
1920008549,0.00968684,0.0231348,0.00658637,1
1920213471,0.00968684,0.0231348,0.00658637,1
1920406942,0.00968684,0.0231348,0.00658637,1
1920603742,0.00968684,0.0231348,0.00658637,1
1920803745,0.00968684,0.0231348,0.00658637,1
1920997377,0.00968684,0.0231348,0.00658637,1
1921210942,0.00968684,0.0231348,0.00658637,1
1921411775,0.00968684,0.0231348,0.00658637,1
1921604546,0.00968684,0.0231348,0.00658637,1
1921805342,0.00968684,0.0231348,0.00658637,1
1922007092,0.00968684,0.0231348,0.00658637,1
1922211748,0.00968684,0.0231348,0.00658637,1
1922404542,0.00968684,0.0231348,0.00658637,1
1922605342,0.00968684,0.0231348,0.00658637,1
1922807084,0.00968684,0.0231348,0.00658637,1
1923007742,0.00968684,0.0231348,0.00658637,1
1923205342,0.00968684,0.0231348,0.00658637,1
1923405501,0.00968684,0.0231348,0.00658637,1
1923610942,0.00968684,0.0231348,0.00658637,1
1923803742,0.00968684,0.0231348,0.00658637,1
1924004542,0.00968684,0.0231348,0.00658637,1
1924213342,0.00968684,0.0231348,0.00658637,1
1924406942,0.00968684,0.0231348,0.00658637,1
1924607742,0.00968684,0.0231348,0.00658637,1
1924805344,0.00968684,0.0231348,0.00658637,1
1925013342,0.00968684,0.0231348,0.00658637,1
1925214942,0.00968684,0.0231348,0.00658637,1
1925407742,0.00968684,0.0231348,0.00658637,1
1925605342,0.00968684,0.0231348,0.00658637,1
1925805342,0.00968684,0.0231348,0.00658637,1
1926002942,0.00968684,0.0231348,0.00658637,1
1926219742,0.00968684,0.0231348,0.00658637,1
1926405460,0.00968684,0.0231348,0.00658637,1
1926606142,0.00968684,0.0231348,0.00658637,1
1926814942,0.00968684,0.0231348,0.00658637,1
1927011742,0.00968684,0.0231348,0.00658637,1
1927213342,0.00968684,0.0231348,0.00658637,1
1927405342,0.00968684,0.0231348,0.00658637,1
1927606942,0.00968684,0.0231348,0.00658637,1
1927803758,0.00968684,0.0231348,0.00658637,1
1928005345,0.00968684,0.0231348,0.00658637,1
1928206312,0.00968684,0.0231348,0.00658637,1
1928406942,0.00968684,0.0231348,0.00658637,1
1928607742,0.00968684,0.0231348,0.00658637,1
1928805342,0.00968684,0.0231348,0.00658637,1
1929014145,0.00968684,0.0231348,0.00658637,1
1929206942,0.00968684,0.0231348,0.00658637,1
1929399746,0.00968684,0.0231348,0.00658637,1
1929605342,0.00968684,0.0231348,0.00658637,1
