timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
1830097345,0.30152,-0.0454661,0.492594
1830108542,0.30152,-0.0454661,0.492594
1830118143,0.312204,-0.0418829,0.493089
1830128545,0.316369,-0.0360328,0.515301
1830138144,0.317298,-0.0184823,0.497961
1830148573,0.319155,-0.0310601,0.496631
1830158957,0.319155,-0.0310601,0.496631
1830169349,0.336388,-0.0487569,0.508143
1830180542,0.340857,-0.0491225,0.491379
1830189342,0.342734,-0.0437842,0.489663
1830200542,0.312365,-0.0598721,0.490084
1830209342,0.345897,-0.0723038,0.497253
1830220542,0.337471,-0.056362,0.487951
1830230143,0.349656,-0.058044,0.493744
1830241342,0.332595,-0.0475868,0.478995
1830250142,0.351731,-0.0384459,0.488329
1830261342,0.34941,-0.0676235,0.465018
1830271743,0.34941,-0.0676235,0.465018
1830281342,0.353943,-0.0583364,0.480371
1830291104,0.362931,-0.0601646,0.479191
1830301342,0.342726,-0.0509506,0.489818
1830310943,0.344595,-0.0527788,0.488256
1830322160,0.344595,-0.0527788,0.488256
1830333504,0.326364,-0.0658685,0.462044
1830342144,0.35054,-0.0799089,0.477252
1830353365,0.341766,-0.049488,0.474424
1830362145,0.335602,-0.0545339,0.489513
1830373342,0.335602,-0.0545339,0.489513
1830382943,0.342337,-0.0723038,0.497062
1830394142,0.326241,-0.0597259,0.497629
1830402968,0.337285,-0.0598721,0.491419
1830414145,0.324934,-0.0437842,0.488709
1830424542,0.324934,-0.0437842,0.488709
1830434199,0.327743,-0.0649911,0.502926
1830443743,0.309173,-0.0564351,0.483034
1830454152,0.32003,-0.0600915,0.480292
1830463748,0.317435,-0.0579709,0.495418
1830474143,0.318944,-0.0560696,0.500561
1830486306,0.319113,-0.0668924,0.497401
1830494942,0.320643,-0.0470749,0.502159
1830506142,0.31913,-0.0525595,0.497093
1830514945,0.328317,-0.0401278,0.492214
1830526149,0.324187,-0.0614078,0.502658
1830535742,0.338621,-0.0507313,0.4998
1830546942,0.324554,-0.0579709,0.495799
1830555742,0.315748,-0.0562158,0.493588
1830566953,0.31798,-0.0581902,0.485245
1830575759,0.332038,-0.0581171,0.489399
1830586946,0.332038,-0.0581171,0.489399
1830596543,0.32625,-0.0525595,0.497475
1830606942,0.326613,-0.0527057,0.490693
1830616546,0.333382,-0.0418098,0.497625
1830627742,0.337661,-0.0492687,0.484406
1830638145,0.337661,-0.0492687,0.484406
1830647744,0.330561,-0.0313526,0.48364
1830658942,0.326609,-0.0562889,0.49077
1830667742,0.331868,-0.0472943,0.492559
1830678942,0.328858,-0.0439304,0.482118
1830688542,0.328858,-0.0439304,0.482118
1830699745,0.345495,-0.0603108,0.471455
1830708542,0.342205,-0.0292319,0.499528
1830719759,0.336954,-0.0310601,0.497585
1830728542,0.3229,-0.02755,0.493354
1830739742,0.32608,-0.0417367,0.500635
1830749343,0.328309,-0.0472943,0.492368
1830759742,0.32384,-0.0469287,0.509132
1830769348,0.322888,-0.0382997,0.493585
1830779742,0.303021,-0.0507313,0.497891
1830789342,0.337289,-0.0562889,0.491342
1830800546,0.326634,-0.0347896,0.490308
1830811742,0.330008,-0.0382997,0.493966
1830820564,0.314864,-0.0343509,0.510081
1830831742,0.315409,-0.0345702,0.499908
1830840542,0.32761,-0.0219192,0.505393
1830861342,0.324406,-0.0292319,0.498574
1830871924,0.319945,-0.0216999,0.515184
1830881377,0.313371,-0.0219192,0.504629
1830892542,0.31989,-0.0241861,0.482913
1830902943,0.31989,-0.0241861,0.482913
1830912564,0.326113,-0.0130709,0.500018
1830922153,0.322211,0.0049915,0.506224
1830932542,0.30946,-0.0110233,0.510989
1830942143,0.315256,-0.00941452,0.50276
1830953342,0.315256,-0.00941452,0.50276
1830964569,0.310001,-0.0148259,0.500894
1830973342,0.318989,-0.0166541,0.499714
1830984542,0.319171,-0.0167272,0.496323
1830993342,0.32799,-0.00773258,0.498303
1831004542,0.320135,-0.0146066,0.511639
1831014143,0.325137,-0.0259412,0.484933
1831025483,0.311155,-0.00561194,0.512665
1831034157,0.314901,-0.00210183,0.509388
1831045351,0.327437,-0.0146797,0.50863
1831054143,0.320329,-0.00393,0.508017
1831065342,0.322161,-0.0380072,0.507149
1831074942,0.316579,-0.0110233,0.511371
1831085342,0.305714,-0.0145334,0.514267
1831094943,0.320685,-0.0112427,0.501389
1831105345,0.323691,-0.0181898,0.511907
1831115742,0.323691,-0.0181898,0.511907
1831126143,0.329677,-0.00948763,0.500132
1831135742,0.304766,-0.00232118,0.498642
1831146159,0.333258,0.0084285,0.499938
1831156577,0.318295,0.0123042,0.512661
1831166943,0.318295,0.0123042,0.512661
1831178142,0.311899,0.0084285,0.498793
1831186953,0.314545,0.00521085,0.516015
1831198142,0.321141,0.0233463,0.526185
1831206971,0.302555,0.0175694,0.5066
1831218142,0.302555,0.0175694,0.5066
1831227749,0.315111,0.0229076,0.505457
1831238142,0.30387,0.00879408,0.515366
1831247743,0.316439,0.024882,0.513992
1831258942,0.313763,0.0030171,0.497308
1831268549,0.313763,0.0030171,0.497308
1831278942,0.312879,0.024882,0.513801
1831288544,0.323571,0.0356317,0.514142
1831298942,0.323389,0.0357048,0.517533
1831310142,0.322244,0.0336573,0.505608
1831318942,0.32207,0.0408969,0.508845
1831330942,0.313796,0.0316829,0.496692
1831339743,0.31887,0.0371674,0.501949
1831350942,0.311733,0.0228345,0.501876
1831359899,0.314203,0.0232732,0.522412
1831370942,0.31925,0.0513541,0.494859
1831381351,0.31925,0.0513541,0.494859
1831391004,0.309162,0.0464545,0.516539
1831400542,0.3129,0.0427982,0.513416
1831411775,0.308029,0.0551567,0.504382
1831420543,0.306139,0.0390687,0.506329
1831431745,0.306139,0.0390687,0.506329
1831441476,0.307645,0.0373868,0.511549
1831451742,0.311382,0.0337304,0.508426
1831462942,0.308372,0.0370943,0.497986
1831471742,0.313966,0.0208601,0.493532
1831492575,0.315111,0.0229076,0.505457
1831503742,0.313978,0.0316098,0.493301
1831512535,0.321098,0.0316098,0.493683
1831523742,0.313619,0.0353392,0.500006
1831534142,0.313619,0.0353392,0.500006
1831543743,0.314773,0.0445532,0.511777
1831553349,0.312532,0.0393612,0.520275
1831563742,0.323906,0.0104029,0.507899
1831573347,0.31717,0.0281728,0.500351
1831583742,0.310608,0.0387031,0.489565
1831595753,0.305565,0.0142055,0.517041
1831605343,0.315467,0.0155949,0.498829
1831615761,0.311374,0.026564,0.50858
1831624551,0.319043,0.0299278,0.498712
1831634156,0.309852,0.013913,0.503668
1831645343,0.309852,0.013913,0.503668
1831656542,0.312511,0.021445,0.52066
1831665348,0.309303,0.0105491,0.513918
1831676542,0.314934,0.026564,0.508771
1831685343,0.30647,0.0102567,0.500163
1831696542,0.30647,0.0102567,0.500163
1831706144,0.314317,0.0099642,0.486981
1831716542,0.304779,0.0084285,0.498411
1831726143,0.313548,-0.0255756,0.501316
1831736542,0.310199,-0.000566128,0.497194
1831746946,0.310199,-0.000566128,0.497194
1831757342,0.317662,-0.0186285,0.491179
1831768542,0.307579,-0.0199448,0.512782
1831777342,0.30305,-0.0256487,0.497352
1831787742,0.321044,-0.0149721,0.494684
1831798143,0.321044,-0.0149721,0.494684
1831809342,0.304378,-0.0236743,0.505886
1831818143,0.306247,-0.0255025,0.504325
1831829342,0.309807,-0.0255025,0.504516
1831838174,0.313887,-0.0472212,0.494996
1831849342,0.303385,-0.0508775,0.491109
1831859086,0.310335,-0.0400547,0.494651
1831869494,0.301161,-0.0417367,0.499299
1831878966,0.29873,-0.054022,0.511341
1831889342,0.304374,-0.0272575,0.505963
1831898962,0.298565,-0.039616,0.514424
1831910143,0.298565,-0.039616,0.514424
1831921377,0.309422,-0.0432724,0.511683
1831930142,0.306941,-0.0544607,0.491377
1831940545,0.304171,-0.0451005,0.50974
1831950142,0.315033,-0.0451737,0.506921
1831970943,0.309782,-0.0470018,0.504978
1831982142,0.309617,-0.0325958,0.508061
1831990944,0.312797,-0.0467825,0.515342
1832002142,0.30774,-0.0379341,0.509776
1832012542,0.30774,-0.0379341,0.509776
1832022142,0.319751,-0.0323765,0.518806
1832031745,0.311651,-0.04883,0.503416
1832042145,0.322682,-0.0597259,0.497438
1832051755,0.323425,-0.0456855,0.483566
1832062142,0.318787,-0.0344971,0.50349
1832074155,0.331158,-0.0326689,0.505815
1832082942,0.331348,-0.0255756,0.50227
1832092543,0.320676,-0.0184091,0.501543
1832102942,0.319349,-0.0203835,0.493009
1832112546,0.317468,-0.0293051,0.494801
1832123743,0.329107,-0.0307676,0.510767
1832134942,0.332857,-0.0236743,0.507413
1832143757,0.329242,-0.0261605,0.474951
1832154944,0.332865,-0.0165079,0.507259
1832163742,0.334311,-0.0242592,0.480285
1832174942,0.334311,-0.0242592,0.480285
1832184545,0.333952,-0.0205298,0.48699
1832195742,0.33974,-0.0260874,0.478915
1832204559,0.319526,-0.0240399,0.489695
1832214967,0.33547,-0.011462,0.491979
1832225342,0.33547,-0.011462,0.491979
1832235742,0.346158,-0.00429559,0.492398
1832246942,0.339199,-0.0222848,0.48901
1832255742,0.335846,-0.000858595,0.484966
1832265463,0.342594,-0.00787881,0.492284
1832276543,0.342594,-0.00787881,0.492284
1832287751,0.331906,-0.0150453,0.491866
1832296542,0.349701,-0.0186285,0.492897
1832306309,0.333981,0.0045528,0.486451
1832316571,0.336007,-0.0188478,0.481961
1832327742,0.336007,-0.0188478,0.481961
1832337376,0.336979,-0.00956075,0.497123
1832347783,0.323877,-0.0146797,0.508439
1832357342,0.331001,-0.0110965,0.508743
1832367742,0.334928,-0.00765946,0.502075
1832377342,0.322562,-0.00590441,0.499673
1832388542,0.327606,-0.0255025,0.50547
1832399798,0.319704,-0.0276962,0.486381
1832408558,0.332628,-0.018921,0.478379
1832418269,0.317848,-0.0151184,0.487711
1832428542,0.327813,-0.00407624,0.501617
1832449345,0.316926,-0.0255025,0.504897
1832460542,0.315252,-0.0129977,0.502837
1832469342,0.315074,-0.0093414,0.506151
1832480553,0.323691,-0.0181898,0.511907
1832490942,0.323691,-0.0181898,0.511907
1832500602,0.339017,-0.0222117,0.492401
1832510143,0.319345,-0.0239668,0.493086
1832520542,0.321383,-0.0366177,0.488364
1832530304,0.321222,-0.0186285,0.49137
1832541342,0.321222,-0.0186285,0.49137
1832551064,0.33076,-0.0170928,0.47994
1832561342,0.333588,-0.0203835,0.493772
1832570942,0.316943,-0.0111696,0.504589
1832581345,0.325919,-0.0237474,0.50364
1832590945,0.315074,-0.0093414,0.506151
1832602143,0.319582,-0.0215537,0.521966
1832613342,0.304564,-0.0201642,0.502418
1832622143,0.299123,-0.0290857,0.50402
1832633342,0.310948,-0.0270382,0.516518
1832642168,0.309827,-0.00758635,0.50413
1832653342,0.309827,-0.00758635,0.50413
1832662957,0.318089,-0.00912205,0.516514
1832673344,0.300269,-0.0270382,0.515945
1832683105,0.306073,-0.0182629,0.507562
1832693506,0.28923,-0.0233087,0.522078
1832703743,0.28923,-0.0233087,0.522078
1832714149,0.287733,-0.0144603,0.516703
1832723746,0.295998,-0.0124128,0.52901
1832734142,0.280423,-0.0215537,0.519867
1832743774,0.29503,-0.0181167,0.513771
1832754955,0.29503,-0.0181167,0.513771
1832766145,0.289597,-0.0198717,0.515219
1832774946,0.292963,-0.0305483,0.519032
1832794969,0.296362,-0.012559,0.522228
1832805487,0.280241,-0.0214805,0.523258
1832815765,0.296163,-0.0268188,0.525928
1832826295,0.28416,-0.02521,0.516744
1832835742,0.305321,-0.0394698,0.521588
1832846142,0.299913,-0.0197255,0.522573
1832855743,0.292371,-0.0256487,0.49678
1832866945,0.292371,-0.0256487,0.49678
1832876552,0.285243,-0.0328152,0.496552
1832886964,0.293872,-0.0309139,0.502077
1832896545,0.298941,-0.0290126,0.507411
1832906942,0.301402,-0.0357403,0.528102
1832927742,0.292971,-0.0233818,0.518878
1832937503,0.289758,-0.037861,0.512213
1832947742,0.311295,-0.0415173,0.510044
1832958942,0.301952,-0.0323765,0.517852
1832968544,0.301952,-0.0323765,0.517852
1832979742,0.287873,-0.0503657,0.514083
1832988543,0.300236,-0.055704,0.516562
1832998942,0.295022,-0.0252831,0.513925
1833008542,0.29988,-0.0483913,0.52319
1833019742,0.29988,-0.0483913,0.52319
1833029354,0.30604,-0.0469287,0.508178
1833039759,0.297644,-0.0500001,0.53161
1833049342,0.311477,-0.0415904,0.506653
1833059742,0.300616,-0.0415173,0.509472
1833069344,0.301761,-0.0394698,0.521397
1833080552,0.304878,-0.0633091,0.496561
1833090306,0.303981,-0.0521939,0.513285
1833100543,0.311291,-0.0451005,0.510121
1833111745,0.295546,-0.0434186,0.504138
1833120542,0.31094,-0.0342046,0.516672
1833131742,0.31094,-0.0342046,0.516672
1833141343,0.315037,-0.0415904,0.506844
1833151742,0.309439,-0.0289395,0.511375
1833161357,0.316373,-0.0324496,0.515224
1833171742,0.300442,-0.0342777,0.512709
1833182143,0.300442,-0.0342777,0.512709
1833192542,0.300269,-0.0270382,0.515945
1833202274,0.295555,-0.0362522,0.503983
1833212542,0.290841,-0.0454661,0.492022
1833222143,0.308285,-0.0381534,0.499603
1833233342,0.308285,-0.0381534,0.499603
1833244542,0.293347,-0.0127784,0.511865
1833253347,0.309249,-0.0360328,0.51492
1833264542,0.306239,-0.0326689,0.504479
1833273534,0.314496,-0.0377879,0.51694
1833283890,0.307401,-0.0162885,0.516096
1833294170,0.293153,-0.023455,0.515487
1833304564,0.304366,-0.034424,0.506117
1833314267,0.307744,-0.0343509,0.509699
1833325487,0.299115,-0.0362522,0.504174
1833334143,0.307562,-0.0342777,0.51309
1833345342,0.307562,-0.0342777,0.51309
1833354945,0.308518,-0.0393236,0.52856
1833365342,0.30552,-0.02521,0.517889
1833374946,0.307752,-0.0271844,0.509545
1833385342,0.30437,-0.0308408,0.50604
1833406143,0.304556,-0.0273306,0.502572
1833417342,0.318601,-0.0380072,0.506958
1833426300,0.311675,-0.0273306,0.502954
1833437342,0.311837,-0.0453199,0.499948
1833446942,0.311837,-0.0453199,0.499948
1833457353,0.299466,-0.0471481,0.497624
1833466951,0.311469,-0.0487569,0.506807
1833477345,0.295005,-0.039616,0.514233
1833486943,0.305136,-0.0429799,0.525056
1833497342,0.303816,-0.0377879,0.516367
1833507742,0.309435,-0.0325227,0.511452
1833518142,0.296337,-0.0340584,0.522691
1833527745,0.289201,-0.0483913,0.522617
1833538295,0.286178,-0.0557771,0.512408
1833547742,0.297411,-0.04883,0.502653
1833559115,0.297411,-0.04883,0.502653
1833570142,0.295018,-0.0288664,0.514002
1833578942,0.281903,-0.044735,0.525549
1833590142,0.294642,-0.0394698,0.521015
1833598958,0.284338,-0.0288664,0.51343
1833610142,0.284338,-0.0288664,0.51343
1833619761,0.292942,-0.0484644,0.519417
1833630964,0.296155,-0.0339853,0.526082
1833639747,0.296709,-0.0270382,0.515755
1833650312,0.291078,-0.043053,0.520902
1833661342,0.291078,-0.043053,0.520902
1833670942,0.309253,-0.0324496,0.514843
1833680544,0.287704,-0.0395429,0.517243
1833690942,0.288866,-0.0231625,0.52886
1833700542,0.292223,-0.0410055,0.532827
1833711742,0.288071,-0.0361059,0.510384
1833722942,0.298561,-0.0431993,0.514501
1833731742,0.293872,-0.0309139,0.502077
1833741518,0.298028,-0.0322302,0.524443
1833751791,0.307203,-0.0305483,0.519795
1833762291,0.293124,-0.0485375,0.516026
1833772571,0.293124,-0.0485375,0.516026
1833782972,0.306416,-0.0363253,0.501165
1833792542,0.291086,-0.0358866,0.520747
1833802942,0.29484,-0.02521,0.517316
1833812543,0.262598,-0.043053,0.519375
1833823745,0.262598,-0.043053,0.519375
1833833342,0.291276,-0.0287932,0.517202
1833843890,0.289399,-0.0341315,0.518918
1833853343,0.287894,-0.0324496,0.513698
1833863750,0.287708,-0.0359597,0.517166
1833884543,0.274203,-0.0290857,0.502684
1833895742,0.291449,-0.0360328,0.513965
1833904560,0.281759,-0.0124128,0.528247
1833915745,0.287538,-0.0251369,0.520325
1833925347,0.287538,-0.0251369,0.520325
1833935742,0.301237,-0.0213343,0.531185
1833945471,0.288845,-0.0410786,0.529245
1833955742,0.303287,-0.0232356,0.526232
1833965369,0.294671,-0.0143872,0.520476
1833976542,0.294671,-0.0143872,0.520476
1833986310,0.285112,-0.033839,0.532291
1833996542,0.28211,-0.0233087,0.521696
1834006143,0.277226,-0.0216999,0.512894
1834016542,0.283623,-0.0178242,0.526762
1834026148,0.285496,-0.0160692,0.525124
1834037343,0.275966,-0.0104384,0.5364
1834048542,0.288329,-0.0157767,0.538879
1834057346,0.287179,-0.0214074,0.52703
1834068544,0.280051,-0.0285739,0.526803
1834077342,0.27595,-0.0247713,0.536708
1834088549,0.281932,-0.0196524,0.52501
1834098148,0.277992,-0.033839,0.531909
1834108542,0.276119,-0.0355941,0.533548
1834118143,0.265025,-0.0343509,0.507409
1834129342,0.260721,-0.0483913,0.521091
1834139742,0.260721,-0.0483913,0.521091
1834149342,0.28378,-0.0393967,0.523834
1834158943,0.274804,-0.0268188,0.524783
1834169342,0.278537,-0.0340584,0.521737
1834178942,0.290917,-0.0250638,0.523907
1834190143,0.290917,-0.0250638,0.523907
1834201342,0.277032,-0.0323765,0.516516
1834210313,0.262247,-0.0321571,0.525926
1834221342,0.286004,-0.0485375,0.515644
1834230165,0.279074,-0.0414442,0.511718
1834241342,0.279074,-0.0414442,0.511718
1834250974,0.290198,-0.0176049,0.537317
1834261486,0.280039,-0.0393236,0.527034
1834270942,0.270686,-0.0373492,0.534996
1834282169,0.296151,-0.0375685,0.526159
1834290943,0.27817,-0.0374954,0.528595
1834302142,0.280034,-0.0429068,0.527111
1834311748,0.283768,-0.0501464,0.524065
1834322308,0.286968,-0.0464169,0.530961
1834331768,0.274973,-0.0376416,0.521623
1834342142,0.303081,-0.0446618,0.530085
1834362943,0.29293,-0.0592141,0.519648
1834374142,0.289399,-0.0341315,0.518918
1834382942,0.278542,-0.0304752,0.521659
1834394142,0.286029,-0.0270382,0.515182
1834403743,0.286029,-0.0270382,0.515182
1834414155,0.289742,-0.0521939,0.512521
1834423768,0.282279,-0.0341315,0.518536
1834434303,0.283958,-0.043053,0.52052
1834443742,0.289023,-0.044735,0.525931
1834454942,0.289023,-0.044735,0.525931
1834464543,0.305491,-0.0502926,0.518428
1834474945,0.283751,-0.0644793,0.524373
1834484543,0.290663,-0.0418098,0.495335
1834494942,0.286562,-0.0380072,0.50524
1834504545,0.274432,-0.033839,0.531719
1834515742,0.289039,-0.0304021,0.525623
1834526946,0.301947,-0.0359597,0.517929
1834535752,0.294815,-0.0467094,0.517778
1834546294,0.289221,-0.0304752,0.522232
1834555742,0.298743,-0.0432724,0.51111
1834566967,0.298743,-0.0432724,0.51111
1834576542,0.285585,-0.0508775,0.490155
1834586942,0.290837,-0.0490493,0.492099
1834596543,0.297246,-0.034424,0.505736
1834607742,0.300963,-0.0559964,0.502998
1834618142,0.300963,-0.0559964,0.502998
1834627742,0.283594,-0.0429068,0.527302
1834637345,0.291086,-0.0358866,0.520747
1834647751,0.298388,-0.0359597,0.517738
1834657346,0.289593,-0.023455,0.515296
1834668543,0.289593,-0.023455,0.515296
1834679745,0.295191,-0.0361059,0.510765
1834688542,0.301347,-0.0382266,0.495831
1834699742,0.297064,-0.0343509,0.509127
1834708565,0.276867,-0.0179704,0.519599
1834719742,0.276867,-0.0179704,0.519599
1834729468,0.286219,-0.0199448,0.511637
1834739769,0.299537,-0.0303289,0.529586
1834749361,0.280414,-0.0287201,0.520021
1834760573,0.294452,-0.0465631,0.52456
1834769343,0.275696,-0.0415173,0.508136
1834780542,0.295013,-0.0324496,0.514079
1834790142,0.283978,-0.0251369,0.520135
1834800542,0.281726,-0.0410786,0.528863
1834810145,0.289564,-0.0485375,0.515835
1834820552,0.293504,-0.0343509,0.508936
1834832549,0.277383,-0.0432724,0.509965
1834841343,0.290917,-0.0250638,0.523907
1834852573,0.295986,-0.0231625,0.529241
1834861348,0.303106,-0.0231625,0.529623
1834872542,0.298412,-0.0144603,0.517276
1834882268,0.298412,-0.0144603,0.517276
1834892549,0.281916,-0.0339853,0.525318
1834902147,0.289395,-0.0377147,0.518995
1834913342,0.288849,-0.0374954,0.529168
1834922143,0.286198,-0.037861,0.512022
1834933346,0.286198,-0.037861,0.512022
1834942942,0.282667,-0.0127784,0.511292
1834953490,0.277404,-0.0253562,0.50958
1834962951,0.28192,-0.0304021,0.525241
1834973367,0.280063,-0.0178242,0.526572
1834994266,0.301774,-0.0287201,0.521166
1835005342,0.278182,-0.0267457,0.528364
1835066142,0.296895,-0.0235281,0.512287
1835074947,0.286029,-0.0270382,0.515182
1835086142,0.273828,-0.0396891,0.509697
1835095743,0.289577,-0.0377879,0.515604
1835106292,0.287352,-0.028647,0.523794
1835115743,0.283788,-0.0322302,0.52368
1835126142,0.267498,-0.0303289,0.527869
1835135743,0.289035,-0.0339853,0.5257
1835146946,0.289027,-0.0411517,0.525854
1835158142,0.281683,-0.0328152,0.496361
1835166942,0.299668,-0.0293051,0.493847
1835176702,0.290316,-0.0273306,0.501809
1835186971,0.302121,-0.0431993,0.514692
1835207771,0.289771,-0.0271113,0.511982
1835218946,0.304002,-0.0342777,0.512899
1835227747,0.296721,-0.0162885,0.515523
1835239000,0.28567,-0.0233087,0.521887
1835248544,0.28567,-0.0233087,0.521887
1835258942,0.291474,-0.0145334,0.513503
1835268542,0.289944,-0.0343509,0.508745
1835278942,0.299905,-0.0268919,0.522727
1835288543,0.295575,-0.018336,0.503598
1835299742,0.295575,-0.018336,0.503598
1835310942,0.297085,-0.0164347,0.508742
1835319746,0.300467,-0.0127784,0.512246
1835330313,0.301359,-0.0274769,0.4956
1835339871,0.314876,-0.0236012,0.50985
1835350945,0.314876,-0.0236012,0.50985
1835360543,0.312834,-0.0145334,0.514648
1835371749,0.320152,-0.000273662,0.511331
1835380542,0.310542,-0.0186285,0.490798
1835391742,0.311886,-0.00232118,0.499024
1835400673,0.318816,-0.00941452,0.502951
1835411742,0.320321,-0.0110965,0.508171
1835421344,0.313387,-0.00758635,0.504321
1835431742,0.307959,-0.00575818,0.505692
1835441348,0.314347,-0.00904893,0.519715
1835451742,0.332704,0.00148139,0.510265
1835462142,0.332704,0.00148139,0.510265
1835472543,0.323344,-0.00371065,0.518381
1835483742,0.322558,-0.00948763,0.49975
1835492547,0.324422,-0.014899,0.498266
1835503742,0.30869,-0.00246742,0.492051
1835513345,0.30869,-0.00246742,0.492051
1835523742,0.313941,-0.000639245,0.493994
1835533349,0.33442,0.0248089,0.511555
1835544542,0.31359,0.0102567,0.500545
1835553343,0.329698,0.0084285,0.499747
1835564542,0.329698,0.0084285,0.499747
1835574152,0.325775,0.00857473,0.506338
1835584542,0.326332,0.0191051,0.495934
1835594144,0.312858,0.00696591,0.514186
1835604542,0.316968,0.0103298,0.504127
1835614951,0.316968,0.0103298,0.504127
1835625469,0.316798,0.0211526,0.507287
1835636542,0.31022,0.01735,0.496809
1835645344,0.307802,0.0158143,0.508621
1835656542,0.30368,0.00170074,0.518911
1835666306,0.30368,0.00170074,0.518911
1835677342,0.305929,0.0140592,0.510259
1835686178,0.286996,0.0227614,0.497149
1835697342,0.297481,0.0120848,0.501343
1835706147,0.291685,0.010476,0.509573
1835717459,0.305383,0.0142786,0.520432
1835726942,0.307954,-0.0093414,0.505769
1835737342,0.307975,0.00857473,0.505384
1835746945,0.316075,0.0250283,0.520773
1835757342,0.295617,0.0174962,0.502828
1835766942,0.306288,0.0103298,0.503554
1835778264,0.306288,0.0103298,0.503554
1835789353,0.305012,0.00725837,0.527368
1835798157,0.305751,0.0177156,0.513573
1835809342,0.316245,0.0142055,0.517614
1835818143,0.298445,0.0142055,0.51666
1835829342,0.298445,0.0142055,0.51666
1835838945,0.313243,0.0247358,0.507019
1835850142,0.313784,0.0209332,0.496923
1835858943,0.299891,0.00645409,0.489686
1835870142,0.317162,0.0210063,0.500505
1835880547,0.317162,0.0210063,0.500505
1835890270,0.307463,0.0374599,0.51494
1835899748,0.304444,0.0336573,0.504654
1835910154,0.318337,0.0481364,0.511891
1835919742,0.3155,0.0442608,0.498213
1835930142,0.312718,0.0428713,0.516807
1835942142,0.309877,0.0354124,0.503206
1835950942,0.305357,0.036875,0.487622
1835961490,0.327342,0.0606412,0.510403
1835970942,0.323414,0.0572042,0.517071
1835982175,0.323939,0.0390687,0.507283
1835991755,0.314603,0.055376,0.514937
1836002942,0.308359,0.0263446,0.498217
1836011768,0.3129,0.0427982,0.513416
1836022942,0.307851,0.058813,0.507696
1836031746,0.314789,0.0588861,0.511469
1836042942,0.314789,0.0588861,0.511469
1836052543,0.307835,0.0444801,0.508004
1836062945,0.297163,0.0516466,0.507278
1836072549,0.315851,0.0333648,0.491662
1836082942,0.325452,0.0445532,0.512349
1836093345,0.325452,0.0445532,0.512349
1836103765,0.302592,0.0498184,0.505907
1836114296,0.316625,0.0283921,0.510524
1836123742,0.322252,0.0408238,0.505454
1836133512,0.313298,0.027222,0.53929
1836143860,0.293574,0.026564,0.507626
1836155742,0.294175,0.0288308,0.529724
1836164573,0.286281,0.0338035,0.510482
1836175742,0.293033,0.0303665,0.517722
1836184543,0.277809,0.0103298,0.502028
1836195768,0.29374,0.012158,0.504543
1836205506,0.302914,0.0138399,0.499896
1836215748,0.306343,0.012816,0.535825
1836225342,0.285901,0.0196169,0.517572
1836235742,0.275205,0.00528397,0.517307
1836245343,0.282329,0.0088672,0.517612
1836256542,0.282329,0.0088672,0.517612
1836267742,0.308563,9.19212e-05,0.527713
1836276543,0.269404,9.19212e-05,0.525614
1836286329,0.290388,-0.0105115,0.533772
1836296544,0.299748,-0.00531947,0.525656
1836307742,0.299748,-0.00531947,0.525656
1836317368,0.291838,-0.0146797,0.506721
1836328542,0.28328,0.000238154,0.533159
1836337342,0.278736,-0.0197986,0.518037
1836348549,0.302158,-0.0109502,0.513999
1836358942,0.302158,-0.0109502,0.513999
1836368542,0.295042,-0.007367,0.51354
1836378145,0.293939,-0.017678,0.534117
1836388542,0.284528,-0.021773,0.509885
1836398165,0.294282,-0.0357403,0.52772
1836408542,0.291454,-0.0324496,0.513888
1836420542,0.307579,-0.0199448,0.512782
1836429342,0.305706,-0.0216999,0.514421
1836440542,0.296184,-0.0089027,0.525542
1836449342,0.299715,-0.0339853,0.526272
1836458964,0.286409,-0.0128515,0.508092
1836470143,0.286409,-0.0128515,0.508092
1836481355,0.300463,-0.0163616,0.512323
1836490142,0.30757,-0.0271113,0.512936
1836501342,0.307223,-0.0126322,0.51941
1836510147,0.303659,-0.0162154,0.519296
1836521342,0.303659,-0.0162154,0.519296
1836530942,0.305346,-0.0179704,0.521125
1836541342,0.301553,-0.0168003,0.491978
1836550943,0.299139,-0.0147528,0.503712
1836561342,0.305896,-0.0146066,0.510876
1836571742,0.305896,-0.0146066,0.510876
1836582142,0.303604,-0.0187016,0.487025
1836593342,0.313197,-0.0146797,0.507866
1836602145,0.295237,0.00330956,0.509918
1836611764,0.30705,-0.00539259,0.522647
1836622169,0.305904,-0.00744011,0.510722
1836634143,0.298974,-0.000346779,0.506795
1836642981,0.290717,0.00477215,0.494334
1836654142,0.310605,-0.00897582,0.522915
1836662943,0.300839,-0.00575818,0.50531
1836674184,0.302542,0.00681967,0.506832
1836683899,0.289816,0.0123042,0.511135
1836694142,0.303874,0.0123773,0.515289
1836703743,0.303659,-0.0162154,0.519296
1836714145,0.300649,-0.0128515,0.508855
1836723745,0.287737,-0.0108771,0.516626
1836734942,0.287737,-0.0108771,0.516626
1836746142,0.289783,-0.0163616,0.511751
1836754946,0.302509,-0.0218461,0.507448
1836766142,0.304039,-0.00202872,0.512206
1836774942,0.30965,-0.00393,0.507444
1836795744,0.295228,-0.00385689,0.510072
1836806942,0.304039,-0.00202872,0.512206
