timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
1819124547,0.217325,0.152635,0.531441
1819135742,0.221836,0.144006,0.547179
1819145357,0.221836,0.144006,0.547179
1819155742,0.232334,0.144079,0.551143
1819165343,0.233958,0.132671,0.520855
1819176542,0.217131,0.141958,0.535063
1819185345,0.216949,0.142031,0.538454
1819196542,0.216949,0.142031,0.538454
1819206151,0.222394,0.154536,0.536775
1819216542,0.234583,0.156438,0.542491
1819226149,0.222217,0.158193,0.540089
1819236542,0.231189,0.142031,0.539218
1819246143,0.215266,0.14737,0.536548
1819257342,0.236241,0.1296,0.54486
1819268545,0.236068,0.136839,0.548097
1819277342,0.222014,0.14035,0.543865
1819288542,0.225933,0.13662,0.537351
1819297342,0.218035,0.13801,0.518185
1819308542,0.218035,0.13801,0.518185
1819318143,0.24988,0.127333,0.523525
1819329490,0.231197,0.149198,0.539063
1819338153,0.225942,0.143787,0.537197
1819349376,0.229857,0.136474,0.53076
1819359745,0.229857,0.136474,0.53076
1819369346,0.220496,0.131282,0.538876
1819378969,0.224246,0.138375,0.535522
1819398945,0.224602,0.131062,0.528894
1819410304,0.224602,0.131062,0.528894
1819421496,0.213385,0.138448,0.53834
1819430168,0.232706,0.151099,0.544207
1819441538,0.233053,0.13662,0.537733
1819450144,0.225401,0.147589,0.547293
1819461342,0.224432,0.141885,0.532054
1819470945,0.231556,0.145468,0.532359
1819482313,0.232867,0.13311,0.541201
1819490947,0.239213,0.138083,0.522721
1819502142,0.229683,0.143713,0.533997
1819510947,0.236266,0.151099,0.544398
1819522142,0.23359,0.129234,0.527714
1819531742,0.229857,0.136474,0.53076
1819542302,0.234914,0.127625,0.536326
1819551743,0.23715,0.129234,0.527905
1819562142,0.239019,0.127406,0.526343
1819572542,0.239019,0.127406,0.526343
1819582942,0.242042,0.134792,0.536553
1819594164,0.218991,0.132964,0.533656
1819602942,0.236791,0.132964,0.53461
1819614142,0.222188,0.13311,0.540629
1819623743,0.222188,0.13311,0.540629
1819634942,0.243915,0.136547,0.534915
1819643744,0.254227,0.13311,0.542346
1819654942,0.238308,0.142031,0.539599
1819663743,0.234005,0.127991,0.55328
1819674953,0.234005,0.127991,0.55328
1819684542,0.245783,0.134719,0.533353
1819694942,0.237924,0.124262,0.546766
1819704543,0.241682,0.138521,0.543258
1819714942,0.25103,0.132964,0.535373
1819725342,0.25103,0.132964,0.535373
1819735742,0.255131,0.129161,0.525468
1819746942,0.249876,0.12375,0.523602
1819755742,0.240541,0.140057,0.531256
1819766168,0.266416,0.135011,0.548062
1819775745,0.249149,0.124042,0.537166
1819787742,0.244088,0.129307,0.531678
1819796546,0.253444,0.130916,0.523639
1819807742,0.243741,0.143787,0.538151
1819816574,0.256827,0.134573,0.527143
1819827742,0.247301,0.143787,0.538342
1819837342,0.251035,0.136547,0.535296
1819848542,0.250426,0.127114,0.513352
1819857504,0.250248,0.13077,0.516666
1819867775,0.257541,0.12353,0.513811
1819877342,0.255867,0.136035,0.51175
1819888569,0.255867,0.136035,0.51175
1819899067,0.241065,0.121922,0.521468
1819908542,0.252738,0.149125,0.536817
1819919932,0.258154,0.136547,0.535678
1819928553,0.246143,0.130989,0.526648
1819949342,0.253639,0.141593,0.520017
1819960542,0.241864,0.138448,0.539867
1819969342,0.249348,0.138302,0.533467
1819980542,0.255305,0.121922,0.522231
1819990142,0.255305,0.121922,0.522231
1819990954,0.255305,0.121922,0.522231
1820000542,0.247661,0.140057,0.531637
1820010142,0.238676,0.145468,0.53274
1820020545,0.245792,0.141885,0.533199
1820030142,0.252734,0.145542,0.536894
1820041346,0.252734,0.145542,0.536894
1820051870,0.248976,0.131282,0.540403
1820061356,0.261896,0.136474,0.532478
1820072559,0.25985,0.141958,0.537353
1820081342,0.244638,0.132671,0.521428
1820091753,0.245598,0.131209,0.536821
1820102166,0.253482,0.163165,0.522945
1820112542,0.244824,0.136181,0.51796
1820122142,0.239805,0.133183,0.544974
1820133342,0.244105,0.14364,0.531369
1820142144,0.254776,0.136474,0.532096
1820153342,0.254776,0.136474,0.532096
1820162943,0.254962,0.139984,0.528628
1820173342,0.243923,0.143713,0.53476
1820182971,0.226487,0.143567,0.527024
1820193342,0.242591,0.138156,0.526303
1820203756,0.242591,0.138156,0.526303
1820214146,0.243318,0.137863,0.512739
1820225342,0.251339,0.130331,0.49632
1820234142,0.262602,0.118265,0.519299
1820245342,0.24279,0.152416,0.522604
1820254946,0.24279,0.152416,0.522604
1820266300,0.244634,0.129088,0.521505
1820274943,0.260011,0.123969,0.534347
1820286142,0.262276,0.150661,0.525388
1820294945,0.244084,0.125724,0.531755
1820306142,0.244084,0.125724,0.531755
1820315743,0.246502,0.12726,0.519943
1820326144,0.242042,0.134792,0.536553
1820335776,0.252709,0.124042,0.537357
1820346169,0.254966,0.143567,0.528551
