timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
1816633853,1583523256399816,404364963,-868936801,158223,124771,0.175,0.336189,0.543,0.922,0.55,0.99,105,16,0.084,0.004,-0.084,-0.049,3.7616,0,nan,0.0,4,1,20
1816802841,1583523256599816,404364962,-868936801,158145,124693,0.178,0.750421,0.539,0.918,0.55,0.99,105,16,0.221,0.2,-0.093,-0.084,4.11077,0,nan,0.0,4,1,20
1817000055,1583523256799816,404364965,-868936806,158096,124644,0.166,0.545707,0.535,0.917,0.55,0.99,105,16,0.327,0.27,-0.183,-0.084,5.14181,0,nan,0.0,4,1,20
1817200052,1583523256999817,404364968,-868936812,158063,124611,0.155,0.545715,0.531,0.914,0.55,0.99,105,15,0.056,0.003,-0.056,0.017,5.14181,0,nan,0.0,4,1,20
1817391357,1583523257199816,404364968,-868936819,157972,124520,0.153,0.545723,0.527,0.91,0.55,0.99,105,15,0.108,0.038,-0.101,0.037,5.14181,0,nan,0.0,4,1,20
1817598617,1583523257399816,404364970,-868936824,157923,124471,0.189,0.545732,0.524,0.907,0.55,0.99,105,15,0.07,0.052,-0.046,0.054,5.14181,0,nan,0.0,4,1,20
1817798022,1583523257599816,404364969,-868936828,157904,124451,0.207,0.545743,0.52,0.901,0.55,0.99,105,15,0.035,0.022,-0.028,-0.038,5.14181,0,nan,0.0,4,1,20
1818003239,1583523257799815,404364966,-868936831,157892,124440,0.185,0.545752,0.515,0.895,0.55,0.99,105,15,0.05,-0.036,-0.035,0.029,5.14181,0,nan,0.0,4,1,20
1818206010,1583523257999816,404364964,-868936836,157886,124434,0.191,0.545762,0.512,0.889,0.55,0.99,105,6,0.026,0.014,-0.022,-0.019,5.14181,0,nan,0.0,4,1,20
1818398605,1583523258199815,404364962,-868936841,157853,124401,0.178,0.545771,0.51,0.886,0.55,0.99,105,6,0.036,-0.031,0.018,0.011,5.14181,0,nan,0.0,4,1,20
1818597065,1583523258399815,404364961,-868936846,157825,124373,0.198,0.54578,0.508,0.883,0.55,0.99,105,6,0.023,-0.022,-0.003,0.009,5.14181,0,nan,0.0,4,1,20
1818797037,1583523258599815,404364962,-868936851,157802,124350,0.21,0.545791,0.506,0.881,0.54,0.99,105,6,0.02,-0.012,-0.016,0.018,5.14181,0,nan,0.0,4,1,21
1818994442,1583523258799815,404364963,-868936854,157769,124317,0.215,0.545802,0.504,0.879,0.54,0.99,105,6,0.039,-0.039,0.003,-0.038,5.14181,0,nan,0.0,4,1,21
1819199241,1583523258999816,404364963,-868936857,157743,124291,0.234,0.545814,0.503,0.876,0.54,0.99,105,5,0.024,-0.016,0.018,-0.059,5.14181,0,nan,0.0,4,1,21
1819400117,1583523259199815,404364966,-868936859,157679,124227,0.225,0.545825,0.5,0.875,0.54,0.99,105,5,0.036,0.028,0.022,-0.062,5.14181,0,nan,0.0,4,1,21
1819605014,1583523259399815,404364967,-868936862,157648,124196,0.24,0.545837,0.496,0.874,0.54,0.99,105,5,0.027,-0.02,-0.019,0.096,5.14181,0,nan,0.0,4,1,21
1819799175,1583523259599815,404364968,-868936864,157627,124175,0.191,0.545847,0.493,0.872,0.54,0.99,105,5,0.061,0.059,0.016,-0.043,5.14181,0,nan,0.0,4,1,21
1819993005,1583523259799815,404364971,-868936866,157597,124144,0.183,0.545856,0.489,0.87,0.54,0.99,105,5,0.063,0.061,0.017,-0.039,5.14181,0,nan,0.0,4,1,21
1820196942,1583523259999816,404364974,-868936867,157593,124141,0.184,0.545865,0.485,0.868,0.54,0.99,105,5,0.044,0.038,-0.022,-0.024,5.14181,0,nan,0.0,4,1,21
1820400995,1583523260199815,404364977,-868936869,157572,124120,0.223,0.545876,0.482,0.866,0.54,0.99,105,5,0.023,-0.01,-0.021,0.052,5.14181,0,nan,0.0,4,1,21
1820601771,1583523260399815,404364979,-868936869,157576,124124,0.232,0.545888,0.479,0.864,0.54,0.99,105,5,0.079,0.078,0.017,-0.135,5.14181,0,nan,0.0,4,1,21
1820800070,1583523260599815,404364981,-868936868,157580,124128,0.186,0.545897,0.478,0.863,0.54,0.99,105,5,0.079,0.015,0.077,-0.073,5.14181,0,nan,0.0,4,1,21
1821001004,1583523260799815,404364981,-868936866,157587,124134,0.211,0.545908,0.477,0.862,0.54,0.99,105,5,0.096,0.056,0.078,-0.148,5.14181,0,nan,0.0,4,1,21
1821201155,1583523260999816,404364981,-868936865,157623,124171,0.233,0.54592,0.475,0.859,0.54,0.99,105,4,0.007,0.007,-0.001,-0.036,5.14181,0,nan,0.0,4,1,21
1821403272,1583523261199815,404364980,-868936864,157621,124169,0.222,0.545931,0.473,0.856,0.54,0.99,105,4,0.035,0.02,0.029,-0.168,5.14181,0,nan,0.0,4,1,21
1821604129,1583523261399815,404364979,-868936863,157654,124202,0.231,0.545942,0.471,0.852,0.54,0.99,105,4,0.037,-0.021,0.031,0.229,5.14181,0,nan,0.0,4,1,21
1821804396,1583523261599814,404364978,-868936862,157639,124187,0.146,0.54595,0.468,0.848,0.54,0.99,105,4,0.048,-0.008,0.047,-0.019,5.14181,0,nan,0.0,4,1,21
1822001999,1583523261799814,404364977,-868936860,157619,124167,0.175,0.545959,0.465,0.843,0.54,0.99,105,4,0.122,-0.119,0.027,0.085,5.14181,0,nan,0.0,4,1,21
1822206045,1583523261999815,404364975,-868936857,157619,124167,0.137,0.545965,0.462,0.839,0.54,0.99,106,4,0.089,-0.087,0.02,0.003,5.14181,0,nan,0.0,4,1,21
1822400009,1583523262199814,404364972,-868936854,157593,124141,0.149,0.545975,0.456,0.834,0.54,0.99,106,4,0.181,-0.171,0.058,0.067,5.14181,0,nan,0.0,4,1,21
1822592997,1583523262399814,404364970,-868936850,157619,124166,0.18,0.545984,0.451,0.829,0.54,0.99,106,4,0.087,-0.064,0.058,0.059,5.14181,0,nan,0.0,4,1,21
1822802042,1583523262599814,404364970,-868936847,157651,124199,0.194,0.545994,0.446,0.824,0.54,0.99,106,4,0.055,-0.055,0.004,-0.101,5.14181,0,nan,0.0,4,1,21
1823002083,1583523262799814,404364972,-868936844,157734,124282,0.119,0.546,0.441,0.818,0.54,0.99,106,4,0.085,0.084,-0.012,0.017,5.14181,0,nan,0.0,4,1,21
1823204098,1583523262999815,404364977,-868936841,157875,124423,0.204,0.546011,0.436,0.813,0.54,0.99,106,21,0.049,-0.025,0.042,-0.218,5.14181,0,nan,0.0,4,1,21
1823400081,1583523263199814,404364977,-868936839,157925,124473,0.137,0.546018,0.433,0.81,0.54,0.99,106,21,0.062,0.05,-0.037,0.037,5.14181,0,nan,0.0,4,1,21
1823602076,1583523263399814,404364978,-868936837,157957,124505,0.182,0.546027,0.43,0.806,0.54,0.99,106,21,0.025,-0.008,-0.023,-0.013,5.14181,0,nan,0.0,4,1,21
1823802004,1583523263599814,404364978,-868936836,158010,124558,0.221,0.546038,0.427,0.803,0.54,0.99,106,21,0.06,0.027,-0.054,-0.11,5.14181,0,nan,0.0,4,1,21
1824004413,1583523263799814,404364979,-868936834,158054,124602,0.221,0.546049,0.424,0.801,0.54,0.99,106,21,0.027,-0.018,0.02,0.059,5.14181,0,nan,0.0,4,1,21
1824204926,1583523263999815,404364978,-868936834,158072,124619,0.247,0.546062,0.427,0.806,0.54,0.99,106,7,0.092,-0.072,-0.056,-0.006,5.14181,0,nan,0.0,4,1,21
1824394395,1583523264199814,404364977,-868936835,158086,124634,0.286,0.546076,0.436,0.812,0.54,0.99,106,7,0.034,0.033,-0.006,-0.019,5.14181,0,nan,0.0,4,1,21
1824595292,1583523264399814,404364977,-868936834,158098,124646,0.278,0.54609,0.444,0.819,0.54,0.99,106,7,0.116,0.064,0.096,0.021,5.14181,0,nan,0.0,4,1,21
1824796249,1583523264599814,404364977,-868936833,158102,124650,0.219,0.546101,0.451,0.826,0.54,0.99,106,7,0.088,-0.04,-0.079,0.073,5.14181,0,nan,0.0,4,1,21
1824997176,1583523264799814,404364975,-868936834,158106,124653,0.244,0.546113,0.458,0.834,0.54,0.99,106,7,0.078,-0.078,-0.006,-0.028,5.14181,0,nan,0.0,4,1,21
1825193999,1583523264999815,404364974,-868936834,158122,124670,0.294,0.546128,0.466,0.843,0.54,0.99,106,7,0.026,0.026,0.004,0.072,5.14181,0,nan,0.0,4,1,21
1825390681,1583523265199814,404364975,-868936832,158121,124669,0.301,0.546143,0.473,0.851,0.54,0.99,106,7,0.191,0.144,0.125,0.208,5.14181,0,nan,0.0,4,1,21
1825596031,1583523265399813,404364975,-868936832,158094,124642,0.307,0.546158,0.48,0.859,0.54,0.99,106,7,0.128,-0.059,-0.114,-0.039,5.14181,0,nan,0.0,4,1,21
1825796974,1583523265599813,404364974,-868936832,158113,124661,0.339,0.546175,0.487,0.867,0.54,0.99,106,7,0.058,0.016,0.056,0.152,5.14181,0,nan,0.0,4,1,21
1825998077,1583523265799813,404364972,-868936833,158129,124677,0.28,0.546189,0.493,0.875,0.54,0.99,106,7,0.104,-0.051,-0.09,-0.008,5.14181,0,nan,0.0,4,1,21
1826198583,1583523265999814,404364970,-868936835,158147,124695,0.329,0.546206,0.5,0.882,0.54,0.99,106,6,0.133,-0.08,-0.106,-0.074,5.14181,0,nan,0.0,4,1,21
1826400145,1583523266199813,404364970,-868936836,158166,124714,0.298,0.546221,0.508,0.889,0.54,0.99,106,6,0.094,0.091,0.025,0.155,5.14181,0,nan,0.0,4,1,21
1826597022,1583523266399813,404364969,-868936835,158150,124698,0.276,0.546235,0.514,0.892,0.54,0.99,106,6,0.087,-0.06,-0.064,-0.01,5.14181,0,nan,0.0,4,1,21
1826793927,1583523266599813,404364967,-868936836,158177,124725,0.325,0.546251,0.52,0.895,0.54,0.99,106,6,0.048,-0.023,-0.042,-0.051,5.14181,0,nan,0.0,4,1,21
1826994744,1583523266799813,404364965,-868936837,158190,124738,0.304,0.546266,0.525,0.898,0.54,0.99,106,6,0.096,0.06,-0.075,-0.086,5.14181,0,nan,0.0,4,1,21
1827195380,1583523266999814,404364965,-868936838,158225,124773,0.2,0.546276,0.531,0.902,0.54,0.99,106,2,0.019,0.001,-0.019,0.015,5.14181,0,nan,0.0,4,1,21
1827396996,1583523267199813,404364965,-868936838,158241,124789,0.306,0.546292,0.536,0.907,0.54,0.99,106,2,0.07,0.05,-0.049,-0.067,5.14181,0,nan,0.0,4,1,21
1827593789,1583523267399813,404364964,-868936838,158235,124783,0.235,0.546303,0.542,0.912,0.54,0.99,106,2,0.093,0.091,0.022,-0.087,5.14181,0,nan,0.0,4,1,21
1827796035,1583523267599813,404364962,-868936835,158222,124770,0.261,0.546316,0.547,0.917,0.54,0.99,106,2,0.168,-0.094,0.139,-0.003,5.14181,0,nan,0.0,4,1,21
1827996197,1583523267799813,404364957,-868936834,158252,124800,0.229,0.685442,0.552,0.922,0.54,0.99,106,2,0.396,-0.379,-0.116,-0.121,4.48032,0,nan,0.0,4,1,21
1828196997,1583523267999814,404364950,-868936833,158270,124818,0.26,0.72116,0.557,0.93,0.54,0.99,105,3,0.353,-0.312,0.165,-0.033,3.61397,0,nan,0.0,4,1,21
1828390067,1583523268199813,404364942,-868936828,158264,124812,0.297,0.492465,0.563,0.938,0.54,0.99,105,3,0.549,-0.489,0.25,0.081,2.97019,0,nan,0.0,4,1,21
1828595234,1583523268399813,404364934,-868936822,158253,124800,0.278,0.739228,0.569,0.945,0.54,0.99,105,3,0.352,-0.239,0.258,-0.081,2.77011,0,nan,0.0,4,1,21
1828791605,1583523268599813,404364929,-868936818,158289,124837,0.261,0.739242,0.575,0.953,0.54,0.99,105,3,0.297,-0.28,0.1,-0.202,2.77011,0,nan,0.0,4,1,21
1828994114,1583523268799813,404364924,-868936816,158311,124859,0.258,0.739251,0.581,0.961,0.54,0.99,105,3,0.177,-0.17,0.05,-0.093,2.77011,0,nan,0.0,4,1,21
1829200040,1583523268999814,404364921,-868936815,158323,124871,0.247,0.739261,0.586,0.968,0.54,0.99,105,24,0.086,0.028,0.081,-0.071,2.77011,0,nan,0.0,4,1,21
1829396005,1583523269199812,404364921,-868936810,158316,124863,0.25,0.73927,0.591,0.976,0.54,0.99,105,24,0.217,0.06,0.209,-0.103,2.77011,0,nan,0.0,4,1,21
1829596020,1583523269399812,404364922,-868936804,158281,124829,0.29,0.739281,0.597,0.983,0.54,0.99,105,24,0.283,0.064,0.275,0.062,2.77011,0,nan,0.0,4,1,21
1829793027,1583523269599812,404364922,-868936798,158306,124854,0.258,0.73929,0.602,0.99,0.55,1.05,105,24,0.189,0.005,0.189,-0.151,2.77011,0,nan,0.0,4,1,20
1829994484,1583523269799812,404364919,-868936793,158323,124871,0.299,0.784504,0.607,0.998,0.55,1.05,105,24,0.282,-0.182,0.216,-0.103,2.53522,0,nan,0.0,4,1,20
1830208070,1583523269999813,404364915,-868936787,158332,124879,0.349,0.6218,0.612,1.005,0.55,1.05,105,3,0.368,-0.227,0.29,0.067,2.35093,0,nan,0.0,4,1,20
1830392415,1583523270199812,404364911,-868936777,158365,124913,0.299,0.539721,0.618,1.011,0.55,1.05,105,3,0.472,-0.106,0.46,-0.25,2.03482,0,nan,0.0,4,1,20
1830594447,1583523270399812,404364909,-868936769,158452,125000,0.314,0.539737,0.625,1.013,0.55,1.05,105,3,0.255,-0.085,0.24,-0.062,2.03482,0,nan,0.0,4,1,20
1830792007,1583523270599812,404364906,-868936764,158447,124995,0.37,0.539756,0.632,1.018,0.55,1.05,105,3,0.182,-0.118,0.139,0.06,2.03482,0,nan,0.0,4,1,20
1830996076,1583523270799812,404364904,-868936762,158471,125019,0.289,0.539771,0.639,1.021,0.55,1.05,105,3,0.028,-0.028,0.002,0.003,2.03482,0,nan,0.0,4,1,20
1831196995,1583523270999813,404364904,-868936762,158506,125054,0.298,0.539786,0.645,1.025,0.55,1.05,105,2,0.104,0.103,-0.007,-0.02,2.03482,0,nan,0.0,4,1,20
1831398405,1583523271199812,404364905,-868936760,158546,125094,0.246,0.539798,0.651,1.027,0.55,1.05,105,2,0.172,0.136,0.105,-0.113,2.03482,0,nan,0.0,4,1,20
1831598024,1583523271399812,404364907,-868936758,158586,125133,0.292,0.539816,0.657,1.029,0.55,1.05,105,2,0.276,0.276,0.007,-0.204,2.03482,0,nan,0.0,4,1,20
1831796167,1583523271599812,404364910,-868936758,158617,125165,0.314,0.539832,0.662,1.03,0.55,1.05,105,2,0.208,0.194,-0.077,-0.16,2.03482,0,nan,0.0,4,1,20
1831992016,1583523271799812,404364912,-868936759,158634,125182,0.337,0.539849,0.667,1.033,0.55,1.05,105,2,0.145,0.14,-0.039,-0.245,2.03482,0,nan,0.0,4,1,20
1832189744,1583523271999813,404364914,-868936758,158680,125228,0.224,0.53986,0.669,1.031,0.55,1.05,105,2,0.211,0.194,0.083,-0.064,2.03482,0,nan,0.0,4,1,20
1832390857,1583523272199812,404364914,-868936757,158691,125239,0.22,0.539872,0.671,1.03,0.55,1.05,105,2,0.08,-0.071,-0.036,-0.01,2.03482,0,nan,0.0,4,1,20
1832597007,1583523272399812,404364910,-868936757,158714,125262,0.239,0.539884,0.674,1.031,0.54,0.99,105,2,0.153,-0.152,-0.021,0.035,2.03482,0,nan,0.0,4,1,21
1832794473,1583523272599812,404364906,-868936759,158701,125249,0.234,0.5399,0.677,1.034,0.54,0.99,105,2,0.303,-0.263,-0.151,-0.108,2.03482,0,nan,0.0,4,1,21
1832997898,1583523272799812,404364902,-868936762,158716,125264,0.248,0.539913,0.68,1.037,0.54,0.99,105,2,0.145,-0.09,-0.114,0.025,2.03482,0,nan,0.0,4,1,21
1833198906,1583523272999813,404364900,-868936763,158710,125258,0.333,0.539929,0.685,1.04,0.54,0.99,105,2,0.021,0.005,-0.021,-0.055,2.03482,0,nan,0.0,4,1,21
1833397005,1583523273199811,404364900,-868936764,158779,125327,0.306,0.539945,0.69,1.042,0.54,0.99,105,2,0.09,0.054,-0.072,0.008,2.03482,0,nan,0.0,4,1,21
1833590019,1583523273399811,404364901,-868936765,158827,125375,0.297,0.53996,0.694,1.043,0.54,0.99,105,2,0.051,0.048,0.016,-0.078,2.03482,0,nan,0.0,4,1,21
1833794444,1583523273599811,404364901,-868936765,158870,125417,0.255,0.539973,0.699,1.044,0.54,0.99,105,2,0.07,-0.039,-0.058,0.031,2.03482,0,nan,0.0,4,1,21
1833998546,1583523273799811,404364900,-868936766,158911,125459,0.316,0.539989,0.703,1.046,0.54,0.99,105,2,0.033,-0.004,0.033,0.007,2.03482,0,nan,0.0,4,1,21
1834196048,1583523273999812,404364900,-868936765,158957,125505,0.331,0.540006,0.707,1.047,0.54,0.99,105,3,0.099,0.074,-0.066,-0.133,2.03482,0,nan,0.0,4,1,21
1834401999,1583523274199811,404364901,-868936766,158993,125540,0.328,0.540023,0.71,1.048,0.54,0.99,105,3,0.094,0.076,-0.055,-0.133,2.03482,0,nan,0.0,4,1,21
1834594000,1583523274399811,404364901,-868936767,159017,125565,0.326,0.540039,0.715,1.049,0.54,0.99,105,3,0.068,-0.019,-0.065,-0.052,2.03482,0,nan,0.0,4,1,21
1834791362,1583523274599811,404364901,-868936768,159043,125591,0.248,0.540052,0.719,1.052,0.54,0.99,105,3,0.051,0.047,0.018,0.016,2.03482,0,nan,0.0,4,1,21
1834992062,1583523274799811,404364901,-868936766,159009,125557,0.265,0.540065,0.724,1.054,0.54,0.99,105,3,0.063,-0.003,0.063,-0.073,2.03482,0,nan,0.0,4,1,21
1835196998,1583523274999812,404364900,-868936765,159017,125565,0.258,0.540078,0.727,1.056,0.54,0.99,105,3,0.127,-0.127,0.001,0.027,2.03482,0,nan,0.0,4,1,21
1835393857,1583523275199811,404364900,-868936762,159037,125584,0.257,0.540095,0.731,1.059,0.54,0.99,105,3,0.328,0.227,0.236,-0.04,2.03482,0,nan,0.0,4,1,21
1835596086,1583523275399811,404364904,-868936760,159023,125570,0.251,0.540108,0.734,1.061,0.54,0.99,105,3,0.17,0.168,-0.028,-0.041,2.03482,0,nan,0.0,4,1,21
1835797005,1583523275599811,404364905,-868936760,159053,125601,0.277,0.540122,0.736,1.06,0.54,0.99,105,3,0.055,0.045,0.031,-0.094,2.03482,0,nan,0.0,4,1,21
1835997214,1583523275799811,404364906,-868936760,159068,125616,0.301,0.540137,0.737,1.059,0.54,0.99,105,3,0.143,0.073,0.123,0.168,2.03482,0,nan,0.0,4,1,21
1836201996,1583523275999812,404364905,-868936761,159083,125631,0.23,0.540149,0.737,1.056,0.55,1.01,105,3,0.158,-0.131,-0.088,-0.047,2.03482,0,nan,0.0,4,1,20
1836390118,1583523276199811,404364903,-868936764,159116,125664,0.293,0.540164,0.738,1.054,0.55,1.01,105,3,0.126,-0.016,-0.125,-0.047,2.03482,0,nan,0.0,4,1,20
1836597010,1583523276399811,404364902,-868936766,159145,125693,0.288,0.540178,0.739,1.052,0.55,1.01,105,3,0.029,-0.029,0.002,0.047,2.03482,0,nan,0.0,4,1,20
1836801823,1583523276599811,404364901,-868936767,159160,125708,0.226,0.54019,0.74,1.05,0.55,1.01,105,3,0.161,-0.128,-0.098,0.044,2.03482,0,nan,0.0,4,1,20
1836994118,1583523276799811,404364899,-868936769,159174,125722,0.266,0.540203,0.742,1.05,0.55,1.01,105,3,0.065,-0.011,-0.064,0.027,2.03482,0,nan,0.0,4,1,20
1837195529,1583523276999811,404364900,-868936770,159189,125737,0.247,0.540216,0.744,1.051,0.55,1.01,105,4,0.088,0.088,-0.006,-0.012,2.03482,0,nan,0.0,4,1,20
1837397004,1583523277199810,404364901,-868936772,159216,125764,0.331,0.540233,0.747,1.053,0.55,1.01,105,4,0.156,0.05,-0.148,-0.231,2.03482,0,nan,0.0,4,1,20
1837597997,1583523277399810,404364902,-868936774,159249,125797,0.293,0.540247,0.751,1.057,0.54,0.99,105,4,0.036,0.035,0.009,-0.037,2.03482,0,nan,0.0,4,1,21
1837804163,1583523277599810,404364902,-868936774,159273,125821,0.306,0.540263,0.755,1.062,0.54,0.99,105,4,0.048,-0.039,-0.028,-0.118,2.03482,0,nan,0.0,4,1,21
1838005013,1583523277799810,404364901,-868936774,159299,125847,0.258,0.540276,0.757,1.062,0.54,0.99,105,4,0.076,-0.074,0.018,0.008,2.03482,0,nan,0.0,4,1,21
1838204504,1583523277999811,404364900,-868936775,159292,125840,0.332,0.540293,0.756,1.062,0.55,1.01,89,3,0.106,-0.022,-0.103,-0.156,2.03482,0,nan,0.0,4,1,20
1838405007,1583523278199810,404364898,-868936775,159307,125855,0.311,0.540309,0.752,1.058,0.55,1.01,89,3,0.01,-0.01,-0.004,-0.052,2.03482,0,nan,0.0,4,1,20
1838602441,1583523278399810,404364898,-868936775,159317,125864,0.241,0.540321,0.746,1.054,0.55,1.01,89,3,0.094,-0.075,0.057,-0.041,2.03482,0,nan,0.0,4,1,20
1838803994,1583523278599810,404364896,-868936776,159351,125899,0.308,0.540337,0.741,1.051,0.55,1.01,89,3,0.032,-0.022,-0.022,-0.154,2.03482,0,nan,0.0,4,1,20
1838996299,1583523278799810,404364896,-868936780,159413,125960,0.186,0.540346,0.736,1.045,0.55,1.01,89,3,0.08,-0.074,-0.03,0.001,2.03482,0,nan,0.0,4,1,20
1839206115,1583523278999811,404364897,-868936781,159451,125999,0.257,0.540359,0.728,1.041,0.55,1.01,89,3,0.136,-0.027,0.133,0.052,2.03482,0,nan,0.0,4,1,20
1839406647,1583523279199810,404364894,-868936780,159378,125926,0.262,0.540372,0.72,1.036,0.55,1.01,89,3,0.154,0.067,0.139,0.112,2.03482,0,nan,0.0,4,1,20
1839607523,1583523279399810,404364894,-868936780,159399,125947,0.278,0.540387,0.713,1.035,0.55,1.01,89,3,0.068,-0.021,0.065,0.042,2.03482,0,nan,0.0,4,1,20
1839806001,1583523279599810,404364893,-868936781,159385,125933,0.188,0.540398,0.711,1.033,0.55,1.01,89,3,0.22,-0.21,-0.063,-0.01,2.03482,0,nan,0.0,4,1,20
1840006484,1583523279799810,404364888,-868936782,159345,125893,0.289,0.540412,0.71,1.032,0.54,0.99,89,3,0.107,-0.078,0.073,0.129,2.03482,0,nan,0.0,4,1,21
1840206020,1583523279999811,404364887,-868936780,159282,125830,0.332,0.540429,0.712,1.035,0.54,0.99,89,2,0.108,-0.009,0.107,0.15,2.03482,0,nan,0.0,4,1,21
1840400020,1583523280199810,404364887,-868936778,159269,125817,0.315,0.540445,0.716,1.038,0.54,0.99,89,2,0.022,0.0,0.022,-0.215,2.03482,0,nan,0.0,4,1,21
1840601023,1583523280399810,404364887,-868936779,159277,125824,0.333,0.540462,0.72,1.042,0.54,0.99,89,2,0.141,-0.024,-0.139,-0.197,2.03482,0,nan,0.0,4,1,21
1840806091,1583523280599810,404364887,-868936777,159297,125845,0.271,0.540477,0.724,1.046,0.54,0.99,89,2,0.296,0.082,0.285,-0.056,2.03482,0,nan,0.0,4,1,21
1841004203,1583523280799809,404364888,-868936772,159339,125887,0.216,0.540491,0.727,1.049,0.54,0.99,89,2,0.263,0.254,0.069,-0.003,2.03482,0,nan,0.0,4,1,21
1841205096,1583523280999810,404364890,-868936769,159339,125887,0.217,0.540502,0.729,1.051,0.54,0.99,95,3,0.208,0.201,0.055,0.07,2.03482,0,nan,0.0,4,1,21
1841404997,1583523281199809,404364889,-868936769,159383,125931,0.285,0.540516,0.727,1.048,0.54,0.99,95,3,0.122,-0.022,-0.12,-0.05,2.03482,0,nan,0.0,4,1,21
1841594434,1583523281399809,404364887,-868936770,159450,125998,0.277,0.54053,0.723,1.042,0.54,0.99,95,3,0.109,-0.062,-0.089,-0.162,2.03482,0,nan,0.0,4,1,21
1841798810,1583523281599809,404364885,-868936771,159489,126036,0.272,0.540544,0.72,1.039,0.54,0.99,95,3,0.069,-0.034,-0.06,-0.066,2.03482,0,nan,0.0,4,1,21
1842000046,1583523281799809,404364883,-868936771,159519,126067,0.275,0.540558,0.717,1.036,0.54,0.99,95,3,0.012,-0.009,-0.008,-0.095,2.03482,0,nan,0.0,4,1,21
1842217280,1583523281999810,404364882,-868936770,159535,126083,0.228,0.54057,0.718,1.036,0.54,0.99,95,4,0.093,-0.091,0.018,0.028,2.03482,0,nan,0.0,4,1,21
1842398758,1583523282199809,404364880,-868936770,159524,126071,0.289,0.540584,0.719,1.036,0.54,0.99,95,4,0.068,-0.042,-0.054,-0.156,2.03482,0,nan,0.0,4,1,21
1842598094,1583523282399809,404364880,-868936770,159525,126073,0.277,0.540598,0.72,1.037,0.54,0.99,95,4,0.086,0.066,0.055,0.129,2.03482,0,nan,0.0,4,1,21
1842801144,1583523282599809,404364879,-868936769,159542,126090,0.296,0.540613,0.722,1.038,0.54,0.99,95,4,0.048,-0.016,-0.045,-0.159,2.03482,0,nan,0.0,4,1,21
1843002000,1583523282799809,404364878,-868936769,159556,126104,0.257,0.540627,0.723,1.038,0.54,0.99,95,4,0.034,0.034,0.002,-0.036,2.03482,0,nan,0.0,4,1,21
1843205798,1583523282999810,404364876,-868936768,159563,126110,0.231,0.540638,0.724,1.039,0.54,0.99,95,3,0.074,0.062,0.041,0.03,2.03482,0,nan,0.0,4,1,21
1843403302,1583523283199809,404364873,-868936766,159582,126130,0.288,0.540653,0.725,1.039,0.54,0.99,95,3,0.03,0.025,-0.017,-0.078,2.03482,0,nan,0.0,4,1,21
1843604330,1583523283399809,404364870,-868936767,159604,126152,0.246,0.540665,0.727,1.042,0.54,0.99,95,3,0.123,-0.089,-0.084,-0.009,2.03482,0,nan,0.0,4,1,21
1843801024,1583523283599809,404364868,-868936767,159611,126159,0.319,0.540681,0.73,1.045,0.54,0.99,95,3,0.069,0.023,0.065,0.061,2.03482,0,nan,0.0,4,1,21
1844003338,1583523283799809,404364867,-868936766,159616,126164,0.293,0.540696,0.734,1.048,0.54,0.99,95,3,0.014,-0.013,0.004,0.074,2.03482,0,nan,0.0,4,1,21
1844200049,1583523283999810,404364865,-868936766,159603,126151,0.34,0.540714,0.737,1.051,0.54,0.99,95,3,0.084,-0.013,-0.083,-0.082,2.03482,0,nan,0.0,4,1,21
1844408992,1583523284199809,404364863,-868936766,159606,126154,0.264,0.540727,0.741,1.055,0.54,0.99,95,3,0.059,0.004,0.058,-0.049,2.03482,0,nan,0.0,4,1,21
1844606566,1583523284399809,404364861,-868936764,159612,126160,0.315,0.540743,0.744,1.058,0.54,0.99,95,3,0.118,0.068,0.097,0.122,2.03482,0,nan,0.0,4,1,21
1844805899,1583523284599808,404364858,-868936762,159553,126101,0.324,0.54076,0.745,1.059,0.54,0.99,95,3,0.073,-0.018,-0.071,-0.051,2.03482,0,nan,0.0,4,1,21
1845007369,1583523284799808,404364854,-868936760,159528,126076,0.263,0.540773,0.746,1.059,0.54,0.99,95,3,0.111,0.028,0.108,-0.026,2.03482,0,nan,0.0,4,1,21
1845208460,1583523284999809,404364851,-868936758,159508,126055,0.268,0.540786,0.747,1.059,0.54,0.99,95,3,0.027,-0.027,-0.001,0.104,2.03482,0,nan,0.0,4,1,21
1845405172,1583523285199808,404364847,-868936759,159483,126031,0.315,0.540802,0.747,1.058,0.54,0.99,95,3,0.167,0.047,-0.16,-0.134,2.03482,0,nan,0.0,4,1,21
1845606790,1583523285399808,404364845,-868936759,159491,126038,0.289,0.540817,0.747,1.056,0.54,0.99,95,3,0.085,0.023,0.082,0.01,2.03482,0,nan,0.0,4,1,21
1845803629,1583523285599808,404364843,-868936758,159495,126042,0.31,0.540833,0.748,1.054,0.54,0.99,95,3,0.066,0.02,-0.063,-0.052,2.03482,0,nan,0.0,4,1,21
