timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,arspd_check_level,load_factor_ratio,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,aspd_check_failing,aspd_fault_declared,aspd_use_inhibit,aspd_fail_rtl
1839599663,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840600177,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841601169,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842610451,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843615352,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844618024,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845622492,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846625193,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847629713,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848639380,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849645876,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850651372,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851661914,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852663174,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853673036,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854681237,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855685699,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856691210,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857699582,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858709923,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859713148,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860722109,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861724837,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862725727,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863730596,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864736316,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865737061,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866737612,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867738703,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868740983,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869749713,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870755349,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871766028,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872773719,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873783316,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874790863,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875801323,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876809179,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877819312,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878824500,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879830010,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880831326,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881832500,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882837004,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883838072,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884838845,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885849031,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886857679,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887859307,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890875407,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891882084,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892887306,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893894603,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894899307,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895905038,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896917069,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897918095,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898927342,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899932184,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900935249,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901946090,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902949027,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903956381,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904961237,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905961803,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906964179,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907964960,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908973927,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909983385,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910992909,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911993743,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912997967,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914002868,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915005661,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916010463,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917012042,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918020376,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919024961,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920027229,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921034800,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922040966,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923049233,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924055514,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925055552,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926062810,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927073798,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928080488,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929084337,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930086076,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931090035,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932095325,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933104401,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934108081,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935112233,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936118027,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937125215,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938133130,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939142028,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940148511,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941157293,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942164401,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943168273,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944169024,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945170491,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946179452,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947180512,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948189767,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949194122,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950200227,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951207720,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952209732,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953212362,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954221186,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955221226,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956227438,3080255,2162719,3080255,0.0,0.0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957210530,3080255,2162719,3080255,0.0,0.0,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957232440,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957278874,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958290717,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959294866,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960299309,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961306035,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962306078,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963310834,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964320296,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965329634,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966341720,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967351258,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968361812,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969365681,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970375370,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971380240,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971830745,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1972839637,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1973780261,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974785716,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975797750,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976808435,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977618768,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1978620385,3080255,2162719,3014719,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1979625764,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980628040,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981638040,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982646086,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983648997,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984659357,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985665973,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986673155,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987161109,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988173860,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989181769,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990185043,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991193262,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992194595,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993203364,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994211505,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995221955,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996225650,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997235411,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998244246,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999249681,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000258075,3080255,2162719,3080255,0.0,0.0,3,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
