timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
1963704838,0.0081447,-0.328625,0.075193,0.67004,0.0,0.0
1963728805,-0.00742821,-0.32443,0.0809464,0.676294,0.0,0.0
1963753117,-0.00922257,-0.337105,0.0817965,0.675551,0.0,0.0
1963776368,0.00820906,-0.324163,0.0741349,0.685695,0.0,0.0
1963797612,0.0270751,-0.341742,0.0678474,0.680646,0.0,0.0
1963816443,0.0475221,-0.31473,0.0583589,0.708749,0.0,0.0
1963837131,0.0570144,-0.313567,0.0546599,0.708749,0.0,0.0
1963862019,0.052668,-0.334678,0.0582313,0.686865,0.0,0.0
1963885570,0.0395215,-0.328123,0.0638542,0.691071,0.0,0.0
1963904756,0.0400835,-0.316934,0.0634523,0.697502,0.0,0.0
1963925738,0.0452976,-0.341441,0.0629678,0.68767,0.0,0.0
1963949606,0.0533572,-0.330041,0.0599207,0.694408,0.0,0.0
1963973295,0.0440911,-0.338057,0.0654784,0.692095,0.0,0.0
1963997315,0.0354485,-0.318199,0.0689506,0.701998,0.0,0.0
1964016418,0.0279972,-0.326667,0.0735623,0.698451,0.0,0.0
1964037560,0.0259511,-0.308138,0.0736266,0.706903,0.0,0.0
1964057583,0.0240825,-0.317642,0.0758436,0.703305,0.0,0.0
1964081218,0.0177342,-0.328146,0.0792818,0.697149,0.0,0.0
1964101827,0.0142222,-0.322855,0.080127,0.697149,0.0,0.0
1964121649,0.0082327,-0.294045,0.0794849,0.706668,0.0,0.0
1964142006,-0.000818304,-0.298882,0.0825697,0.700817,0.0,0.0
1964166504,-0.0270619,-0.279685,0.0782745,0.706529,0.0,0.0
1964190050,-0.0492263,-0.286697,0.0815727,0.70203,0.0,0.0
1964210341,-0.0814657,-0.277978,0.0843103,0.706135,0.0,0.0
1964230835,-0.114148,-0.27477,0.0878762,0.708351,0.0,0.0
1964250583,-0.151005,-0.293468,0.0942096,0.70213,0.0,0.0
1964272185,-0.177133,-0.298911,0.0981721,0.70213,0.0,0.0
1964295258,-0.205845,-0.300874,0.101128,0.705336,0.0,0.0
1964318777,-0.218077,-0.293747,0.100161,0.711158,0.0,0.0
1964337931,-0.217182,-0.288818,0.0977471,0.715118,0.0,0.0
1964358916,-0.191243,-0.294698,0.0934248,0.714398,0.0,0.0
1964378765,-0.157196,-0.291336,0.087876,0.715609,0.0,0.0
1964402852,-0.115972,-0.295037,0.0829825,0.713926,0.0,0.0
1964424929,-0.072589,-0.303139,0.07803,0.709442,0.0,0.0
1964443672,-0.0289811,-0.299646,0.0725785,0.709412,0.0,0.0
1964465038,0.00837958,-0.299178,0.0644234,0.709412,0.0,0.0
1964489101,0.039713,-0.290229,0.052291,0.710886,0.0,0.0
1964513102,0.0627031,-0.270094,0.0441909,0.71764,0.0,0.0
1964537071,0.100457,-0.267307,0.0309142,0.715122,0.0,0.0
1964560504,0.137052,-0.246236,0.0176435,0.721433,0.0,0.0
1964581567,0.172497,-0.240619,0.00577147,0.719174,0.0,0.0
1964600356,0.213117,-0.218827,-0.00788108,0.724836,0.0,0.0
1964621258,0.26169,-0.234401,-0.024367,0.712182,0.0,0.0
1964645247,0.329345,-0.227657,-0.0469661,0.708256,0.0,0.0
1964664480,0.387965,-0.2228,-0.0654954,0.704478,0.0,0.0
1964685627,0.414897,-0.222259,-0.0673538,0.70068,0.0,0.0
1964704465,0.434015,-0.199882,-0.0672421,0.708787,0.0,0.0
1964728440,0.441021,-0.222141,-0.0704193,0.696869,0.0,0.0
1964749318,0.440379,-0.223896,-0.0704328,0.696869,0.0,0.0
1964768400,0.436937,-0.225856,-0.0710265,0.69356,0.0,0.0
1964790819,0.42885,-0.226316,-0.0711982,0.691361,0.0,0.0
1964814742,0.414131,-0.235851,-0.0721058,0.685139,0.0,0.0
1964838668,0.383348,-0.227081,-0.0595637,0.687332,0.0,0.0
1964862744,0.360415,-0.227095,-0.0505817,0.687695,0.0,0.0
1964886400,0.326641,-0.23978,-0.0379906,0.685683,0.0,0.0
1964905120,0.276001,-0.239633,-0.0181049,0.691748,0.0,0.0
1964926048,0.221127,-0.268867,0.00267309,0.683398,0.0,0.0
1964950118,0.187264,-0.27696,0.0160125,0.684806,0.0,0.0
1964974023,0.18202,-0.285124,0.0191042,0.684928,0.0,0.0
1964993597,0.189317,-0.277247,0.0175903,0.692761,0.0,0.0
1965015547,0.183016,-0.281656,0.0199874,0.692761,0.0,0.0
1965034050,0.17875,-0.297728,0.023612,0.686501,0.0,0.0
1965057973,0.167759,-0.266979,0.0278715,0.701471,0.0,0.0
1965079420,0.159989,-0.278074,0.0319766,0.693391,0.0,0.0
1965098082,0.144985,-0.277351,0.0383155,0.690653,0.0,0.0
1965119199,0.131741,-0.269697,0.0436818,0.691377,0.0,0.0
1965139323,0.124173,-0.287554,0.0479093,0.680115,0.0,0.0
1965163178,0.114962,-0.253208,0.0501078,0.694589,0.0,0.0
1965184004,0.0971896,-0.251012,0.0562792,0.694589,0.0,0.0
1965202826,0.0872851,-0.255425,0.0606457,0.690199,0.0,0.0
1965224042,0.073243,-0.24071,0.0651226,0.69675,0.0,0.0
1965243544,0.0647386,-0.242737,0.0686251,0.69537,0.0,0.0
1965267409,0.0461014,-0.263012,0.0775442,0.684893,0.0,0.0
1965289089,0.0289227,-0.242741,0.0827469,0.694743,0.0,0.0
1965307539,0.0106775,-0.248744,0.0902993,0.692247,0.0,0.0
1965328412,0.00256259,-0.250136,0.0933467,0.692247,0.0,0.0
1965352491,0.00304588,-0.234606,0.091244,0.699624,0.0,0.0
1965373657,0.0126885,-0.241835,0.0883036,0.697273,0.0,0.0
1965397706,0.0177094,-0.216005,0.0839014,0.722007,0.0,0.0
1965421822,0.0213452,-0.232791,0.0844777,0.702566,0.0,0.0
1965440464,0.024405,-0.247885,0.0848116,0.695179,0.0,0.0
1965462458,0.0267774,-0.241076,0.0832962,0.69857,0.0,0.0
1965485214,0.0452075,-0.230194,0.0761691,0.703477,0.0,0.0
1965504817,0.0708573,-0.228051,0.0671784,0.705831,0.0,0.0
1965525812,0.0908996,-0.224772,0.0604744,0.708152,0.0,0.0
1965544893,0.100959,-0.219498,0.0575011,0.709635,0.0,0.0
1965568893,0.0997445,-0.215834,0.0579925,0.709658,0.0,0.0
1965590036,0.101044,-0.213564,0.057204,0.709658,0.0,0.0
