timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1816973342,32767,32767,32767,32767,-68,-64,32767
1816977466,2,32767,32767,32767,32767,32767,32767
1816981342,32767,32767,32767,32767,32767,-39,32767
1816985342,32767,32767,32767,32767,32767,32767,32767
1816989342,-9,32767,32767,32767,32767,32767,32767
1816993349,32767,32767,32767,32767,-65,-64,32767
1816997464,32767,32767,32767,32767,32767,32767,32767
1817001342,-20,32767,32767,32767,-45,-39,32767
1817005342,32767,32767,32767,32767,32767,32767,32767
1817009342,32767,32767,-93,32767,32767,32767,32767
1817013342,-29,32767,32767,32767,-62,-64,32767
1817017358,32767,32767,32767,32767,32767,32767,32767
1817021342,-1,32767,32767,32767,32767,32767,32767
1817025379,32767,32767,32767,32767,32767,-72,32767
1817029342,32767,32767,32767,32767,32767,32767,32767
1817033342,-12,32767,32767,32767,-60,-40,32767
1817037342,32767,32767,32767,32767,32767,32767,32767
1817041345,32767,32767,32767,32767,-38,32767,32767
1817045342,-22,32767,32767,32767,32767,-72,32767
1817049381,32767,32767,32767,32767,32767,32767,32767
1817053342,32767,32767,32767,32767,-58,-40,32767
1817057342,-33,32767,32767,32767,32767,32767,32767
1817061463,32767,32767,32767,32767,32767,32767,32767
1817065353,-4,32767,32767,32767,32767,-72,32767
1817069342,32767,32767,32767,32767,32767,32767,32767
1817073342,32767,32767,32767,32767,-57,-40,32767
1817077342,-16,32767,32767,32767,32767,32767,32767
1817081372,32767,32767,32767,32767,32767,32767,32767
1817085345,32767,32767,32767,32767,-76,-64,32767
1817089342,-21,32767,32767,32767,32767,32767,32767
1817093342,32767,32767,32767,32767,-54,-40,32767
1817097342,32767,32767,32767,32767,32767,32767,32767
1817101464,-31,32767,32767,32767,32767,32767,32767
1817105342,32767,32767,32767,32767,32767,-64,32767
1817109342,-1,32767,32767,32767,32767,32767,32767
1817113342,32767,32767,32767,32767,-53,-40,32767
1817117459,32767,32767,32767,32767,32767,32767,32767
1817121342,-13,32767,32767,32767,32767,32767,32767
1817125347,32767,32767,32767,32767,-73,-64,32767
1817130306,32767,32767,32767,32767,32767,32767,32767
1817134142,-29,32767,32767,32767,-60,-38,32767
1817138142,32767,32767,32767,32767,32767,32767,32767
1817142149,-1,32767,32767,32767,32767,32767,32767
1817146146,32767,32767,32767,32767,32767,-64,32767
1817150146,32767,32767,32767,32767,32767,32767,32767
1817154144,-6,32767,32767,32767,-57,-40,32767
1817158287,32767,32767,32767,32767,32767,32767,32767
1817162166,32767,32767,32767,32767,-37,32767,32767
1817166142,-17,32767,32767,32767,32767,-64,32767
1817170142,32767,32767,32767,32767,32767,32767,32767
1817174171,32767,32767,32767,32767,-56,-40,32767
1817178142,-28,32767,32767,32767,32767,32767,32767
1817182154,32767,32767,32767,32767,32767,32767,32767
1817186151,-1,32767,32767,32767,32767,32767,32767
1817190142,32767,32767,32767,32767,32767,32767,32767
1817194142,32767,32767,32767,32767,-54,32767,32767
1817198142,-12,32767,32767,32767,32767,-72,32767
1817202142,32767,32767,32767,32767,32767,32767,32767
1817206142,32767,32767,32767,32767,-73,-40,32767
1817210145,-21,32767,-101,32767,32767,32767,32767
1817214272,32767,32767,32767,32767,-53,32767,32767
1817218144,32767,32767,32767,32767,32767,-72,32767
1817222142,-29,32767,32767,32767,32767,32767,32767
1817226277,32767,32767,32767,32767,32767,-41,32767
1817230942,-6,32767,32767,32767,32767,32767,32767
1817234942,32767,32767,32767,32767,-57,32767,32767
1817238942,32767,32767,32767,32767,32767,-72,32767
1817242946,-17,32767,32767,32767,-36,32767,32767
1817246969,32767,32767,32767,32767,32767,-47,32767
1817250942,32767,32767,32767,32767,32767,32767,32767
1817254942,-29,32767,32767,32767,-54,32767,32767
1817258942,32767,32767,32767,32767,32767,-72,32767
1817262970,3,32767,32767,32767,32767,32767,32767
1817266942,32767,32767,32767,32767,32767,-48,32767
1817270942,32767,32767,32767,32767,32767,32767,32767
1817274942,-8,32767,32767,32767,-53,32767,32767
1817278942,32767,32767,32767,32767,32767,-72,32767
1817282942,32767,32767,32767,32767,32767,32767,32767
1817286942,-14,32767,32767,32767,-73,-48,32767
