timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
1870010338,-7.19567,-7.10474,6.81332,1.0
1870021306,-7.18895,-7.09819,6.81475,1.0
1870032168,-7.1841,-7.09346,6.81904,1.0
1870042919,-7.18092,-7.09003,6.81332,1.0
1870054068,-7.1785,-7.08771,6.81618,1.0
1870064964,-7.1768,-7.086,6.81332,1.0
1870075720,-7.17501,-7.08425,6.81189,1.0
1870086915,-7.1724,-7.0817,6.81189,1.0
1870097661,-7.16982,-7.07923,6.81761,1.0
1870108459,-7.16826,-7.07704,6.76564,1.0
1870119278,-7.16713,-7.07518,6.71276,1.0
1870130536,-7.16535,-7.0735,6.72134,1.0
1870141278,-7.16266,-7.07077,6.71562,1.0
1870152187,-7.15919,-7.06734,6.71562,1.0
1870163184,-7.15507,-7.06352,6.71848,1.0
1870174123,-7.15116,-7.05935,6.71562,1.0
1870185235,-7.14832,-7.05654,6.71562,1.0
1870196197,-7.14568,-7.05543,6.81189,1.0
1870207320,-7.14252,-7.0522,6.80618,1.0
1870218143,-7.13921,-7.04964,6.86478,1.0
1870228995,-7.13616,-7.04661,6.86335,1.0
1870239954,-7.13414,-7.04398,6.81047,1.0
1870251278,-7.13338,-7.04321,6.81761,1.0
1870262032,-7.13246,-7.04245,6.82619,1.0
1870272968,-7.13051,-7.04032,6.81047,1.0
1870283972,-7.12785,-7.0376,6.81332,1.0
1870295207,-7.1246,-7.03478,6.8219,1.0
1870306022,-7.1207,-7.03072,6.81332,1.0
1870316964,-7.11632,-7.02623,6.81475,1.0
1870327709,-7.1116,-7.02156,6.81332,1.0
1870338538,-7.1081,-7.01842,6.82762,1.0
1870349633,-7.10739,-7.01821,6.86764,1.0
1870360490,-7.1094,-7.01972,6.82619,1.0
1870371311,-7.11527,-7.02528,6.81618,1.0
1870382326,-7.1261,-7.0359,6.81332,1.0
1870393280,-7.14071,-7.05029,6.81047,1.0
1870404135,-7.15695,-7.0666,6.82333,1.0
1870415238,-7.17354,-7.08299,6.81904,1.0
1870426340,-7.18958,-7.09865,6.81047,1.0
1870437217,-7.20363,-7.11235,6.81618,1.0
1870448186,-7.21521,-7.12442,6.86621,1.0
1870458917,-7.22493,-7.13418,6.86764,1.0
1870470450,-7.23314,-7.14229,6.86764,1.0
1870481319,-7.23992,-7.14908,6.87049,1.0
1870492518,-7.24534,-7.15442,6.86621,1.0
1870503692,-7.24956,-7.15855,6.86906,1.0
1870514595,-7.25247,-7.16165,6.88622,1.0
1870525616,-7.25378,-7.16304,6.88622,1.0
1870536832,-7.2534,-7.16172,6.81761,1.0
1870547666,-7.25149,-7.15979,6.81475,1.0
1870558520,-7.24822,-7.15657,6.81475,1.0
1870569272,-7.24316,-7.15115,6.77279,1.0
1870580144,-7.2359,-7.14327,6.71705,1.0
1870590921,-7.2273,-7.13487,6.71848,1.0
1870602090,-7.21813,-7.12577,6.71848,1.0
1870612994,-7.20847,-7.11613,6.71848,1.0
1870624080,-7.19925,-7.10707,6.71562,1.0
1870635132,-7.19214,-7.10008,6.71848,1.0
1870646013,-7.18692,-7.09482,6.71848,1.0
1870657006,-7.18267,-7.09196,6.80904,1.0
1870668077,-7.18028,-7.08958,6.81047,1.0
1870679196,-7.17976,-7.08982,6.87049,1.0
1870690106,-7.1801,-7.08953,6.82047,1.0
1870700901,-7.18176,-7.09107,6.81332,1.0
1870711974,-7.18446,-7.09358,6.81761,1.0
1870723232,-7.18727,-7.09641,6.81618,1.0
1870734454,-7.19016,-7.09925,6.81475,1.0
1870745313,-7.1932,-7.10221,6.81189,1.0
1870756122,-7.19639,-7.10539,6.81475,1.0
1870766859,-7.1989,-7.1078,6.81189,1.0
1870777770,-7.20002,-7.10901,6.81189,1.0
1870788500,-7.20062,-7.10964,6.82047,1.0
1870799421,-7.20242,-7.11204,6.86906,1.0
1870810419,-7.20647,-7.11613,6.87335,1.0
1870821618,-7.21333,-7.12217,6.81618,1.0
1870832492,-7.22331,-7.13247,6.86764,1.0
1870843238,-7.23521,-7.14399,6.82476,1.0
1870854067,-7.24768,-7.1561,6.81189,1.0
1870865236,-7.26057,-7.16881,6.81047,1.0
1870876734,-7.27394,-7.18201,6.81047,1.0
1870887666,-7.28768,-7.19558,6.81047,1.0
1870898539,-7.30169,-7.20926,6.80904,1.0
1870909742,-7.31524,-7.22337,6.86906,1.0
1870920493,-7.32679,-7.23501,6.88764,1.0
1870931301,-7.33556,-7.24349,6.87335,1.0
1870942362,-7.34179,-7.24912,6.81332,1.0
1870953302,-7.34636,-7.25366,6.81618,1.0
1870964290,-7.35075,-7.25802,6.82047,1.0
1870975173,-7.35567,-7.26275,6.81618,1.0
1870986015,-7.36032,-7.26709,6.81332,1.0
1870997016,-7.36324,-7.26998,6.81332,1.0
1871008012,-7.36385,-7.27057,6.81332,1.0
1871019168,-7.36236,-7.26932,6.81332,1.0
1871030025,-7.35917,-7.2655,6.77279,1.0
1871041005,-7.35439,-7.2603,6.73563,1.0
1871052044,-7.34779,-7.25365,6.71991,1.0
1871063192,-7.33962,-7.2455,6.71276,1.0
1871074426,-7.33042,-7.23655,6.71276,1.0
1871085242,-7.32112,-7.22727,6.71848,1.0
1871096237,-7.31333,-7.21954,6.71276,1.0
1871107184,-7.30765,-7.21426,6.72419,1.0
1871118065,-7.30381,-7.21037,6.71705,1.0
1871129605,-7.30163,-7.20937,6.81761,1.0
1871140453,-7.30036,-7.20888,6.87335,1.0
1871151327,-7.29932,-7.20718,6.81332,1.0
1871162332,-7.2992,-7.20706,6.81332,1.0
1871173262,-7.30053,-7.20835,6.81618,1.0
1871184119,-7.3031,-7.21075,6.81761,1.0
1871194905,-7.3059,-7.21336,6.81618,1.0
1871205766,-7.30721,-7.21524,6.82905,1.0
1871216801,-7.30629,-7.21385,6.81047,1.0
1871227617,-7.30363,-7.21133,6.81332,1.0
1871238567,-7.29955,-7.2073,6.81332,1.0
1871249313,-7.29418,-7.20214,6.81332,1.0
1871260268,-7.28787,-7.19654,6.86764,1.0
1871271258,-7.28106,-7.18976,6.87478,1.0
1871282151,-7.2739,-7.18266,6.87192,1.0
1871293013,-7.2663,-7.17426,6.81332,1.0
1871303986,-7.25888,-7.16693,6.81332,1.0
1871314865,-7.25306,-7.16135,6.81761,1.0
1871325689,-7.2495,-7.15789,6.81047,1.0
1871336906,-7.2481,-7.15652,6.81189,1.0
1871348061,-7.24866,-7.15702,6.81332,1.0
1871359158,-7.25093,-7.15928,6.81475,1.0
1871370109,-7.25405,-7.16279,6.87049,1.0
1871380925,-7.25676,-7.16553,6.86192,1.0
1871392027,-7.25919,-7.16756,6.81332,1.0
1871403268,-7.26253,-7.17087,6.81475,1.0
1871414369,-7.26638,-7.17455,6.81332,1.0
1871425258,-7.26992,-7.17787,6.81047,1.0
1871436170,-7.27483,-7.18273,6.81189,1.0
1871446908,-7.28254,-7.19029,6.81047,1.0
1871458416,-7.29195,-7.19946,6.80904,1.0
1871469566,-7.30195,-7.20975,6.8219,1.0
1871480429,-7.31223,-7.21981,6.81475,1.0
1871491403,-7.32214,-7.22894,6.76993,1.0
1871502387,-7.32977,-7.23656,6.77136,1.0
1871513320,-7.33312,-7.23998,6.77136,1.0
1871524862,-7.33255,-7.23947,6.77565,1.0
1871535719,-7.32982,-7.23589,6.71562,1.0
1871546917,-7.32727,-7.23317,6.71133,1.0
1871557718,-7.3272,-7.23314,6.71419,1.0
1871568473,-7.3301,-7.23622,6.71705,1.0
1871579320,-7.33633,-7.24221,6.71848,1.0
1871590099,-7.34546,-7.25245,6.81618,1.0
1871600995,-7.35568,-7.2633,6.87478,1.0
1871612004,-7.36618,-7.27302,6.81618,1.0
1871622858,-7.37676,-7.2835,6.81332,1.0
1871633682,-7.38645,-7.29304,6.81618,1.0
1871644448,-7.39375,-7.30019,6.81189,1.0
1871655347,-7.39821,-7.30458,6.80618,1.0
1871666406,-7.40024,-7.30654,6.80761,1.0
1871677320,-7.40009,-7.30679,6.81047,1.0
1871688450,-7.3979,-7.30462,6.81047,1.0
1871699288,-7.39363,-7.30056,6.83047,1.0
1871710072,-7.38801,-7.2947,6.81761,1.0
1871720927,-7.38221,-7.2897,6.87335,1.0
1871732057,-7.37523,-7.28275,6.87192,1.0
1871743259,-7.36569,-7.27262,6.81475,1.0
1871754102,-7.35437,-7.26127,6.81475,1.0
1871764931,-7.34296,-7.24997,6.81189,1.0
1871775713,-7.33315,-7.24055,6.81332,1.0
1871786572,-7.32639,-7.2338,6.81618,1.0
1871797322,-7.32233,-7.22969,6.81618,1.0
1871808513,-7.31914,-7.22651,6.81332,1.0
1871819387,-7.31598,-7.22366,6.81761,1.0
1871830416,-7.3122,-7.22062,6.87192,1.0
1871841241,-7.30808,-7.21579,6.81332,1.0
1871852037,-7.30452,-7.21298,6.87049,1.0
1871863278,-7.30075,-7.2093,6.88193,1.0
1871874511,-7.29671,-7.20439,6.81047,1.0
1871885532,-7.2939,-7.20162,6.81047,1.0
1871896457,-7.29219,-7.19982,6.81332,1.0
1871907310,-7.29061,-7.19851,6.81332,1.0
1871918356,-7.29072,-7.19858,6.81332,1.0
1871929245,-7.29395,-7.20175,6.81189,1.0
1871940133,-7.29918,-7.20686,6.81332,1.0
1871950877,-7.30474,-7.21309,6.87049,1.0
1871961777,-7.30927,-7.21633,6.77422,1.0
1871972742,-7.31279,-7.21892,6.71991,1.0
1871983625,-7.31573,-7.2221,6.72419,1.0
1871994517,-7.31793,-7.22392,6.71705,1.0
1872005306,-7.32034,-7.2263,6.71705,1.0
1872016267,-7.32461,-7.23085,6.71562,1.0
1872027260,-7.3321,-7.23808,6.71848,1.0
1872038144,-7.34243,-7.24834,6.71562,1.0
1872048993,-7.35341,-7.26078,6.83905,1.0
1872059939,-7.36401,-7.27184,6.87335,1.0
1872070865,-7.37478,-7.28225,6.87049,1.0
1872081732,-7.38655,-7.29341,6.82905,1.0
1872092889,-7.39944,-7.30604,6.81904,1.0
1872103976,-7.41237,-7.31877,6.81618,1.0
1872115166,-7.42469,-7.33081,6.81475,1.0
1872126381,-7.43565,-7.34165,6.81618,1.0
1872137283,-7.44456,-7.3505,6.81475,1.0
1872148132,-7.4524,-7.35819,6.81332,1.0
1872159234,-7.46004,-7.36574,6.81475,1.0
1872170411,-7.46745,-7.37305,6.81332,1.0
1872181219,-7.47401,-7.38037,6.87192,1.0
1872192165,-7.47853,-7.38474,6.87049,1.0
1872202920,-7.4806,-7.38667,6.87049,1.0
1872214442,-7.48025,-7.38579,6.81904,1.0
1872225337,-7.47812,-7.38336,6.81332,1.0
1872236452,-7.47507,-7.3807,6.81475,1.0
1872247396,-7.47043,-7.37615,6.81761,1.0
1872258403,-7.4636,-7.36907,6.81189,1.0
1872269323,-7.45489,-7.36065,6.81332,1.0
1872280176,-7.44457,-7.35044,6.81475,1.0
1872291158,-7.43301,-7.33969,6.86621,1.0
1872302070,-7.42061,-7.32676,6.81332,1.0
1872312920,-7.40732,-7.31384,6.81475,1.0
1872323681,-7.39307,-7.2995,6.81332,1.0
1872334496,-7.37806,-7.28477,6.81189,1.0
1872345245,-7.36243,-7.26939,6.81618,1.0
1872356138,-7.34629,-7.25335,6.81332,1.0
1872367285,-7.32973,-7.23705,6.81761,1.0
1872378388,-7.31281,-7.22034,6.81761,1.0
1872389215,-7.29549,-7.20349,6.82905,1.0
1872400136,-7.27775,-7.18573,6.81761,1.0
1872410880,-7.25928,-7.16817,6.87049,1.0
1872421816,-7.23983,-7.14816,6.81332,1.0
1872432791,-7.22027,-7.12892,6.81332,1.0
1872443990,-7.20215,-7.11103,6.81332,1.0
1872454899,-7.18627,-7.0954,6.81189,1.0
1872465768,-7.17169,-7.08102,6.81332,1.0
1872476505,-7.15754,-7.06702,6.81332,1.0
1872487256,-7.14383,-7.05381,6.81475,1.0
1872498437,-7.13059,-7.04058,6.81047,1.0
1872509576,-7.11789,-7.02809,6.81475,1.0
1872520459,-7.10502,-7.01605,6.87335,1.0
1872531308,-7.0915,-7.0027,6.87335,1.0
1872542062,-7.07849,-6.9899,6.86906,1.0
1872553005,-7.06696,-6.9784,6.86478,1.0
1872564011,-7.05612,-6.96789,6.86906,1.0
1872575204,-7.04507,-6.95699,6.87049,1.0
1872586110,-7.03468,-6.94632,6.86478,1.0
1872596924,-7.02578,-6.93786,6.87478,1.0
1872607946,-7.01813,-6.92907,6.77565,1.0
1872618859,-7.01154,-6.92254,6.77565,1.0
1872630351,-7.00584,-6.91617,6.71562,1.0
1872641531,-7.00066,-6.911,6.71991,1.0
1872652456,-6.99578,-6.90612,6.71419,1.0
1872663306,-6.99132,-6.90152,6.71276,1.0
1872674115,-6.9881,-6.89857,6.71991,1.0
1872684934,-6.98673,-6.89734,6.71562,1.0
1872696004,-6.98624,-6.89805,6.81332,1.0
1872706917,-6.98661,-6.89829,6.81047,1.0
1872718041,-6.98946,-6.9013,6.81332,1.0
1872728883,-6.99529,-6.90682,6.81332,1.0
1872739708,-7.00287,-6.91433,6.81761,1.0
1872750590,-7.01044,-6.92252,6.87049,1.0
1872761673,-7.01749,-6.92951,6.87335,1.0
1872772789,-7.0247,-6.93607,6.82762,1.0
1872783695,-7.03323,-6.94442,6.81047,1.0
1872794587,-7.04379,-6.95471,6.81332,1.0
1872805569,-7.05623,-6.96699,6.81332,1.0
1872816473,-7.07029,-6.98083,6.81047,1.0
1872827356,-7.0857,-6.9962,6.81618,1.0
1872838440,-7.10136,-7.01156,6.81475,1.0
1872849323,-7.11549,-7.0255,6.81332,1.0
1872860486,-7.12733,-7.03735,6.82047,1.0
1872871294,-7.13712,-7.04784,6.87478,1.0
1872882504,-7.14541,-7.05456,6.76993,1.0
1872893280,-7.15331,-7.06165,6.71276,1.0
1872904147,-7.1621,-7.0705,6.72134,1.0
1872915204,-7.1713,-7.07944,6.71848,1.0
1872926388,-7.18083,-7.08867,6.71562,1.0
1872937557,-7.19228,-7.1,6.71705,1.0
1872948881,-7.20535,-7.11319,6.72134,1.0
1872959973,-7.21974,-7.12732,6.71562,1.0
1872970913,-7.23689,-7.14534,6.81475,1.0
1872981768,-7.2566,-7.16558,6.87192,1.0
1872992504,-7.27718,-7.18615,6.87478,1.0
1873003626,-7.2976,-7.2052,6.81332,1.0
1873014595,-7.31747,-7.22486,6.81618,1.0
1873025646,-7.33574,-7.24319,6.81904,1.0
1873036521,-7.3509,-7.25805,6.81189,1.0
1873047640,-7.36253,-7.26963,6.81047,1.0
1873058461,-7.37103,-7.27806,6.81332,1.0
1873069239,-7.37665,-7.28341,6.81189,1.0
1873080506,-7.37965,-7.28645,6.81189,1.0
1873091355,-7.38029,-7.28691,6.81332,1.0
1873102151,-7.37817,-7.28556,6.86764,1.0
1873113280,-7.37241,-7.27984,6.86478,1.0
1873124218,-7.36339,-7.27039,6.81761,1.0
1873135160,-7.35259,-7.25967,6.81332,1.0
1873146428,-7.34082,-7.24807,6.81475,1.0
1873157678,-7.32826,-7.23569,6.81618,1.0
1873168470,-7.31582,-7.22347,6.81332,1.0
1873179229,-7.30438,-7.21218,6.81332,1.0
1873190035,-7.29313,-7.20103,6.81618,1.0
1873200943,-7.28127,-7.18928,6.81332,1.0
1873211693,-7.26914,-7.17791,6.86764,1.0
1873222507,-7.25726,-7.16615,6.86906,1.0
1873233285,-7.24582,-7.15484,6.86764,1.0
1873244099,-7.23535,-7.14402,6.82476,1.0
1873255264,-7.22687,-7.13554,6.81618,1.0
1873266077,-7.2201,-7.12882,6.81618,1.0
1873276986,-7.2142,-7.12303,6.81618,1.0
1873288063,-7.20918,-7.1178,6.81047,1.0
1873299245,-7.20426,-7.11299,6.81475,1.0
1873310120,-7.19862,-7.10742,6.81475,1.0
1873321216,-7.19234,-7.10153,6.81189,1.0
1873332101,-7.18497,-7.09473,6.86621,1.0
1873343276,-7.1754,-7.08543,6.87192,1.0
1873354008,-7.16381,-7.07326,6.81475,1.0
1873365686,-7.15171,-7.06121,6.81189,1.0
1873376812,-7.13987,-7.04957,6.81618,1.0
1873387687,-7.12903,-7.03885,6.82047,1.0
1873398583,-7.1198,-7.02975,6.8219,1.0
1873409311,-7.11127,-7.02133,6.81332,1.0
1873420157,-7.10277,-7.01296,6.81475,1.0
1873430910,-7.09526,-7.00525,6.81047,1.0
1873441823,-7.08975,-6.99949,6.77136,1.0
1873452854,-7.08618,-6.99532,6.71991,1.0
1873463962,-7.08489,-6.99417,6.71848,1.0
1873474817,-7.08633,-6.99554,6.71419,1.0
1873486412,-7.08953,-6.99871,6.71276,1.0
1873497572,-7.09269,-7.00188,6.71705,1.0
1873508446,-7.09488,-7.00386,6.71848,1.0
1873519332,-7.09613,-7.00524,6.71705,1.0
1873530307,-7.09655,-7.00697,6.81332,1.0
1873541257,-7.09625,-7.00671,6.81618,1.0
1873552171,-7.09519,-7.00555,6.82047,1.0
1873563206,-7.09361,-7.00445,6.86906,1.0
1873574345,-7.09198,-7.00293,6.87335,1.0
1873585261,-7.09117,-7.00145,6.81332,1.0
1873596125,-7.09164,-7.00188,6.81047,1.0
1873607207,-7.09315,-7.00351,6.81332,1.0
1873618403,-7.0956,-7.00595,6.80904,1.0
1873629558,-7.09891,-7.0092,6.81332,1.0
1873640525,-7.10295,-7.01318,6.81047,1.0
1873651680,-7.10677,-7.01708,6.81475,1.0
1873662649,-7.11037,-7.02057,6.80904,1.0
1873673613,-7.11403,-7.02478,6.86478,1.0
1873684852,-7.11627,-7.02636,6.81475,1.0
1873695590,-7.11693,-7.02696,6.81332,1.0
1873706487,-7.11679,-7.02678,6.81047,1.0
1873717281,-7.11596,-7.026,6.81618,1.0
1873728076,-7.11443,-7.02447,6.81475,1.0
1873739226,-7.11214,-7.02249,6.82333,1.0
1873750385,-7.10984,-7.01996,6.8219,1.0
1873761293,-7.1092,-7.01929,6.81332,1.0
1873772129,-7.11101,-7.0212,6.82047,1.0
1873782918,-7.1158,-7.02588,6.81618,1.0
1873794071,-7.12342,-7.03408,6.87335,1.0
1873804936,-7.13212,-7.04192,6.81618,1.0
1873815699,-7.1417,-7.05132,6.80618,1.0
1873826524,-7.15274,-7.06237,6.81761,1.0
1873837596,-7.16487,-7.07433,6.81904,1.0
1873848400,-7.1786,-7.08784,6.81618,1.0
1873859396,-7.19371,-7.10287,6.81618,1.0
1873870410,-7.20844,-7.11737,6.81332,1.0
1873881595,-7.222,-7.1307,6.81332,1.0
1873892516,-7.23369,-7.14208,6.81189,1.0
1873903412,-7.24306,-7.1508,6.76993,1.0
1873914389,-7.25062,-7.15849,6.77422,1.0
1873925233,-7.25661,-7.16428,6.77279,1.0
1873936187,-7.26116,-7.16881,6.77279,1.0
1873947320,-7.26516,-7.17279,6.77565,1.0
1873958396,-7.27083,-7.17767,6.71705,1.0
1873969286,-7.28002,-7.18675,6.71705,1.0
1873980111,-7.29219,-7.19858,6.71705,1.0
1873990911,-7.3054,-7.213,6.81047,1.0
1874001807,-7.31875,-7.22621,6.81189,1.0
1874012784,-7.33296,-7.24025,6.81332,1.0
1874023703,-7.34939,-7.25646,6.81189,1.0
1874034585,-7.36771,-7.27449,6.81332,1.0
1874045633,-7.38521,-7.292,6.81761,1.0
1874056499,-7.39938,-7.30582,6.82047,1.0
1874067256,-7.40968,-7.3159,6.81332,1.0
1874078100,-7.41656,-7.32284,6.81618,1.0
1874088991,-7.42039,-7.32676,6.81332,1.0
1874100000,-7.42151,-7.32775,6.81047,1.0
1874111218,-7.42107,-7.32736,6.81047,1.0
1874122038,-7.42077,-7.32712,6.81475,1.0
1874133112,-7.42067,-7.32755,6.87192,1.0
1874144139,-7.41949,-7.32635,6.86906,1.0
1874155343,-7.41666,-7.32385,6.8805,1.0
1874166466,-7.41274,-7.31912,6.82619,1.0
1874177508,-7.40892,-7.3154,6.82476,1.0
1874188446,-7.40515,-7.31157,6.81618,1.0
1874199337,-7.4001,-7.30639,6.81475,1.0
1874210074,-7.39334,-7.29999,6.80904,1.0
1874220930,-7.38511,-7.29189,6.81618,1.0
1874232021,-7.37554,-7.28225,6.81475,1.0
1874243211,-7.3656,-7.27237,6.81047,1.0
1874254026,-7.35648,-7.26418,6.86192,1.0
1874264865,-7.34705,-7.2549,6.86478,1.0
1874276080,-7.33577,-7.24296,6.81047,1.0
1874287272,-7.32328,-7.2306,6.80904,1.0
1874298305,-7.31036,-7.21801,6.81047,1.0
1874309263,-7.29709,-7.20495,6.81332,1.0
1874320133,-7.28326,-7.19134,6.83333,1.0
1874330883,-7.26874,-7.17679,6.81475,1.0
1874341810,-7.25383,-7.1623,6.81618,1.0
1874352799,-7.23889,-7.14709,6.81047,1.0
1874364145,-7.22508,-7.13294,6.76993,1.0
1874375228,-7.21336,-7.12089,6.71562,1.0
1874386308,-7.20338,-7.11102,6.71419,1.0
1874397317,-7.19487,-7.10263,6.71276,1.0
1874408212,-7.1892,-7.09707,6.71562,1.0
1874419145,-7.18907,-7.09677,6.72134,1.0
1874430074,-7.19483,-7.10235,6.71276,1.0
1874440966,-7.20528,-7.11287,6.71562,1.0
1874451723,-7.21984,-7.12722,6.72134,1.0
1874462888,-7.23783,-7.14626,6.81904,1.0
1874473636,-7.25873,-7.16675,6.81904,1.0
1874484911,-7.28211,-7.18992,6.81761,1.0
1874495717,-7.30762,-7.21526,6.81475,1.0
1874507109,-7.3342,-7.24148,6.81332,1.0
1874518100,-7.35924,-7.2662,6.81618,1.0
1874529016,-7.38115,-7.28787,6.81618,1.0
1874540088,-7.40092,-7.30734,6.81475,1.0
1874551194,-7.4194,-7.32568,6.8219,1.0
1874562364,-7.43652,-7.34262,6.81904,1.0
1874573301,-7.45234,-7.35813,6.81618,1.0
1874584156,-7.467,-7.37262,6.81761,1.0
1874594889,-7.48074,-7.38687,6.86906,1.0
1874606410,-7.49396,-7.39993,6.87478,1.0
1874617332,-7.50666,-7.4127,6.88193,1.0
1874628434,-7.51863,-7.42448,6.87907,1.0
1874639400,-7.52971,-7.43456,6.8219,1.0
1874650410,-7.54041,-7.44503,6.82333,1.0
1874661612,-7.55135,-7.45587,6.81761,1.0
1874672437,-7.56178,-7.46617,6.81761,1.0
1874683333,-7.57101,-7.47497,6.81618,1.0
1874694105,-7.5782,-7.48252,6.83333,1.0
1874704894,-7.58197,-7.48694,6.87478,1.0
1874715666,-7.58289,-7.48716,6.82333,1.0
1874726507,-7.58249,-7.4871,6.84048,1.0
1874737700,-7.5813,-7.48564,6.81904,1.0
1874748731,-7.57966,-7.48384,6.8219,1.0
1874759689,-7.57782,-7.48191,6.81904,1.0
1874770531,-7.57579,-7.48024,6.82476,1.0
1874781272,-7.57359,-7.47772,6.81475,1.0
1874792132,-7.57141,-7.47558,6.81618,1.0
1874803226,-7.56933,-7.47352,6.81618,1.0
1874814422,-7.56737,-7.47153,6.81189,1.0
1874825299,-7.56624,-7.47072,6.82619,1.0
1874836168,-7.5667,-7.47173,6.86764,1.0
1874846899,-7.56889,-7.47313,6.81332,1.0
1874857790,-7.57257,-7.47676,6.81332,1.0
1874868803,-7.57664,-7.48082,6.81047,1.0
1874880033,-7.58034,-7.48452,6.81189,1.0
1874891271,-7.58371,-7.48765,6.80761,1.0
1874902060,-7.58677,-7.49078,6.81618,1.0
1874912885,-7.58948,-7.49334,6.80761,1.0
1874923721,-7.59192,-7.49583,6.81047,1.0
1874935275,-7.59346,-7.49817,6.87478,1.0
1874946031,-7.59353,-7.49836,6.87478,1.0
1874956931,-7.59287,-7.49709,6.82905,1.0
1874968028,-7.59268,-7.49749,6.87049,1.0
1874979164,-7.59511,-7.49884,6.81332,1.0
1874990038,-7.60206,-7.50567,6.81189,1.0
1875001030,-7.6136,-7.51718,6.81475,1.0
1875012048,-7.6299,-7.53348,6.81618,1.0
1875023216,-7.65106,-7.55445,6.81618,1.0
1875034010,-7.67508,-7.57812,6.81332,1.0
1875044988,-7.70025,-7.60256,6.81047,1.0
1875056102,-7.72562,-7.62793,6.81189,1.0
1875066841,-7.74894,-7.65065,6.81189,1.0
1875077761,-7.76893,-7.6704,6.81332,1.0
1875088861,-7.7858,-7.68733,6.81332,1.0
1875099977,-7.79903,-7.7004,6.81332,1.0
1875110842,-7.80737,-7.70859,6.8219,1.0
1875121702,-7.81116,-7.71241,6.81618,1.0
1875132471,-7.81236,-7.71371,6.81618,1.0
1875143335,-7.81202,-7.71329,6.81618,1.0
1875154348,-7.81031,-7.71159,6.81475,1.0
1875165301,-7.80683,-7.70894,6.87192,1.0
1875176125,-7.8006,-7.70283,6.87192,1.0
1875186854,-7.79194,-7.69347,6.81332,1.0
1875197809,-7.78226,-7.68403,6.8219,1.0
1875208865,-7.77222,-7.67398,6.81475,1.0
1875219684,-7.76122,-7.66316,6.81475,1.0
1875231153,-7.74782,-7.64995,6.83047,1.0
1875242043,-7.73064,-7.63289,6.81761,1.0
1875252872,-7.70869,-7.61126,6.82047,1.0
1875263603,-7.68195,-7.58477,6.81189,1.0
1875274595,-7.6505,-7.55453,6.87192,1.0
1875285609,-7.61456,-7.51764,6.76993,1.0
1875296824,-7.57487,-7.47844,6.77422,1.0
1875307712,-7.53192,-7.43601,6.77279,1.0
1875318530,-7.48757,-7.39148,6.71562,1.0
1875329281,-7.44335,-7.34786,6.72134,1.0
1875340076,-7.4,-7.3051,6.71848,1.0
1875350879,-7.36,-7.26551,6.71848,1.0
1875361735,-7.3249,-7.23084,6.71705,1.0
1875372787,-7.29448,-7.20104,6.71562,1.0
1875383672,-7.26853,-7.1766,6.81332,1.0
1875394539,-7.2461,-7.15523,6.87335,1.0
1875405292,-7.22635,-7.13483,6.81189,1.0
1875416449,-7.209,-7.11786,6.81332,1.0
1875427367,-7.19381,-7.10263,6.80904,1.0
1875438103,-7.18068,-7.08974,6.81475,1.0
1875448977,-7.16937,-7.0787,6.81618,1.0
1875459903,-7.1605,-7.06989,6.81475,1.0
1875470853,-7.15472,-7.06423,6.81332,1.0
1875481677,-7.1518,-7.06135,6.81332,1.0
1875492451,-7.15216,-7.06185,6.82476,1.0
1875503422,-7.15613,-7.06584,6.81618,1.0
1875514443,-7.16275,-7.07308,6.87192,1.0
1875525653,-7.17198,-7.08149,6.81618,1.0
1875536741,-7.18563,-7.09473,6.81189,1.0
1875547654,-7.20516,-7.11386,6.81047,1.0
1875558478,-7.22832,-7.13673,6.81047,1.0
1875569242,-7.25232,-7.16056,6.81332,1.0
1875580231,-7.27842,-7.18634,6.81618,1.0
1875591190,-7.30635,-7.21391,6.81332,1.0
1875602373,-7.33358,-7.24076,6.81047,1.0
1875613191,-7.36015,-7.26694,6.80904,1.0
1875624767,-7.38613,-7.29368,6.87335,1.0
1875635712,-7.41006,-7.31718,6.87192,1.0
1875646616,-7.43204,-7.339,6.8805,1.0
1875657653,-7.45291,-7.35924,6.86906,1.0
1875668512,-7.47341,-7.37871,6.81332,1.0
1875679268,-7.49404,-7.39906,6.81189,1.0
1875690036,-7.51374,-7.41845,6.81332,1.0
1875701578,-7.53177,-7.43644,6.80761,1.0
1875712518,-7.5483,-7.45301,6.81047,1.0
1875723706,-7.56335,-7.46791,6.81332,1.0
1875734648,-7.57625,-7.48107,6.87478,1.0
1875745545,-7.58651,-7.49049,6.81047,1.0
1875756471,-7.5958,-7.49951,6.81332,1.0
1875767280,-7.60557,-7.50912,6.81047,1.0
1875778452,-7.61489,-7.51876,6.82047,1.0
1875789285,-7.62289,-7.52637,6.81332,1.0
1875800019,-7.63108,-7.53444,6.81189,1.0
1875810844,-7.64223,-7.54565,6.81332,1.0
1875821758,-7.65731,-7.56053,6.81189,1.0
1875832824,-7.67585,-7.57891,6.81189,1.0
1875843998,-7.69737,-7.60017,6.81332,1.0
1875854880,-7.72079,-7.62396,6.87049,1.0
1875866363,-7.74398,-7.64677,6.86906,1.0
1875877245,-7.76515,-7.66743,6.86335,1.0
1875888117,-7.78305,-7.68527,6.87478,1.0
