timestamp,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,total_energy_error,energy_distribution_error,total_energy_rate_error,energy_distribution_rate_error,throttle_integ,pitch_integ,mode
1999901073,175.537,177.665,-0.106441,-0.070804,14.764,14.0103,0.0150729,0.0743777,-10.0338,-31.7194,1.86444,0.481395,-0.044531,-30.3562,0
2000093819,175.537,177.727,-0.109533,0.393327,14.7651,13.8035,0.0192339,0.303733,-7.7458,-35.22,-6.07771,-1.00431,-0.0448283,-31.0079,0
2000286561,175.537,177.783,-0.112339,0.0953565,14.7689,13.678,0.0218175,0.461155,-6.51732,-37.5493,-7.79906,3.97247,-0.0450903,-31.7058,0
2000503337,175.537,177.753,-0.110812,-0.483958,14.7681,13.3886,0.0275901,0.476033,-2.31272,-41.155,-4.07377,9.66333,-0.0452326,-32.581,0
2000696830,175.537,177.682,-0.10726,-0.0996321,14.767,13.6752,0.021836,0.527984,-5.51058,-36.5638,-4.45727,6.8469,-0.0453583,-33.3374,0
2000910566,175.873,177.616,2.18903,-0.146629,6.398,14.1356,-0.154753,0.182896,-96.5363,62.3458,8.84252,27.6779,-0.0491003,-32.1128,0
2001103276,176.558,177.601,2.88668,0.370748,6.39847,14.3714,-0.159458,0.0927969,-93.0295,72.5664,20.1818,28.2981,-0.0524569,-30.783,0
2001295687,176.956,177.739,0.852026,1.53027,6.39825,13.7,-0.146036,-0.0666478,-81.051,65.7024,3.34035,-5.56373,-0.0554778,-29.4395,0
2001513191,177.021,178.118,-0.193216,1.71014,6.39844,13.3406,-0.138844,-0.856905,-79.2781,57.7539,-8.71614,-28.2449,-0.0585949,-28.1254,0
2001706456,176.942,178.418,-0.521943,1.29878,6.39807,13.8753,-0.149544,-1.55883,-90.2722,61.3162,-2.69562,-37.4094,-0.0615687,-26.9896,0
2001920028,176.802,178.654,-0.644048,0.574531,6.39825,14.7254,-0.166543,-2.16556,-106.111,69.7897,9.51155,-41.3865,-0.0654372,-25.576,0
2002108980,176.663,178.662,-0.793723,-0.0683529,6.39828,15.0018,-0.17207,-2.46531,-111.653,72.4622,23.8102,-41.5161,-0.0692269,-24.2145,0
2002325280,176.507,178.702,-0.694289,-0.0434655,6.39839,14.5121,-0.162275,-2.62794,-106.358,63.3044,26.4318,-42.1645,-0.0735472,-22.7343,0
2002518505,176.375,178.679,-0.645348,-0.165375,6.39823,13.2263,-0.136561,-2.68339,-89.592,44.405,29.5461,-38.392,-0.0769775,-21.7044,0
2002712155,176.248,178.63,-0.615363,-0.658925,6.39848,11.7984,-0.107997,-2.54711,-72.4924,25.7682,29.4421,-28.3504,-0.0797767,-21.0645,0
2002929109,176.114,178.507,-0.617957,-1.10929,6.39797,10.3481,-0.0790025,-2.27001,-56.5435,9.60547,26.5991,-17.8544,-0.0822666,-20.7189,0
2003121147,176.003,178.187,-0.597306,-1.92206,6.3981,10.3888,-0.0798136,-1.8462,-54.915,12.076,30.8423,-5.35912,-0.0841844,-20.5275,0
2003314411,175.894,177.816,-0.5221,-1.92324,6.3972,10.858,-0.0892159,-1.42844,-57.3322,19.6396,29.6484,-0.80077,-0.0861586,-20.2148,0
2003528227,175.775,177.432,-0.486808,-1.3606,6.3975,11.289,-0.0978292,-1.02781,-59.5052,27.0074,24.6173,-1.92956,-0.0884657,-19.6882,0
2003720992,175.673,177.284,-0.504236,-0.781397,6.39699,10.4428,-0.0809156,-0.810048,-49.8682,18.2617,13.6058,-4.89613,-0.0903995,-19.2401,0
2003938499,175.555,177.137,-0.484114,-0.823772,6.39823,9.45703,-0.0611761,-0.659961,-39.7621,8.73608,10.5939,-2.33183,-0.0921165,-18.9776,0
2006772290,174.002,176.812,-0.554626,0.669978,6.39636,11.7713,-0.107499,-1.07756,-76.3825,21.2683,-2.1666,-23.4282,-0.118109,-14.4858,0
2006961707,173.901,176.849,-0.544369,0.351967,6.4737,12.0319,-0.111164,-1.29677,-80.3358,22.5222,3.05689,-23.0551,-0.120832,-14.0656,0
2007174568,173.798,176.816,-0.504284,-0.519408,6.88377,12.2065,-0.106455,-1.40353,-80.3967,21.2163,10.7344,-15.6844,-0.123964,-13.599,0
2007367930,173.712,176.648,-0.472116,-1.06881,7.29948,11.4514,-0.0830385,-1.41372,-67.7183,10.134,17.4042,-9.38653,-0.12659,-13.2861,0
2007584974,173.62,176.344,-0.477083,-1.54703,7.53011,9.73333,-0.0440644,-1.2211,-45.7234,-7.68823,21.3575,-0.963833,-0.128786,-13.2823,0
2007777554,173.543,175.952,-0.395261,-2.40165,7.48551,7.41026,0.00150508,-0.877173,-23.0638,-24.1848,24.2304,13.1647,-0.129918,-13.6269,0
2007990507,173.462,175.363,-0.414664,-2.90042,7.21533,7.4246,-0.00418534,-0.174478,-20.1793,-17.1156,25.843,23.1126,-0.13069,-14.0961,0
2008183977,173.386,174.784,-0.382263,-2.87054,7.17452,9.06245,-0.0377587,0.335922,-29.0342,1.62012,22.8945,27.7882,-0.13156,-14.233,0
2008376105,173.311,174.255,-0.37907,-2.1809,7.08501,10.4709,-0.0677178,0.625178,-38.9739,20.4685,15.5819,24.9252,-0.132781,-13.9873,0
2008594097,173.22,173.798,-0.355815,-1.88815,7.01544,11.4681,-0.089053,0.488953,-46.8184,35.4823,9.29953,21.6557,-0.134506,-13.3534,0
2008786576,173.14,173.361,-0.323979,-2.51435,7.059,12.1522,-0.101864,0.118418,-51.0891,46.7571,14.6478,24.1571,-0.136246,-12.5433,0
2008978893,173.061,172.89,-0.295708,-2.13215,7.17065,12.4947,-0.10648,-0.176479,-50.6681,54.0303,19.0933,17.1348,-0.138036,-11.5582,0
2009192115,172.98,172.519,-0.247238,-1.44098,7.33529,12.3026,-0.0993472,-0.26248,-44.2608,53.288,15.4317,9.69967,-0.139907,-10.3875,0
2009381588,172.908,172.334,-0.250756,-0.666206,7.43029,11.5726,-0.0828466,-0.253242,-33.736,44.9803,9.3662,2.10225,-0.141211,-9.47176,0
2009599653,172.831,172.227,-0.233887,-0.718901,7.52833,11.36,-0.0766335,-0.375311,-30.2611,42.1129,7.50811,1.36338,-0.142448,-8.53987,0
2009791351,172.767,172.043,-0.242902,-1.76005,7.55979,10.9812,-0.0684285,-0.396589,-24.6195,38.8173,13.88,11.2745,-0.143413,-7.76323,0
2010008872,172.694,171.637,-0.220455,-2.43521,7.50153,10.3119,-0.056208,-0.17876,-14.6693,35.3937,20.8011,20.4555,-0.144172,-6.96356,0
2010202117,172.631,171.185,-0.204603,-2.316,7.30845,9.30562,-0.0399434,0.228389,-2.40479,30.7764,20.9517,23.2027,-0.144469,-6.31653,0
2010415409,172.558,170.796,-0.201785,-1.86949,6.96036,7.91883,-0.0191694,0.734729,10.1528,24.4141,13.2218,22.3246,-0.144257,-5.75076,0
2010608389,172.489,170.481,-0.203872,-1.88129,6.67598,7.75925,-0.0216653,0.99277,11.8756,27.5128,10.2478,24.3211,-0.143839,-5.26072,0
2010800443,172.414,170.19,-0.227503,-1.51535,6.39339,8.32441,-0.0386202,1.27467,7.6058,36.026,5.35096,23.5618,-0.143498,-4.6438,0
2011018001,172.325,170.03,-0.199317,-0.590086,6.393,9.26087,-0.0573574,1.40291,0.0586281,44.9519,-6.00575,17.3555,-0.143361,-3.74437,0
2011210109,172.237,169.927,-0.278593,-0.747858,6.39378,9.67194,-0.0655631,1.11416,-3.67941,48.9866,-6.8286,16.0121,-0.143453,-2.82708,0
2011424334,172.134,169.85,-0.33825,-0.58691,6.39298,9.20259,-0.0561923,0.821818,0.493839,44.3114,-6.19058,10.5185,-0.143505,-1.83171,0
2011617807,172.043,169.772,-0.258621,-0.577977,6.39278,9.10841,-0.0543128,0.560955,1.23051,43.326,-2.78691,8.73592,-0.143463,-0.991678,0
2011834754,171.941,169.61,-0.266221,-1.51269,6.39279,9.38739,-0.059892,0.255361,-0.765961,46.4894,4.51227,15.1831,-0.143464,-0.0209611,0
2012026519,171.848,169.41,-0.280076,-1.34852,6.39332,9.80819,-0.0682975,0.154566,-3.75681,51.5693,6.68881,12.6637,-0.143542,0.922636,0
2012239677,171.746,169.119,-0.233715,-1.45051,6.39268,10.1353,-0.0748517,-0.063657,-5.17288,56.6843,10.5695,12.0461,-0.143735,2.08999,0
2012434439,171.653,168.958,-0.234911,-0.468878,6.40621,9.83442,-0.0685641,0.0449276,-1.4132,54.2631,4.34593,3.41056,-0.143851,3.17792,0
2012627218,171.561,168.92,-0.250221,-0.144807,6.39731,9.10679,-0.0541895,-0.0131884,4.89799,46.906,-0.857999,-0.660371,-0.143758,4.13765,0
2012843379,171.459,168.852,-0.263102,-0.470918,6.44094,9.39593,-0.0590999,-0.14829,2.15991,48.9578,1.21405,1.19995,-0.1436,5.16032,0
2013036425,171.368,168.742,-0.217152,-0.509016,6.706,10.1803,-0.0694865,-0.198443,-3.581,55.0876,3.59792,1.54939,-0.143642,6.17381,0
2013229557,171.278,168.648,-0.248824,-0.571521,6.79851,10.5215,-0.0744591,-0.125295,-6.44877,58.0328,3.32796,2.62971,-0.143828,7.27172,0
2013442402,171.18,168.523,-0.203807,-0.649568,6.53275,10.456,-0.0784655,-0.011694,-7.27441,59.3772,4.38659,5.06958,-0.144108,8.52968,0
2013635497,171.091,168.461,-0.240117,-0.446336,6.39322,9.98406,-0.0718169,0.103933,-3.61361,55.1946,1.41844,3.77702,-0.144309,9.64191,0
2013852975,170.994,168.467,-0.212006,-0.0431479,6.39307,9.57682,-0.0636749,0.141981,-0.640659,50.2034,-3.13814,0.313593,-0.144358,10.7697,0
2014045661,170.903,168.504,-0.268641,0.366406,6.39221,9.65012,-0.0651581,0.119864,-2.6012,49.6632,-5.61621,-4.44219,-0.144411,11.73,0
2014238441,170.815,168.595,-0.25585,0.302248,6.39257,9.81124,-0.0683736,0.0613038,-5.9256,49.47,-6.98565,-4.20078,-0.144575,12.6888,0
2014455345,170.71,168.694,-0.279635,-0.162471,6.39237,9.53604,-0.0628734,0.0853398,-5.26619,44.8075,-7.02698,0.264382,-0.144806,13.7101,0
2014648362,170.617,168.476,-0.298171,-0.908272,6.58951,9.21681,-0.052546,-0.0444488,0.231033,41.7589,6.12036,6.05768,-0.144898,14.5463,0
2014862862,170.514,168.409,-0.247616,0.173179,6.7941,9.18325,-0.047783,-0.142895,1.55278,39.7251,0.611612,-5.00002,-0.144816,15.4002,0
2015050124,170.425,168.515,-0.291777,0.291953,6.89877,10.0485,-0.0629938,-0.417811,-7.95499,45.4235,-3.22639,-9.2898,-0.144945,16.2017,0
2015264012,170.326,168.526,-0.260881,-0.522802,7.09588,10.9897,-0.0778754,-0.749882,-17.5585,52.8624,3.59414,-4.81656,-0.145459,17.2536,0
2015457020,170.241,168.263,-0.223755,-2.14662,7.22479,11.4203,-0.0839102,-0.923652,-19.7131,58.5127,19.4735,9.26675,-0.146146,18.3409,0
2015674042,170.149,167.807,-0.219335,-1.88114,7.36233,11.005,-0.0728534,-0.766194,-10.4794,56.4268,26.3998,8.66653,-0.146729,19.5926,0
2015862444,170.07,167.657,-0.235984,-0.614969,7.09442,10.6489,-0.0710897,0.073925,-7.87365,55.1947,10.7513,5.26082,-0.147016,20.64,0
2016080096,169.976,167.868,-0.284416,0.8005,6.60065,9.60515,-0.0600901,1.02669,-3.67113,45.0193,-13.2988,-0.200659,-0.147295,21.7679,0
2016272525,169.878,168.302,-0.353736,2.66333,6.3934,8.82098,-0.0485515,1.38217,-3.0139,33.9202,-29.6841,-16.9669,-0.147362,22.5007,0
2016466614,169.771,169.196,-0.422047,4.38796,6.39216,9.1028,-0.0542129,1.22551,-15.3572,26.6442,-52.171,-35.521,-0.147692,23.0754,0
2016678464,169.647,170.13,-0.485335,3.23361,6.39298,9.73904,-0.0669211,0.343839,-31.7266,22.2521,-47.2095,-32.47,-0.148646,23.5794,0
2016871598,169.535,170.662,-0.537489,1.63157,7.55354,10.1242,-0.0514123,-0.254793,-33.7734,11.6691,-29.9846,-23.3303,-0.149886,23.9293,0
2017084472,169.409,170.948,-0.540425,1.60555,8.76584,9.90265,-0.0227362,-0.453816,-25.706,-4.4834,-17.2237,-25.3137,-0.150982,23.9643,0
2017278101,169.3,171.076,-0.541225,-0.283912,8.41899,9.85763,-0.0287728,-0.448473,-30.5604,-4.26697,-6.96546,-6.66063,-0.15197,23.8595,0
2017495306,169.184,170.976,-0.526419,-0.614785,7.78612,9.65152,-0.0373081,-0.299593,-33.8366,-1.30835,2.46245,-1.66487,-0.153279,23.818,0
2017687716,169.09,170.866,-0.481383,-1.02274,7.56798,8.81114,-0.0248632,-0.0734864,-27.6004,-7.23853,4.25313,4.8805,-0.15436,23.737,0
2017901214,168.983,170.774,-0.474286,-0.537532,7.2804,7.62954,-0.00698296,0.56036,-20.1671,-14.9613,-0.131203,4.9488,-0.155241,23.478,0
2018094663,168.889,170.835,-0.520947,-0.0450686,6.52694,7.04338,-0.0103289,1.25693,-22.5836,-15.5752,-9.72837,4.25899,-0.155996,23.184,0
2018286796,168.791,171.046,-0.559042,1.5394,6.39441,6.8151,-0.00841372,1.92321,-24.8929,-19.3358,-21.9749,-7.41447,-0.156823,22.8499,0
2018504923,168.674,171.738,-0.61239,2.76528,6.3933,7.51715,-0.0224771,1.70387,-37.8593,-22.226,-40.2231,-20.1464,-0.158049,22.3717,0
2018696806,168.573,172.474,-0.651095,3.58037,6.39406,8.68908,-0.0459004,1.22238,-55.567,-20.9508,-49.8864,-30.4763,-0.159722,21.9631,0
2018909938,168.455,173.019,-0.680243,1.58619,6.39411,9.32939,-0.0587056,0.229286,-67.8279,-21.675,-34.4118,-19.5394,-0.162189,21.5177,0
2019102739,168.356,173.176,-0.639827,0.491254,6.39369,8.9385,-0.0508962,-0.253784,-66.7817,-27.7643,-16.9848,-12.9056,-0.164574,21.0387,0
2019316304,168.245,173.145,-0.631741,0.149405,6.39364,8.33674,-0.0388619,-0.315422,-62.3655,-33.7429,-8.15744,-9.96604,-0.16708,20.3728,0
2019509565,168.154,172.985,-0.626813,-0.584996,6.3938,8.34881,-0.0391002,-0.337566,-61.7939,-32.9719,-0.860735,-2.90192,-0.169241,19.713,0
2019702114,168.059,172.905,-0.623881,0.438012,6.39441,9.30194,-0.0581506,-0.179969,-70.348,-24.7103,-6.30472,-11.5468,-0.17155,19.1576,0
2019919311,167.951,172.883,-0.633983,0.129483,6.39363,10.5443,-0.0830136,-0.319495,-83.5211,-13.217,-6.52926,-9.98058,-0.174638,18.7687,0
2020108872,167.853,172.791,-0.715062,-0.394654,6.39353,10.6064,-0.084257,-0.463237,-84.2374,-12.6193,-0.826527,-7.16173,-0.177585,18.5481,0
2020326011,167.751,172.633,-0.635847,-0.389882,6.39349,9.30103,-0.0581508,-0.455235,-70.6948,-25.0623,0.710628,-6.10538,-0.180624,18.1245,0
2020518038,167.663,172.403,-0.615348,-0.573615,6.39423,8.58251,-0.0437657,-0.326934,-62.8742,-30.101,3.24182,-2.83956,-0.182927,17.576,0
2020710771,167.57,172.291,-0.652131,0.314864,6.39334,8.78721,-0.0478774,-0.186153,-64.4643,-28.124,-4.43233,-10.698,-0.185133,17.0031,0
2020928047,167.466,172.199,-0.594262,-0.398273,6.39342,9.35997,-0.059331,-0.363414,-69.7787,-23.0454,-3.0824,-4.7682,-0.187803,16.4496,0
2021121838,167.372,172.03,-0.644808,-0.017472,6.39335,9.80335,-0.0682001,-0.37863,-73.2904,-18.0596,-0.789286,-9.19531,-0.190346,16.0671,0
2021338645,167.267,171.986,-0.621177,0.180645,6.39416,10.1054,-0.0742249,-0.390716,-76.8974,-15.6633,-4.66817,-11.0615,-0.193315,15.7026,0
2021528152,167.173,171.952,-0.6824,0.237285,6.39315,9.89565,-0.0700499,-0.338103,-75.3934,-18.3419,-5.64478,-11.6716,-0.195962,15.3909,0
2021744335,167.067,171.86,-0.612511,-0.676606,6.39336,9.0541,-0.0532147,-0.281696,-67.5553,-26.4537,-1.16436,-1.44014,-0.198768,14.8946,0
2021933835,166.976,171.591,-0.5746,-1.67499,6.39328,8.15176,-0.0351695,-0.172859,-58.0541,-32.4769,7.22395,9.6687,-0.200922,14.3262,0
2022151200,166.874,171.156,-0.578292,-2.04877,6.39309,6.84617,-0.00906148,0.233237,-44.9965,-38.9982,10.89,16.0793,-0.202926,13.5358,0
2022344299,166.783,170.705,-0.581521,-2.18685,6.39288,6.28641,0.00212957,0.655904,-37.7907,-39.1407,12.12,19.8528,-0.204348,12.7714,0
2022537143,166.689,170.237,-0.557269,-2.50596,6.39258,6.68334,-0.0058151,0.878807,-36.6951,-32.8933,12.0113,25.0223,-0.205639,12.0742,0
2022754112,166.577,169.605,-0.585986,-2.7823,6.39249,7.07354,-0.0136209,1.00083,-34.2837,-25.1128,13.837,28.7143,-0.207074,11.4735,0
2022946036,166.473,169.09,-0.539365,-2.19731,6.39227,6.59283,-0.00401134,0.945885,-26.9643,-24.3599,11.2132,22.5214,-0.208113,10.9944,0
2023160170,166.354,168.56,-0.576489,-2.02664,6.39266,7.54389,-0.0230247,0.789467,-29.6551,-13.6107,10.0509,20.3504,-0.209181,10.5794,0
2023353715,166.244,168.18,-0.557732,-1.30363,6.3919,8.88072,-0.0497763,0.76241,-37.9874,0.0233154,3.92906,14.5276,-0.210391,10.4687,0
2023569763,166.117,167.871,-0.542328,-0.91537,6.39179,9.63513,-0.0648667,0.427651,-43.1844,8.79626,0.0817725,8.40376,-0.212008,10.5818,0
2023762747,166.005,167.701,-0.533617,-0.500357,6.39149,9.888,-0.0699302,0.0610965,-45.0934,11.828,-1.72523,0.969425,-0.213565,10.7889,0
2023956081,165.889,167.52,-0.546074,-0.803524,6.39173,9.52317,-0.0626287,-0.282839,-40.9096,8.92688,2.49592,0.427626,-0.215087,10.993,0
2024168446,165.766,167.296,-0.505993,-1.14292,6.39167,8.69478,-0.0460623,-0.55829,-32.3763,2.36951,6.53728,1.79237,-0.216496,11.108,0
2024358690,165.659,166.91,-0.49815,-2.21628,6.39147,8.04784,-0.0331274,-0.702816,-24.2225,-0.305542,17.4691,11.4596,-0.217437,11.107,0
2024575510,165.547,166.358,-0.456417,-2.46469,6.39146,8.54578,-0.0430864,-0.566853,-24.0374,8.14221,22.8082,15.2184,-0.218372,11.1905,0
2024767590,165.449,165.827,-0.442342,-2.76842,6.39177,8.86357,-0.049436,-0.259908,-22.5657,15.1423,23.9774,20.9455,-0.219202,11.4321,0
2024961144,165.35,165.311,-0.385508,-2.31447,6.39093,8.41578,-0.040497,0.147092,-14.6029,15.3785,20.4362,20.4954,-0.219843,11.7326,0
2025174406,165.239,164.792,-0.373357,-2.33875,6.39065,8.27963,-0.0377796,0.249491,-9.46899,18.2429,17.4782,21.6524,-0.220283,12.085,0
2025367577,165.14,164.31,-0.371439,-2.13896,6.39115,8.75575,-0.0472921,0.352457,-9.76906,26.0475,16.5836,20.8335,-0.220615,12.5182,0
2025583538,165.024,163.936,-0.365688,-1.16422,6.39018,9.25329,-0.0572622,0.467404,-11.7321,33.0568,6.79644,12.6858,-0.221037,13.17,0
2025777272,164.921,163.754,-0.368388,-0.39621,6.39013,9.598,-0.0641574,0.282115,-14.1989,37.089,0.453741,3.59636,-0.221504,13.8608,0
2025970608,164.813,163.7,-0.404366,-0.12778,6.39051,9.61685,-0.0645269,-0.0259504,-14.9065,36.7388,-3.36561,-2.3414,-0.222026,14.5803,0
2026183233,164.698,163.611,-0.374015,-0.364037,6.39054,9.12698,-0.0547288,-0.316216,-10.5722,31.8906,0.88309,-2.48444,-0.222525,15.3114,0
2026376302,164.591,163.566,-0.386602,0.0160894,6.39059,8.4065,-0.0403181,-0.22323,-4.86873,24.9608,-0.432872,-5.4867,-0.22278,15.8523,0
2026593512,164.476,163.583,-0.385754,0.0689029,6.39059,7.80619,-0.0283121,-0.110115,-1.29389,18.8031,-3.38732,-5.09723,-0.222877,16.3121,0
2026786429,164.372,163.498,-0.416608,-0.657635,6.3903,7.76807,-0.0275554,-0.129957,-1.18635,18.3207,1.59728,1.56821,-0.222919,16.665,0
2026978888,164.266,163.378,-0.410913,-0.567957,6.39073,7.48558,-0.0218971,-0.030303,1.11089,16.3035,2.18902,1.47715,-0.222922,17.0005,0
2027196419,164.151,163.273,-0.390522,-0.530031,6.39082,6.86443,-0.00947221,0.0515287,5.47693,11.7548,1.19252,1.78686,-0.222794,17.308,0
2027385121,164.045,163.16,-0.418955,-0.641546,6.39046,6.40786,-0.000347919,0.125138,8.56605,8.7887,1.43952,2.98697,-0.222532,17.4894,0
2027602105,163.927,163.052,-0.396939,-0.785827,6.39042,6.84168,-0.00902517,0.265211,5.60027,11.5714,1.0047,5.68992,-0.222242,17.705,0
2027792511,163.819,162.914,-0.409184,-0.809757,6.39027,6.8775,-0.0097445,0.370888,5.64281,12.1072,2.341,6.54607,-0.222074,17.9461,0
2028008921,163.699,162.901,-0.424133,-0.0115515,6.39052,5.41296,0.0195512,0.697233,13.5939,2.0553,-6.21771,-0.377777,-0.221679,18.0943,0
2028201750,163.587,162.837,-0.433021,-0.857076,6.39007,5.09773,0.0258467,0.406433,14.785,-0.0611572,-1.47523,6.09869,-0.221154,18.0918,0
2028414662,163.464,162.63,-0.40821,-1.0268,6.39027,6.29633,0.00187882,0.421805,8.77205,7.58032,2.87896,8.71034,-0.220692,18.1704,0
2028608484,163.348,162.411,-0.4494,-1.08292,6.39077,7.6143,-0.0244705,0.475862,0.625813,17.7614,3.00085,10.0224,-0.220543,18.4271,0
2028800294,163.234,162.196,-0.437151,-1.00093,6.39064,8.53635,-0.0429141,0.410964,-5.83403,26.1948,2.63879,9.40328,-0.220657,18.8649,0
2029013610,163.103,161.965,-0.421303,-0.827214,6.38945,9.24072,-0.0570254,0.222215,-11.1198,33.446,3.27107,6.56101,-0.220998,19.5107,0
2029206590,162.985,161.827,-0.412548,-0.612521,6.38947,9.77325,-0.0676757,-0.0546557,-15.9834,38.7078,1.84474,2.08831,-0.221486,20.2143,0
2029424207,162.856,161.724,-0.427137,-0.228877,6.38954,10.0474,-0.0731565,-0.256831,-18.9535,41.1699,1.13217,-3.78971,-0.222211,21.1033,0
2029620932,162.742,161.747,-0.415321,0.462851,6.38966,9.84229,-0.0690527,-0.421986,-18.2626,37.7804,-2.97023,-12.0856,-0.222864,21.8741,0
2029814757,162.629,161.772,-0.411626,-0.418665,6.38941,9.6985,-0.0661817,-0.784611,-18.214,35.0222,1.46502,-6.89866,-0.223515,22.5745,0
2030030453,162.508,161.518,-0.42107,-1.52518,6.38964,9.16745,-0.0555562,-0.898259,-11.8993,31.3153,14.7378,3.10219,-0.224126,23.296,0
2030219632,162.401,161.194,-0.389444,-1.42557,6.3902,7.9694,-0.031584,-0.439769,0.496883,23.1735,15.5888,6.90791,-0.224296,23.803,0
2030413615,162.299,160.97,-0.33035,-0.842092,6.39004,7.29869,-0.0181729,0.0833882,6.81264,19.2509,8.07722,5.75974,-0.224125,24.1977,0
2030629945,162.18,160.806,-0.396361,-0.915022,6.38948,7.47424,-0.0216952,0.300946,5.94704,20.9858,3.35942,7.49783,-0.22387,24.6331,0
2030822840,162.072,160.675,-0.392044,-0.371105,6.38915,7.50982,-0.0224134,0.493822,5.92067,21.4968,0.123973,3.67148,-0.223655,25.0428,0
2031040324,161.949,160.703,-0.414148,0.307891,6.38943,7.73996,-0.0270106,0.410092,2.6778,21.76,-8.59858,-3.69762,-0.223492,25.5191,0
2031228427,161.839,160.705,-0.415669,-0.291674,6.38965,7.62124,-0.0246318,0.0742466,2.49423,19.7499,-5.0647,-0.462406,-0.223406,25.9047,0
2031446748,161.715,160.651,-0.380355,-0.203835,6.39006,7.54759,-0.0231506,0.0212259,2.36854,18.5018,-2.36725,-1.39613,-0.223314,26.324,0
2031638887,161.604,160.577,-0.393981,-0.662233,6.38903,7.30634,-0.0183461,-0.018208,3.78402,16.3468,0.262742,2.63166,-0.223213,26.6585,0
2031832906,161.493,160.385,-0.368904,-1.53299,6.38926,6.78829,-0.00798062,-0.00940252,8.23501,13.4933,6.82931,11.4061,-0.222997,26.9427,0
2032049659,161.368,160.003,-0.394469,-1.85424,6.38957,6.14819,0.00482757,0.212255,14.891,11.8646,12.4746,15.5908,-0.222528,27.2138,0
2032242665,161.255,159.649,-0.386031,-1.74653,6.38976,5.91569,0.00948129,0.481837,18.6675,12.834,11.4165,16.1363,-0.221917,27.447,0
2032460185,161.127,159.252,-0.35299,-1.80833,6.38884,6.15191,0.00473848,0.611593,19.8689,16.8977,11.1039,18.0054,-0.221146,27.7722,0
2032652187,161.009,158.963,-0.407831,-1.41833,6.38884,6.77719,-0.00776703,0.716533,17.5121,22.6252,6.65527,14.8184,-0.220483,28.1529,0
2032866584,160.872,158.662,-0.359521,-1.4147,6.3891,7.72755,-0.0267691,0.584891,12.2276,31.1221,5.06462,15.0744,-0.219917,28.7404,0
2033053958,160.618,158.429,-1.80123,-0.634953,6.38925,8.33349,-0.0388847,0.539817,7.15358,35.7781,-4.60457,-6.61466,-0.118052,29.4336,0
2033271664,159.879,158.443,-3.08512,0.373882,6.38927,9.25632,-0.057341,0.247145,-8.33888,36.5178,-22.1711,-31.1028,-0.1,32.5649,0
2033464792,159.151,158.528,-2.2629,0.341933,6.38859,9.63534,-0.0649349,-0.140636,-19.9055,32.12,-22.8388,-26.2741,-0.1,36.4056,0
2033657726,158.801,158.539,-0.967569,-0.375886,6.38853,9.54086,-0.0630465,-0.442179,-22.5364,27.6782,-10.4808,-9.41967,-0.1,37.5765,0
2033870810,158.639,158.426,-0.36787,-0.698599,6.38916,9.04022,-0.0530213,-0.595714,-18.3663,22.538,3.56963,-1.66272,-0.100799,38.1051,0
2034062646,158.581,158.273,-0.148528,-0.833807,6.38832,8.38374,-0.0399083,-0.579018,-11.7198,17.7566,9.43516,2.20054,-0.101325,38.4923,0
2034280846,158.554,158.076,-0.037455,-0.795685,6.38799,7.15679,-0.015376,-0.435683,-0.519604,9.89368,11.2957,4.42765,-0.101542,38.7827,0
2034474635,158.544,157.936,0.00360645,-0.581051,6.38836,6.55119,-0.00325673,-0.306225,4.90938,7.01648,9.09799,3.74872,-0.101435,38.9342,0
2034686489,158.539,157.891,0.021269,0.229282,6.38818,6.39767,-0.000189867,-0.0978086,6.30223,6.42358,2.23191,-2.66444,-0.101209,39.0778,0
2034878877,158.538,157.96,0.0241931,0.507037,6.38812,6.20929,0.00357655,-0.109769,6.79398,4.54126,-2.58525,-5.43888,-0.100976,39.1818,0
2035072303,158.537,158.049,0.0224219,0.449498,6.38815,6.05459,0.00667118,-0.154437,6.86242,2.71204,-3.10461,-5.16363,-0.10074,39.2521,0
2035289886,158.537,158.157,0.0184487,0.3228,6.38823,5.69511,0.0138625,-0.170112,7.90821,-0.467041,-3.33035,-4.03242,-0.100436,39.266,0
2035482662,158.537,158.186,0.0170183,-0.0456786,6.38869,5.99834,0.00780714,-0.264394,5.85506,1.01965,-0.381961,-1.01791,-0.10019,39.2653,0
2035699257,158.537,158.075,0.0231026,-0.625629,6.3889,6.64463,-0.00511446,-0.411457,2.86476,6.19775,6.47301,3.66189,-0.10003,39.3483,0
2035892455,158.537,157.892,0.032222,-1.0121,6.38837,6.94044,-0.0110414,-0.453836,2.64059,9.99902,10.7272,7.16811,-0.0999481,39.5148,0
2036102349,158.537,157.617,0.0459999,-1.09364,6.38821,6.44389,-0.00111347,-0.293125,8.66489,9.37927,13.8048,9.2944,-0.0997429,39.7304,0
2036294033,158.537,157.414,0.0561279,-0.933249,6.38873,5.49548,0.0178649,-0.161076,16.3163,5.70081,11.4555,8.7191,-0.0992832,39.8676,0
2036488091,158.537,157.242,0.0647385,-0.584875,6.38799,5.22168,0.0233261,-0.119916,19.4676,5.92712,9.07843,5.62256,-0.0986295,39.9744,0
