timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
1881375356,1881374462,1200.0,0.588899,0.0208239,1.1473,0.0,255,0,6,4,0,0,0,1,1,1,34
1882301615,1882301206,1200.0,0.588899,0.0209603,0.93922,0.0,255,0,6,4,0,0,0,1,1,1,34
1883304289,1882301206,1200.0,0.588899,0.046677,1.15501,0.0,255,0,6,4,0,0,0,1,1,1,34
1883376214,1883368317,1200.0,0.588899,0.046677,1.15501,0.0,255,0,6,4,0,0,0,1,1,1,34
1884373615,1884369991,1200.0,0.588899,0.0208349,0.999085,0.0,255,0,6,4,0,0,0,1,1,1,34
1885381319,1884369991,1200.0,0.588899,0.0209624,1.14994,0.0,255,0,6,4,0,0,0,1,1,1,34
1885455296,1885451257,1200.0,0.588899,0.0209624,1.14994,0.0,255,0,6,4,0,0,0,1,1,1,34
1886347369,1886340112,1200.0,0.588899,0.020851,0.96014,0.0,255,0,6,4,0,0,0,1,1,1,34
1887349059,1886340112,1200.0,0.588899,0.0209355,1.15345,0.0,255,0,6,4,0,0,0,1,1,1,34
1887360170,1887353031,1200.0,0.588899,0.0209355,1.15345,0.0,255,0,6,4,0,0,0,1,1,1,34
1890332081,1889328263,1200.0,0.588899,0.0208137,1.13286,0.0,255,0,6,4,0,0,0,1,1,1,34
1890352176,1890348017,1200.0,0.588899,0.0208137,1.13286,0.0,255,0,6,4,0,0,0,1,1,1,34
1891360931,1890348017,1200.0,0.588899,0.0209865,1.0883,0.0,255,0,6,4,0,0,0,1,1,1,34
1891405049,1891401085,1200.0,0.588899,0.0209865,1.0883,0.0,255,0,6,4,0,0,0,1,1,1,34
1892355308,1892346047,1200.0,0.588899,0.020868,1.03446,0.0,255,0,6,4,0,0,0,1,1,1,34
1893344340,1893339388,1200.0,0.588899,0.0466499,1.27642,0.0,255,0,6,4,0,0,0,1,1,1,34
1894351716,1893339388,1200.0,0.588899,0.0209017,0.894792,0.0,255,0,6,4,0,0,0,1,1,1,34
1894950465,1894948008,1200.0,0.588899,0.0209017,0.894792,0.0,255,0,6,4,0,0,0,1,1,1,34
1895339340,1895332990,1200.0,0.588899,0.0208376,1.12126,0.0,255,0,6,4,0,0,0,1,1,1,34
1896327381,1896322408,1200.0,0.588899,0.0208955,0.976119,0.0,255,0,6,4,0,0,0,1,1,1,34
1897334761,1896322408,1200.0,0.588899,0.0208569,1.23552,0.0,255,0,6,4,0,0,0,1,1,1,34
1897386036,1897385785,1200.0,0.588899,0.0208569,1.23552,0.0,255,0,6,4,0,0,0,1,1,1,34
1898393321,1897385785,1200.0,0.588899,0.0208927,1.11129,0.0,255,0,6,4,0,0,0,1,1,1,34
1898404857,1898397986,1200.0,0.588899,0.0208927,1.11129,0.0,255,0,6,4,0,0,0,1,1,1,34
1899411267,1898397986,1200.0,0.588899,0.0208691,1.01463,0.0,255,0,6,4,0,0,0,1,1,1,34
1899465783,1899465243,1200.0,0.588899,0.0208691,1.01463,0.0,255,0,6,4,0,0,0,1,1,1,34
1900375389,1900375249,1200.0,0.588899,0.0207977,1.10327,0.0,255,0,6,4,0,0,0,1,1,1,34
1901383314,1900375249,1200.0,0.588899,0.0209224,1.12682,0.0,255,0,6,4,0,0,0,1,1,1,34
1901393059,1901387240,1200.0,0.588899,0.0209224,1.12682,0.0,255,0,6,4,0,0,0,1,1,1,34
1902400376,1901387240,1200.0,0.588899,0.0209612,1.0261,0.0,255,0,6,4,0,0,0,1,1,1,34
1902452517,1902448862,1200.0,0.588899,0.0209612,1.0261,0.0,255,0,6,4,0,0,0,1,1,1,34
1903354732,1903351240,1200.0,0.588899,0.0468855,1.08036,0.0,255,0,6,4,0,0,0,1,1,1,34
1904362125,1903351240,1200.0,0.588899,0.0209723,1.07358,0.0,255,0,6,4,0,0,0,1,1,1,34
1904564957,1904558022,1200.0,0.588899,0.0209723,1.07358,0.0,255,0,6,4,0,0,0,1,1,1,34
1905451611,1905450037,1200.0,0.588899,0.0208635,1.14948,0.0,255,0,6,4,0,0,0,1,1,1,34
1906364224,1906353986,1200.0,0.588899,0.0209344,0.949026,0.0,255,0,6,4,0,0,0,1,1,1,34
1907365040,1906353986,1200.0,0.588899,0.020979,1.27173,0.0,255,0,6,4,0,0,0,1,1,1,34
1907375354,1907367271,1200.0,0.588899,0.020979,1.27173,0.0,255,0,6,4,0,0,0,1,1,1,34
1908292215,1908287147,1200.0,0.588899,0.0208902,0.988802,0.0,255,0,6,4,0,0,0,1,1,1,34
1909301059,1908287147,1200.0,0.588899,0.0208321,1.01482,0.0,255,0,6,4,0,0,0,1,1,1,34
1909352319,1909344295,1200.0,0.588899,0.0208321,1.01482,0.0,255,0,6,4,0,0,0,1,1,1,34
1910361797,1910351317,1200.0,0.588899,0.0208938,1.13523,0.0,255,0,6,4,0,0,0,1,1,1,34
1911366465,1910351317,1200.0,0.588899,0.0208048,0.984759,0.0,255,0,6,4,0,0,0,1,1,1,34
1911406498,1911404154,1200.0,0.588899,0.0208048,0.984759,0.0,255,0,6,4,0,0,0,1,1,1,34
