timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1851205342,40.4364794697,-86.8936740211,155.929,126.115,-0.0,-0.100562,0.0332126,-0.0184819,-0.0213091,0.837949,1.66274,0.0,3,0,0,0
1851402295,40.4364793898,-86.8936740644,155.91,126.107,-0.0,-0.117666,0.0662512,-0.0114858,-0.0298843,0.838349,1.66281,0.0,3,0,0,0
1851610942,40.4364793319,-86.893674069,155.893,126.111,-0.0,-0.0797204,0.0468548,0.00372882,0.00305468,0.838932,1.66287,0.0,3,0,0,0
1851811742,40.4364792827,-86.8936741404,155.883,126.112,-0.0,-0.0846153,0.0716334,0.0113976,-0.0212731,0.839292,1.66289,0.0,3,0,0,0
1852013342,40.4364791368,-86.8936742212,155.872,126.112,-0.0,-0.100894,0.0404891,0.0293595,-0.00324043,0.839602,1.66279,0.0,3,0,0,0
1852213342,40.4364790002,-86.8936742497,155.859,126.109,-0.0,-0.0775257,0.0255801,-0.0186832,-0.00942269,0.83992,1.66284,0.0,3,0,0,0
1852414942,40.4364788554,-86.8936743079,155.847,126.107,-0.0,-0.0358181,0.03124,0.0140097,-0.0169006,0.840169,1.66303,0.0,3,0,0,0
1852615742,40.4364787359,-86.893674436,155.84,126.109,-0.0,-0.0724188,2.38549e-05,-0.0552482,-0.0329149,0.840491,1.6628,0.0,3,0,0,0
1852817342,40.4364786208,-86.8936744911,155.828,126.107,-0.0,-0.0192623,0.0500648,0.0733689,-0.00180356,0.840974,1.66282,0.0,3,0,0,0
1853022142,40.4364785308,-86.8936745387,155.806,126.095,-0.0,-0.0744568,0.0142696,0.00716388,-0.0221571,0.841381,1.66271,0.0,3,0,0,0
1853223742,40.4364784336,-86.8936746889,155.788,126.087,-0.0,-0.0113849,-0.00703781,0.0282828,-0.0408276,0.841368,1.66257,0.0,3,0,0,0
1853423742,40.4364783491,-86.8936747746,155.769,126.077,-0.0,-0.0481276,0.0485902,0.0870171,-0.0169827,0.84159,1.66275,0.0,3,0,0,0
1853625342,40.4364782395,-86.893674898,155.755,126.074,-0.0,-0.038349,-0.0283748,0.0209674,-0.0181402,0.841638,1.66247,0.0,3,0,0,0
1853834175,40.4364781597,-86.8936750028,155.748,126.077,-0.0,-0.0378533,-0.00999947,0.043967,-0.0764402,0.842256,1.66263,0.0,3,0,0,0
1854035742,40.4364779902,-86.8936751517,155.737,126.078,-0.0,-0.0604671,-0.00569951,0.040818,-0.0711246,0.842405,1.66274,0.0,3,0,0,0
1854236546,40.4364778212,-86.8936752366,155.729,126.082,-0.0,-0.045354,-0.00763222,0.0751021,-0.0624594,0.842493,1.66264,0.0,3,0,0,0
1854438145,40.4364776353,-86.8936753659,155.735,126.099,-0.0,-0.0647154,-0.0468623,0.0402545,-0.0704599,0.84246,1.66267,0.0,3,0,0,0
1854638942,40.4364774161,-86.8936755291,155.751,126.125,-0.0,-0.0642104,-0.0365392,-0.000527624,-0.099488,0.842545,1.66258,0.0,3,0,0,0
1854835746,40.4364771513,-86.8936756038,155.763,126.147,-0.0,-0.0437631,-0.00225048,0.0533426,-0.0675834,0.842718,1.66249,0.0,3,0,0,0
1855044542,40.4364769396,-86.8936756024,155.776,126.17,-0.0,-0.0302536,-0.018839,0.0196576,-0.0447515,0.843056,1.66228,0.0,3,0,0,0
1855245342,40.4364767493,-86.8936755976,155.791,126.195,-0.0,-0.0431238,-0.0263258,-0.0057864,-0.0479306,0.843202,1.66235,0.0,3,0,0,0
1855446946,40.436476536,-86.8936756111,155.802,126.216,-0.0,-0.0430888,-0.0310044,0.0203399,-0.0470955,0.84335,1.66254,0.0,3,0,0,0
1855643854,40.4364762963,-86.8936756457,155.809,126.232,-0.0,-0.052166,-0.0200025,0.0293859,-0.0449852,0.84354,1.66244,0.0,3,0,0,0
1855852577,40.4364760155,-86.8936756134,155.812,126.243,-0.0,-0.0572306,-0.0214396,0.0281884,-0.0190878,0.843956,1.66259,0.0,3,0,0,0
1856054165,40.4364757277,-86.8936756403,155.812,126.252,-0.0,-0.076345,-0.0668783,0.00644467,-0.0193367,0.833789,1.6622,0.0,3,0,0,0
1856254942,40.4364753817,-86.8936756877,155.816,126.265,-0.0,-0.0963723,-0.0160858,0.0487954,-0.0321219,0.844459,1.66257,0.0,3,0,0,0
1856455742,40.436475053,-86.8936757684,155.813,126.27,-0.0,-0.0804807,-0.0690027,-0.0101255,-0.00959803,0.844637,1.66263,0.0,3,0,0,0
1856664542,40.4364746731,-86.8936758164,155.815,126.281,-0.0,-0.110243,-0.0264042,0.0184216,0.00806981,0.834698,1.66232,0.0,3,0,0,0
1856862310,40.4364743298,-86.8936758869,155.827,126.302,-0.0,-0.0767894,-0.033016,-0.00334125,0.000710869,0.834709,1.66241,0.0,3,0,0,0
1857070942,40.4364740407,-86.8936758223,155.84,126.322,-0.0,-0.0803468,-0.0147067,0.00287473,-0.00375719,0.835271,1.6626,0.0,3,0,0,0
1857271742,40.4364737802,-86.8936757443,155.844,126.334,-0.0,-0.0654278,-0.0221852,-0.00582163,-0.0110713,0.835445,1.6625,0.0,3,0,0,0
1857477342,40.4364735258,-86.893675739,155.859,126.356,-0.0,-0.0702892,-0.0494843,-0.0301747,-0.0180615,0.836104,1.66245,0.0,3,0,0,0
1857678142,40.4364733071,-86.8936757711,155.878,126.382,-0.0,-0.0526859,-0.0266897,0.0128572,-0.0242318,0.836117,1.66234,0.0,3,0,0,0
1857882942,40.4364730746,-86.893675723,155.883,126.393,-0.0,-0.0661453,-0.0370153,0.00168599,-0.0106972,0.836736,1.66239,0.0,3,0,0,0
1858084546,40.4364728804,-86.8936757404,155.892,126.407,-0.0,-0.0557654,-0.0311744,-0.0166312,-0.0144444,0.836709,1.66231,0.0,3,0,0,0
1858285481,40.4364727256,-86.8936757135,155.896,126.417,-0.0,-0.0616835,-0.0270378,-0.0112342,-0.0020191,0.836939,1.66229,0.0,3,0,0,0
1858486338,40.4364725562,-86.8936757088,155.907,126.432,-0.0,-0.0620046,-0.0178378,0.0130622,-0.0012178,0.837178,1.66221,0.0,3,0,0,0
1858691900,40.4364724066,-86.8936756615,155.918,126.447,-0.0,-0.0706123,-0.0163932,0.00487125,-0.0018178,0.837832,1.66238,0.0,3,0,0,0
1858891742,40.4364722651,-86.8936756307,155.927,126.461,-0.0,-0.0668034,-0.0280205,-0.0147673,-0.00508462,0.837941,1.6623,0.0,3,0,0,0
1859093342,40.4364721645,-86.8936755314,155.928,126.466,-0.0,-0.0523391,0.0154223,0.0167367,0.0166639,0.838154,1.66228,0.0,3,0,0,0
1859294170,40.4364720549,-86.8936754855,155.931,126.472,-0.0,-0.0608725,-0.0187648,-0.019157,0.0342933,0.838345,1.66234,0.0,3,0,0,0
1859499742,40.4364719515,-86.8936754036,155.936,126.481,-0.0,-0.0752446,-0.0209868,-0.051198,0.0337982,0.838822,1.66235,0.0,3,0,0,0
1859699912,40.4364717824,-86.8936754251,155.947,126.495,-0.0,-0.090616,-0.0610841,-0.0418781,0.0431724,0.839031,1.66234,0.0,3,0,0,0
1859901377,40.4364715525,-86.8936755459,155.958,126.509,-0.0,-0.09412,-0.0757384,-0.00856008,0.0898939,0.839252,1.66227,0.0,3,0,0,0
1860106160,40.4364713013,-86.8936755964,155.955,126.51,-0.0,-0.091404,-0.0320371,0.0566627,0.136961,0.839873,1.66211,0.0,3,0,0,0
1860307745,40.4364711394,-86.8936754364,155.959,126.516,-0.0,-0.00815242,0.0525259,-0.02148,0.136292,0.839834,1.66214,0.0,3,0,0,0
1860508582,40.4364710807,-86.8936751834,155.949,126.509,-0.0,-0.00157444,0.0531649,0.0300924,0.115352,0.840086,1.66223,0.0,3,0,0,0
1860709342,40.4364709811,-86.8936750608,155.942,126.503,-0.0,-0.0684692,-0.028569,0.00104278,0.116448,0.840324,1.66228,0.0,3,0,0,0
1860906944,40.436470752,-86.893675103,155.928,126.492,-0.0,-0.195006,-0.0766841,0.00694972,0.181989,0.840576,1.66235,0.0,3,0,0,0
1861107754,40.4364702631,-86.8936751183,155.93,126.497,-0.0,-0.276036,-0.0290003,0.0167129,0.270407,0.840679,1.66229,0.0,3,0,0,0
1861316542,40.4364695498,-86.893675147,155.927,126.497,-0.0,-0.506662,-0.0772858,0.135086,0.307988,0.8414,1.66228,0.0,3,0,0,0
1861518142,40.4364684351,-86.8936753107,155.916,126.487,-0.0,-0.686506,-0.0974915,0.117991,0.392051,0.84175,1.6623,0.0,3,0,0,0
1861718942,40.4364670356,-86.8936754998,155.913,126.484,-0.0,-0.751,-0.112372,-0.00444374,0.463232,0.842166,1.66234,0.0,3,0,0,0
1861919742,40.4364657869,-86.8936756197,155.932,126.504,-0.0,-0.611023,-0.00823812,-0.00942805,0.510155,0.842544,1.66234,0.0,3,0,0,0
1862120542,40.4364646857,-86.8936752575,155.937,126.51,-0.0,-0.577887,0.165542,0.068651,0.607545,0.842923,1.6624,0.0,3,0,0,0
1862322272,40.4364635739,-86.893674661,155.947,126.521,-0.0,-0.697518,0.180146,-0.133146,0.6902,0.843241,1.66252,0.0,3,0,0,0
1862526942,40.4364622981,-86.8936738593,155.956,126.528,-0.0,-0.806056,0.295738,0.0652844,0.90074,0.843785,1.66238,0.0,3,0,0,0
1862727742,40.4364607729,-86.893672583,155.925,126.499,-0.0,-1.03705,0.608995,0.25473,0.982998,0.843296,1.66226,0.0,3,0,0,0
1862925463,40.4364590875,-86.8936708291,155.887,126.463,-0.0,-0.938136,0.650642,-0.13183,0.905155,0.84265,1.66239,0.0,3,0,0,0
1863130142,40.4364578253,-86.8936691121,155.94,126.518,-0.0,-0.741227,0.632397,-0.22737,0.733893,0.841939,1.66219,0.0,3,0,0,0
1863330942,40.4364567878,-86.8936675219,155.956,126.537,-0.0,-0.684408,0.679847,0.0739337,0.706584,0.84055,1.66215,0.0,3,0,0,0
1863531742,40.4364557718,-86.893666111,155.965,126.548,-0.0,-0.707539,0.479136,-0.146901,0.819387,0.839623,1.66221,0.0,3,0,0,0
1863733342,40.4364547032,-86.8936653468,155.976,126.561,-0.0,-0.827264,0.295355,0.157319,0.904995,0.838627,1.66216,0.0,3,0,0,0
1863942142,40.4364530967,-86.8936647292,155.921,126.51,-0.0,-1.09695,0.24687,0.221233,1.01948,0.838145,1.66217,0.0,3,0,0,0
1864143742,40.4364513711,-86.8936641214,155.928,126.519,-0.0,-0.905801,0.325743,-0.271888,1.02252,0.837113,1.66211,0.0,3,0,0,0
1864343742,40.4364498544,-86.8936633098,155.949,126.541,-0.0,-0.947273,0.338539,0.0862429,1.002,0.836101,1.66194,0.0,3,0,0,0
1864549342,40.4364482004,-86.8936624183,155.914,126.507,-0.0,-1.04115,0.40123,0.126479,1.0802,0.835409,1.66195,0.0,3,0,0,0
1864750142,40.4364465913,-86.8936616253,155.926,126.519,-0.0,-0.930054,0.269628,-0.118792,1.19593,0.83421,1.66188,0.0,3,0,0,0
1864950942,40.4364448636,-86.8936610358,155.905,126.497,-0.0,-1.2008,0.396017,0.354716,1.25349,0.833387,1.66193,0.0,3,0,0,0
1865156546,40.4364425719,-86.8936602705,155.862,126.454,-0.0,-1.25268,0.318347,-0.186614,1.27265,0.8329,1.66195,0.0,3,0,0,0
1865357381,40.436440587,-86.8936596346,155.916,126.507,-0.0,-1.09375,0.267157,-0.220487,1.19809,0.832359,1.66183,0.0,3,0,0,0
1865558142,40.4364386774,-86.8936590269,155.907,126.498,-0.0,-1.12376,0.242512,0.218692,1.20256,0.831948,1.66205,0.0,3,0,0,0
1865755742,40.4364366755,-86.893658407,155.884,126.475,-0.0,-1.12159,0.202432,-0.0866549,1.26563,0.831623,1.66189,0.0,3,0,0,0
1865964542,40.4364347331,-86.8936581596,155.875,126.465,-0.0,-1.12239,0.0440533,0.269662,1.25516,0.831585,1.66192,0.0,3,0,0,0
1866165375,40.4364323409,-86.8936579548,155.798,126.388,-0.0,-1.44734,0.0489444,0.200231,1.31804,0.831405,1.66189,0.0,3,0,0,0
1866370942,40.4364298535,-86.8936574256,155.813,126.402,-0.0,-1.16777,0.269228,-0.26399,1.24783,0.831358,1.66196,0.0,3,0,0,0
1866571746,40.4364276163,-86.8936567089,155.813,126.4,-0.0,-1.24171,0.295002,0.228538,1.14199,0.831379,1.66207,0.0,3,0,0,0
1866772564,40.4364251854,-86.893655969,155.792,126.378,-0.0,-1.35038,0.314884,-0.118394,1.20012,0.831422,1.66215,0.0,3,0,0,0
1866973342,40.4364228436,-86.8936553,155.818,126.402,-0.0,-1.27359,0.18251,0.0918807,1.26095,0.831651,1.66214,0.0,3,0,0,0
1867182942,40.4364201067,-86.8936546683,155.764,126.346,-0.0,-1.54561,0.203264,0.219423,1.30281,0.832425,1.66233,0.0,3,0,0,0
1867383742,40.4364174322,-86.8936538712,155.798,126.378,-0.0,-1.29573,0.332077,-0.369791,1.21783,0.832854,1.6624,0.0,3,0,0,0
1867588542,40.4364148307,-86.8936530268,155.823,126.4,-0.0,-1.36231,0.375268,0.189694,1.11711,0.833797,1.66252,0.0,3,0,0,0
1867790142,40.436412353,-86.8936520495,155.82,126.395,-0.0,-1.32598,0.281481,-0.318628,1.14847,0.834018,1.66254,0.0,3,0,0,0
1867990942,40.4364101808,-86.8936516762,155.862,126.435,-0.0,-1.14683,-0.00346696,0.162648,1.18077,0.834547,1.66243,0.0,3,0,0,0
1868187742,40.4364078824,-86.8936515132,155.802,126.373,-0.0,-1.51998,0.00699141,0.225246,1.32063,0.83501,1.6625,0.0,3,0,0,0
1868393342,40.4364052468,-86.8936511888,155.836,126.404,-0.0,-1.26935,0.19841,-0.296535,1.35954,0.835627,1.66256,0.0,3,0,0,0
1868593342,40.4364027901,-86.8936506339,155.846,126.412,-0.0,-1.29413,0.31889,0.226251,1.27492,0.83596,1.66263,0.0,3,0,0,0
1868802952,40.4364001729,-86.8936498241,155.826,126.389,-0.0,-1.3997,0.296231,-0.175506,1.30315,0.836848,1.6627,0.0,3,0,0,0
1869003768,40.4363980159,-86.8936493839,155.851,126.412,-0.0,-1.18842,0.0667561,0.186638,1.32292,0.837265,1.66274,0.0,3,0,0,0
1869205495,40.436395579,-86.8936491458,155.787,126.345,-0.0,-1.58982,0.110046,0.35158,1.4232,0.837693,1.66263,0.0,3,0,0,0
1869406298,40.4363927845,-86.8936486145,155.786,126.342,-0.0,-1.37077,0.332295,-0.302978,1.40114,0.838146,1.66263,0.0,3,0,0,0
1869611763,40.4363902831,-86.8936478527,155.802,126.354,-0.0,-1.39775,0.29297,0.261311,1.22121,0.839111,1.66277,0.0,3,0,0,0
1869812542,40.4363880224,-86.8936468374,155.755,126.305,-0.0,-1.34878,0.309954,0.0049404,1.24154,0.839418,1.66282,0.0,3,0,0,0
1870013342,40.4363860235,-86.893646179,155.773,126.321,-0.0,-1.2572,0.152326,0.0927908,1.26323,0.839895,1.66295,0.0,3,0,0,0
1870214166,40.4363836826,-86.8936453411,155.726,126.273,-0.0,-1.50349,0.302497,0.296627,1.29536,0.840423,1.6631,0.0,3,0,0,0
1870419742,40.4363811857,-86.8936444173,155.76,126.306,-0.0,-1.23117,0.487257,-0.299805,1.19715,0.841302,1.66307,0.0,3,0,0,0
1870619781,40.4363791718,-86.8936430378,155.811,126.358,-0.0,-1.22925,0.572638,0.0597929,1.02311,0.841504,1.66324,0.0,3,0,0,0
1870821501,40.4363772783,-86.8936412765,155.813,126.36,-0.0,-1.19968,0.5945,0.0869624,0.984359,0.841869,1.66345,0.0,3,0,0,0
1871022142,40.4363755224,-86.8936398752,155.853,126.398,-0.0,-1.03352,0.441777,0.0316139,0.989023,0.842092,1.6636,0.0,3,0,0,0
1871227745,40.4363735895,-86.89363866,155.844,126.386,-0.0,-1.27037,0.542295,0.294486,1.01304,0.842751,1.66375,0.0,3,0,0,0
1871428551,40.4363713506,-86.893637582,155.854,126.39,-0.0,-1.22276,0.548335,-0.208998,0.979007,0.84266,1.66367,0.0,3,0,0,0
1871629342,40.4363694249,-86.8936363729,155.921,126.449,-0.0,-1.14756,0.537015,-0.0629962,0.89742,0.84272,1.66364,0.0,3,0,0,0
1871834942,40.4363674911,-86.8936352274,155.907,126.428,-0.0,-1.11442,0.555223,0.187999,0.937084,0.843182,1.66352,0.0,3,0,0,0
1872035742,40.4363656112,-86.8936344761,155.935,126.447,-0.0,-0.945544,0.207979,-0.148257,1.05054,0.842926,1.66346,0.0,3,0,0,0
1872236542,40.4363638224,-86.8936342451,155.921,126.423,-0.0,-1.19189,0.248996,0.340063,1.1745,0.84294,1.66343,0.0,3,0,0,0
1872437360,40.4363613156,-86.8936338719,155.884,126.377,-0.0,-1.55958,0.298335,-0.0510013,1.26927,0.842799,1.66335,0.0,3,0,0,0
1872638942,40.4363590819,-86.8936333239,155.939,126.42,-0.0,-1.2219,0.298255,-0.173964,1.1526,0.842837,1.66333,0.0,3,0,0,0
1872839742,40.4363568668,-86.8936329137,155.949,126.417,-0.0,-1.22536,0.365043,0.171072,1.1218,0.843012,1.66337,0.0,3,0,0,0
1873040542,40.4363547539,-86.8936325067,155.969,126.424,-0.0,-1.08437,0.237957,-0.212327,1.28784,0.843158,1.6632,0.0,3,0,0,0
1873242306,40.4363528819,-86.8936323489,155.983,126.425,-0.0,-1.28229,0.213704,0.27694,1.35476,0.843843,1.66325,0.0,3,0,0,0
1873450942,40.4363501155,-86.8936316554,155.93,126.359,-0.0,-1.66401,0.391027,0.00647244,1.42391,0.844075,1.66328,0.0,3,0,0,0
1873651745,40.4363475538,-86.8936309787,155.99,126.402,-0.0,-1.348,0.374744,-0.239944,1.2554,0.84388,1.66312,0.0,3,0,0,0
1873852542,40.4363450875,-86.8936302367,155.996,126.39,-0.0,-1.31908,0.461777,0.198495,1.13828,0.843418,1.66296,0.0,3,0,0,0
1874054170,40.4363427689,-86.8936294827,155.988,126.363,-0.0,-1.26272,0.245673,-0.145042,1.15202,0.842341,1.66282,0.0,3,0,0,0
1874262942,40.4363405114,-86.8936292068,155.974,126.329,-0.0,-1.32632,0.232508,0.32357,1.18202,0.829706,1.66218,0.0,3,0,0,0
1874463754,40.436337772,-86.8936288378,155.935,126.27,-0.0,-1.57076,0.189627,-0.0779039,1.20308,0.8282,1.66208,0.0,3,0,0,0
1874669342,40.4363350934,-86.8936283003,155.995,126.309,-0.0,-1.38048,0.32267,-0.244369,1.07293,0.826974,1.66205,0.0,3,0,0,0
1874869342,40.4363324946,-86.8936275884,155.983,126.278,-0.0,-1.34895,0.448583,0.291388,0.999019,0.825329,1.66193,0.0,3,0,0,0
1875067742,40.4363300474,-86.8936266319,155.956,126.231,-0.0,-1.28979,0.381824,-0.16323,1.06595,0.823551,1.66182,0.0,3,0,0,0
1875268569,40.4363276996,-86.8936260891,155.943,126.197,-0.0,-1.37336,0.288249,0.282564,1.08345,0.821849,1.66175,0.0,3,0,0,0
1875477342,40.4363245869,-86.8936253193,155.877,126.111,-0.0,-1.64743,0.335436,-0.0161047,1.14638,0.820552,1.66175,0.0,3,0,0,0
1875678295,40.4363218412,-86.8936245157,155.91,126.125,-0.0,-1.4053,0.449143,-0.197518,1.03981,0.81898,1.6617,0.0,3,0,0,0
1875875742,40.4363192847,-86.8936235919,155.906,126.1,-0.0,-1.37201,0.480288,0.128025,0.967776,0.817656,1.66151,0.0,3,0,0,0
1876076684,40.4363168444,-86.8936227454,155.9,126.074,-0.0,-1.29706,0.349627,-0.145784,1.00929,0.8162,1.66144,0.0,3,0,0,0
1876277381,40.4363147653,-86.8936223439,155.885,126.039,-0.0,-1.33337,0.172602,0.303367,1.05656,0.815072,1.66142,0.0,3,0,0,0
1876486144,40.4363118974,-86.8936218003,155.806,125.94,-0.0,-1.77972,0.305687,0.111291,1.15029,0.814407,1.66131,0.0,3,0,0,0
1876683750,40.4363093161,-86.8936212035,155.836,125.949,-0.0,-1.38266,0.321409,-0.247979,1.04353,0.813444,1.66129,0.0,3,0,0,0
1876892542,40.4363067902,-86.8936207287,155.833,125.927,-0.0,-1.42451,0.353484,0.25933,0.930763,0.812867,1.66131,0.0,3,0,0,0
1877093342,40.4363044151,-86.8936203064,155.794,125.869,-0.0,-1.53654,0.284477,-0.0252017,1.023,0.812258,1.6613,0.0,3,0,0,0
1877290942,40.4363023798,-86.8936199118,155.789,125.843,-0.0,-1.26697,0.22542,0.165385,1.05026,0.811588,1.6613,0.0,3,0,0,0
1877491742,40.4363000735,-86.8936193281,155.718,125.753,-0.0,-1.64245,0.406771,0.285311,1.08155,0.810958,1.66127,0.0,3,0,0,0
1877700542,40.4362973714,-86.8936181521,155.729,125.744,-0.0,-1.45395,0.66625,-0.371717,1.03288,0.810794,1.66118,0.0,3,0,0,0
1877901342,40.4362950312,-86.8936168743,155.745,125.74,-0.0,-1.41883,0.581819,0.270006,0.8493,0.810357,1.66118,0.0,3,0,0,0
1878102942,40.4362929091,-86.8936155979,155.688,125.663,-0.0,-1.29349,0.495222,0.113003,0.782208,0.809969,1.66118,0.0,3,0,0,0
1878299749,40.4362909741,-86.8936149988,155.679,125.631,-0.0,-1.30671,0.176247,0.10031,0.77054,0.809523,1.66118,0.0,3,0,0,0
1878508545,40.4362885882,-86.8936141647,155.604,125.538,-0.0,-1.55959,0.495371,0.425428,0.84017,0.809447,1.66121,0.0,3,0,0,0
1878710142,40.4362861092,-86.8936129337,155.586,125.501,-0.0,-1.38328,0.560458,-0.134315,0.794512,0.809214,1.66122,0.0,3,0,0,0
1878910942,40.4362838856,-86.8936116019,155.588,125.482,-0.0,-1.30315,0.552629,0.203758,0.674646,0.809052,1.66123,0.0,3,0,0,0
1879115742,40.4362817771,-86.8936103935,155.549,125.426,-0.0,-1.2913,0.411401,0.0830371,0.7063,0.809187,1.66115,0.0,3,0,0,0
1879316549,40.4362797855,-86.8936097653,155.564,125.423,-0.0,-1.22999,0.115724,0.0651877,0.766405,0.808883,1.66112,0.0,3,0,0,0
1879517349,40.4362775567,-86.8936093509,155.503,125.345,-0.0,-1.56092,0.276628,0.412387,0.893978,0.808841,1.66114,0.0,3,0,0,0
1879726942,40.4362747459,-86.8936085094,155.5,125.327,-0.0,-1.52361,0.367037,-0.261395,0.954258,0.809084,1.66121,0.0,3,0,0,0
1879923757,40.4362722915,-86.8936076118,155.529,125.339,-0.0,-1.50492,0.404665,0.196458,0.90122,0.808952,1.66107,0.0,3,0,0,0
1880125463,40.4362700811,-86.8936065076,155.497,125.291,-0.0,-1.2658,0.451361,0.159002,0.951402,0.808627,1.66106,0.0,3,0,0,0
1880325342,40.4362681891,-86.8936058947,155.51,125.288,-0.0,-1.24449,0.0595658,0.0018552,0.996349,0.808252,1.66107,0.0,3,0,0,0
1880534942,40.436265787,-86.8936054571,155.474,125.238,-0.0,-1.6005,0.274708,0.361117,1.10468,0.808234,1.66115,0.0,3,0,0,0
1880731742,40.436263181,-86.8936047471,155.509,125.257,-0.0,-1.51051,0.255058,-0.452817,1.1305,0.807837,1.66116,0.0,3,0,0,0
1880940542,40.4362605559,-86.8936039665,155.563,125.295,-0.0,-1.44973,0.394587,0.190756,1.04492,0.807655,1.6612,0.0,3,0,0,0
1881138269,40.4362583114,-86.8936030288,155.517,125.235,-0.0,-1.4008,0.348118,0.174793,1.05082,0.807259,1.66121,0.0,3,0,0,0
1881346957,40.4362560627,-86.8936026054,155.51,125.212,-0.0,-1.274,0.0862812,0.116658,1.07374,0.806941,1.66126,0.0,3,0,0,0
1881547742,40.436253612,-86.8936022926,155.449,125.137,-0.0,-1.67866,0.218333,0.309895,1.15903,0.80653,1.66113,0.0,3,0,0,0
1881748542,40.4362507066,-86.8936016714,155.456,125.13,-0.0,-1.54775,0.378139,-0.22711,1.12753,0.806041,1.66113,0.0,3,0,0,0
1881950318,40.4362481702,-86.8936008007,155.461,125.122,-0.0,-1.41684,0.4156,0.289009,0.941985,0.805621,1.66114,0.0,3,0,0,0
1882159742,40.4362456297,-86.8935998437,155.412,125.062,-0.0,-1.41211,0.420546,0.00240177,0.91227,0.805475,1.66121,0.0,3,0,0,0
1882359745,40.4362435044,-86.8935994012,155.433,125.073,-0.0,-1.30503,0.131215,0.127113,0.997054,0.805063,1.66123,0.0,3,0,0,0
1882565342,40.4362409821,-86.8935987944,155.368,124.998,-0.0,-1.70673,0.395619,0.494558,1.06861,0.804766,1.66113,0.0,3,0,0,0
1882762178,40.4362383445,-86.8935976735,155.353,124.972,-0.0,-1.40831,0.501242,-0.278804,0.932677,0.804299,1.66114,0.0,3,0,0,0
1882971742,40.4362358681,-86.8935962306,155.379,124.988,-0.0,-1.33214,0.702753,0.163645,0.708409,0.804055,1.66118,0.0,3,0,0,0
1883172574,40.4362336537,-86.8935948837,155.343,124.944,-0.0,-1.32843,0.509093,5.13509e-06,0.710137,0.803599,1.6612,0.0,3,0,0,0
1883373342,40.4362316849,-86.8935943012,155.353,124.944,-0.0,-1.17078,0.0527928,0.129586,0.774092,0.803081,1.66121,0.0,3,0,0,0
1883570942,40.4362294151,-86.893593966,155.292,124.873,-0.0,-1.56618,0.284563,0.33913,0.866588,0.802723,1.66122,0.0,3,0,0,0
1883779742,40.4362266999,-86.8935932837,155.284,124.858,-0.0,-1.31548,0.326312,-0.224813,0.773704,0.802606,1.66126,0.0,3,0,0,0
1883980542,40.4362242975,-86.8935925548,155.268,124.832,-0.0,-1.38153,0.381244,0.265935,0.647952,0.802415,1.66135,0.0,3,0,0,0
1884186142,40.4362218443,-86.8935919075,155.23,124.787,-0.0,-1.37872,0.27797,-0.132676,0.702629,0.802661,1.66141,0.0,3,0,0,0
1884386942,40.4362195928,-86.8935914106,155.244,124.789,-0.0,-1.2969,0.20129,0.0412852,0.833262,0.802336,1.66138,0.0,3,0,0,0
1884587742,40.4362170559,-86.8935910909,155.217,124.753,-0.0,-1.63936,0.139883,0.239973,0.822878,0.802232,1.66138,0.0,3,0,0,0
1884788542,40.4362143473,-86.8935907032,155.223,124.749,-0.0,-1.37303,0.310388,-0.201889,0.728126,0.802125,1.66139,0.0,3,0,0,0
1884990142,40.4362118424,-86.8935899567,155.225,124.74,-0.0,-1.38305,0.422889,0.170395,0.574414,0.80207,1.6614,0.0,3,0,0,0
1885190942,40.4362095141,-86.893589214,155.192,124.697,-0.0,-1.30849,0.324844,0.0508938,0.550744,0.802093,1.66142,0.0,3,0,0,0
1885391742,40.4362074222,-86.8935889271,155.189,124.684,-0.0,-1.27109,0.181265,0.107854,0.654016,0.80209,1.66143,0.0,3,0,0,0
1885589342,40.4362050923,-86.8935885554,155.142,124.627,-0.0,-1.46046,0.223815,0.260063,0.772277,0.802058,1.66143,0.0,3,0,0,0
1885789342,40.4362027135,-86.8935879613,155.161,124.636,-0.0,-1.21859,0.370124,-0.207532,0.769883,0.801936,1.66127,0.0,3,0,0,0
1885998953,40.4362004826,-86.8935871502,155.195,124.661,-0.0,-1.22965,0.376056,0.231466,0.575189,0.802306,1.66135,0.0,3,0,0,0
1886199742,40.4361982324,-86.8935864341,155.203,124.659,-0.0,-1.26344,0.27791,-0.0445154,0.598764,0.802335,1.66136,0.0,3,0,0,0
1886404542,40.4361960557,-86.8935861444,155.221,124.666,-0.0,-1.28865,0.177622,0.0840249,0.674624,0.802506,1.6614,0.0,3,0,0,0
1886605348,40.4361935556,-86.8935854762,155.183,124.607,-0.0,-1.51369,0.397432,0.308276,0.721066,0.802535,1.66127,0.0,3,0,0,0
1886806942,40.4361909374,-86.8935845081,155.2,124.613,-0.0,-1.23419,0.437991,-0.248916,0.647955,0.802588,1.66129,0.0,3,0,0,0
1887007742,40.4361885676,-86.8935834114,155.219,124.621,-0.0,-1.23639,0.524269,0.204511,0.537906,0.802678,1.66132,0.0,3,0,0,0
