timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
1857329537,26.6769,29.65,101005.0,1.20011
1857339627,27.1763,29.65,100999.0,1.20004
1857359765,27.2608,29.64,100998.0,1.20002
1857369822,27.2608,29.64,100998.0,1.20002
1857379945,27.2608,29.64,100998.0,1.20002
1857400060,27.6783,29.64,100993.0,1.19996
1857410109,27.2608,29.64,100998.0,1.20002
1857420240,27.4273,29.64,100996.0,1.2
1857440397,27.0098,29.65,101001.0,1.20006
1857450448,27.0917,29.65,101000.0,1.20005
1857460518,26.7588,29.65,101004.0,1.20009
1857480841,26.7588,29.65,101004.0,1.20009
1857490903,26.8433,29.65,101003.0,1.20008
1857500956,27.1763,29.65,100999.0,1.20004
1857521199,26.6769,29.64,101005.0,1.20011
1857531247,27.4273,29.64,100996.0,1.2
1857541319,26.9279,29.64,101002.0,1.20007
1857561613,27.3427,29.64,100997.0,1.20001
1857571668,27.0098,29.64,101001.0,1.20006
1857581718,26.9279,29.64,101002.0,1.20007
1857602058,26.7588,29.65,101004.0,1.20009
1857612115,27.1763,29.65,100999.0,1.20004
1857622361,26.9279,29.65,101002.0,1.20007
1857642457,26.9279,29.65,101002.0,1.20007
1857652505,27.3427,29.65,100997.0,1.20001
1857662558,27.1763,29.65,100999.0,1.20004
1857682751,26.8433,29.65,101003.0,1.20008
1857692804,27.0917,29.65,101000.0,1.20005
1857702853,26.9279,29.65,101002.0,1.20007
1857723170,27.0098,29.64,101001.0,1.20006
1857733218,27.4273,29.64,100996.0,1.2
1857743276,27.0098,29.64,101001.0,1.20006
1857763423,27.0917,29.65,101000.0,1.20005
1857773490,26.8433,29.65,101003.0,1.20008
1857783577,26.9279,29.65,101002.0,1.20007
1857803718,27.0098,29.64,101001.0,1.20006
1857813772,26.5923,29.64,101006.0,1.20012
1857823981,27.5118,29.64,100995.0,1.19999
1857844087,26.7588,29.65,101004.0,1.20009
1857854143,27.0098,29.65,101001.0,1.20006
1857864199,26.7588,29.65,101004.0,1.20009
1857884371,26.7588,29.65,101004.0,1.20009
1857894419,27.0917,29.65,101000.0,1.20005
1857904477,26.8433,29.65,101003.0,1.20008
1857924800,27.1763,29.65,100999.0,1.20004
1857934848,27.2608,29.65,100998.0,1.20002
1857944899,26.6769,29.65,101005.0,1.20011
1857965222,27.3427,29.65,100997.0,1.20001
1857975317,27.0917,29.65,101000.0,1.20005
1857985549,27.1763,29.65,100999.0,1.20004
1858005664,26.9279,29.65,101002.0,1.20007
1858015712,26.8433,29.65,101003.0,1.20008
1858025767,26.9279,29.65,101002.0,1.20007
1858046050,26.7588,29.65,101004.0,1.20009
1858056099,26.6769,29.65,101005.0,1.20011
1858066423,26.9279,29.65,101002.0,1.20007
1858086516,27.5937,29.65,100994.0,1.19998
1858096755,27.4273,29.65,100996.0,1.2
1858106803,27.5937,29.65,100994.0,1.19998
1858126898,26.7588,29.65,101004.0,1.20009
1858136950,27.5937,29.65,100994.0,1.19998
1858147081,26.7588,29.65,101004.0,1.20009
1858167221,27.1763,29.65,100999.0,1.20004
1858177273,26.8433,29.65,101003.0,1.20008
1858187321,27.0098,29.65,101001.0,1.20006
1858207582,26.6769,29.65,101005.0,1.20011
1858217633,26.9279,29.65,101002.0,1.20007
1858227681,26.9279,29.65,101002.0,1.20007
1858247888,27.0917,29.65,101000.0,1.20005
1858257942,27.1763,29.65,100999.0,1.20004
1858267992,27.2608,29.65,100998.0,1.20002
1858288120,27.4273,29.65,100996.0,1.2
1858298359,27.0098,29.65,101001.0,1.20006
1858308407,27.3427,29.65,100997.0,1.20001
1858328503,27.0098,29.65,101001.0,1.20006
1858338551,27.1763,29.65,100999.0,1.20004
1858348716,27.0098,29.65,101001.0,1.20006
1858368842,27.0098,29.65,101001.0,1.20006
1858378892,27.3427,29.65,100997.0,1.20001
1858388940,27.5118,29.65,100995.0,1.19999
1858409193,26.8433,29.65,101003.0,1.20008
1858419274,27.0098,29.65,101001.0,1.20006
1858429324,27.0917,29.65,101000.0,1.20005
1858449588,27.1763,29.65,100999.0,1.20004
1858459640,26.8433,29.65,101003.0,1.20008
1858469688,27.3427,29.65,100997.0,1.20001
1858489793,26.7588,29.65,101004.0,1.20009
1858499994,27.0098,29.65,101001.0,1.20006
1858510052,27.3427,29.65,100997.0,1.20001
1858530380,26.7588,29.65,101004.0,1.20009
1858540427,26.5923,29.65,101006.0,1.20012
1858550475,27.1763,29.65,100999.0,1.20004
1858570568,26.5923,29.65,101006.0,1.20012
1858580755,26.7588,29.65,101004.0,1.20009
1858590810,26.5923,29.65,101006.0,1.20012
1858610911,26.9279,29.65,101002.0,1.20007
1858620964,26.6769,29.65,101005.0,1.20011
1858631207,27.0917,29.65,101000.0,1.20005
1858651325,27.0098,29.65,101001.0,1.20006
1858661533,27.0098,29.65,101001.0,1.20006
1858671582,27.0917,29.65,101000.0,1.20005
1858691683,27.3427,29.65,100997.0,1.20001
1858701732,26.8433,29.65,101003.0,1.20008
1858711992,27.0098,29.65,101001.0,1.20006
1858732088,27.0098,29.65,101001.0,1.20006
1858742279,27.0917,29.65,101000.0,1.20005
1858752345,27.1763,29.65,100999.0,1.20004
1858772438,27.0917,29.65,101000.0,1.20005
1858782487,27.0098,29.65,101001.0,1.20006
1858792581,27.0917,29.65,101000.0,1.20005
1858812812,27.2608,29.65,100998.0,1.20002
1858822913,26.3413,29.65,101009.0,1.20015
1858832974,27.0917,29.65,101000.0,1.20005
1858853265,26.7588,29.65,101004.0,1.20009
1858863320,27.0098,29.65,101001.0,1.20006
1858873602,26.9279,29.65,101002.0,1.20007
1858893743,27.1763,29.65,100999.0,1.20004
1858904029,26.9279,29.65,101002.0,1.20007
1858914100,27.1763,29.65,100999.0,1.20004
1858934432,27.0917,29.65,101000.0,1.20005
1858944479,27.0917,29.65,101000.0,1.20005
1858954527,26.8433,29.65,101003.0,1.20008
1858974852,27.1763,29.65,100999.0,1.20004
1858984898,27.1763,29.65,100999.0,1.20004
1858995174,27.5118,29.65,100995.0,1.19999
1859015318,27.1763,29.65,100999.0,1.20004
1859025560,27.2608,29.65,100998.0,1.20002
1859035621,27.2608,29.65,100998.0,1.20002
1859055713,26.8433,29.65,101003.0,1.20008
1859065763,26.8433,29.65,101003.0,1.20008
1859075936,27.0098,29.65,101001.0,1.20006
1859096055,26.7588,29.65,101004.0,1.20009
1859106107,27.0098,29.65,101001.0,1.20006
1859116184,26.9279,29.65,101002.0,1.20007
1859136430,27.5937,29.65,100994.0,1.19998
1859146487,26.7588,29.65,101004.0,1.20009
1859156539,27.0098,29.65,101001.0,1.20006
1859176726,26.9279,29.65,101002.0,1.20007
1859186787,26.7588,29.65,101004.0,1.20009
1859196838,27.1763,29.65,100999.0,1.20004
1859216932,26.8433,29.65,101003.0,1.20008
1859227152,26.2594,29.65,101010.0,1.20017
1859237200,27.2608,29.65,100998.0,1.20002
1859257322,26.9279,29.65,101002.0,1.20007
1859267374,26.5923,29.65,101006.0,1.20012
1859277523,27.3427,29.65,100997.0,1.20001
1859297627,26.9279,29.66,101002.0,1.20007
1859307675,26.9279,29.66,101002.0,1.20007
1859317737,27.3427,29.66,100997.0,1.20001
1859337989,27.0098,29.65,101001.0,1.20006
1859348038,27.2608,29.65,100998.0,1.20002
1859358086,26.8433,29.65,101003.0,1.20008
1859378314,26.3413,29.66,101009.0,1.20015
1859388407,26.6769,29.66,101005.0,1.20011
1859398456,27.0098,29.66,101001.0,1.20006
1859418551,26.9279,29.65,101002.0,1.20007
1859428744,27.2608,29.65,100998.0,1.20002
1859438792,27.5118,29.65,100995.0,1.19999
1859458918,26.9279,29.65,101002.0,1.20007
1859469020,27.0917,29.65,101000.0,1.20005
1859479137,27.1763,29.65,100999.0,1.20004
1859499240,27.3427,29.65,100997.0,1.20001
1859509336,27.0098,29.65,101001.0,1.20006
1859519385,26.7588,29.65,101004.0,1.20009
1859539621,27.2608,29.65,100998.0,1.20002
1859549666,27.2608,29.65,100998.0,1.20002
1859559715,27.1763,29.65,100999.0,1.20004
1859580006,27.0098,29.66,101001.0,1.20006
1859590075,27.1763,29.66,100999.0,1.20004
1859600126,26.7588,29.66,101004.0,1.20009
1859620400,27.3427,29.65,100997.0,1.20001
1859630458,27.0917,29.65,101000.0,1.20005
1859640508,27.2608,29.65,100998.0,1.20002
1859660789,27.0917,29.65,101000.0,1.20005
1859670837,27.2608,29.65,100998.0,1.20002
1859680933,27.3427,29.65,100997.0,1.20001
1859701168,27.0098,29.65,101001.0,1.20006
1859711219,26.7588,29.65,101004.0,1.20009
1859721284,26.9279,29.65,101002.0,1.20007
1859741567,26.6769,29.65,101005.0,1.20011
1859751615,27.3427,29.65,100997.0,1.20001
1859761695,26.8433,29.65,101003.0,1.20008
1859781974,26.9279,29.65,101002.0,1.20007
1859792053,27.1763,29.65,100999.0,1.20004
1859802118,27.5118,29.65,100995.0,1.19999
1859822341,27.2608,29.65,100998.0,1.20002
1859832388,27.6783,29.65,100993.0,1.19996
1859842440,26.5923,29.65,101006.0,1.20012
1859862562,27.3427,29.65,100997.0,1.20001
1859872829,27.3427,29.65,100997.0,1.20001
1859882877,27.4273,29.65,100996.0,1.2
1859903119,27.5118,29.65,100995.0,1.19999
1859913173,27.2608,29.65,100998.0,1.20002
1859923221,27.2608,29.65,100998.0,1.20002
1859943392,27.3427,29.65,100997.0,1.20001
1859953622,27.4273,29.65,100996.0,1.2
1859963691,26.7588,29.65,101004.0,1.20009
1859983976,26.8433,29.65,101003.0,1.20008
1859994033,27.2608,29.65,100998.0,1.20002
1860004094,27.4273,29.65,100996.0,1.2
1860024393,26.8433,29.66,101003.0,1.20008
1860034455,27.0917,29.66,101000.0,1.20005
1860044505,26.8433,29.66,101003.0,1.20008
1860064750,26.7588,29.65,101004.0,1.20009
1860074820,27.0098,29.65,101001.0,1.20006
1860084872,26.7588,29.65,101004.0,1.20009
1860105059,27.0098,29.66,101001.0,1.20006
1860115179,26.8433,29.66,101003.0,1.20008
1860125228,26.8433,29.66,101003.0,1.20008
1860145320,27.0917,29.65,101000.0,1.20005
1860155418,26.9279,29.65,101002.0,1.20007
1860165556,27.0098,29.65,101001.0,1.20006
1860185663,26.7588,29.65,101004.0,1.20009
1860195714,26.8433,29.65,101003.0,1.20008
1860205763,27.2608,29.65,100998.0,1.20002
1860226070,26.5923,29.66,101006.0,1.20012
1860236123,27.0098,29.66,101001.0,1.20006
1860246315,26.9279,29.66,101002.0,1.20007
1860266421,27.1763,29.66,100999.0,1.20004
1860276470,27.3427,29.66,100997.0,1.20001
1860286519,27.3427,29.66,100997.0,1.20001
1860306808,27.0917,29.66,101000.0,1.20005
1860316857,27.2608,29.66,100998.0,1.20002
1860326906,27.1763,29.66,100999.0,1.20004
1860347117,26.5923,29.65,101006.0,1.20012
1860357166,26.9279,29.65,101002.0,1.20007
1860367215,27.1763,29.65,100999.0,1.20004
1860387319,26.5104,29.66,101007.0,1.20013
1860397517,26.7588,29.66,101004.0,1.20009
1860407592,26.7588,29.66,101004.0,1.20009
1860427702,27.0098,29.66,101001.0,1.20006
1860437752,26.8433,29.66,101003.0,1.20008
1860447965,26.6769,29.66,101005.0,1.20011
1860468176,26.4258,29.66,101008.0,1.20014
1860478402,26.5923,29.66,101006.0,1.20012
1860488450,27.2608,29.66,100998.0,1.20002
1860508545,27.1763,29.65,100999.0,1.20004
1860518608,27.1763,29.65,100999.0,1.20004
1860528798,26.7588,29.65,101004.0,1.20009
1860548915,26.7588,29.66,101004.0,1.20009
1860559162,27.0098,29.66,101001.0,1.20006
1860569211,26.7588,29.66,101004.0,1.20009
1860589322,26.5104,29.66,101007.0,1.20013
1860599385,26.7588,29.66,101004.0,1.20009
1860609599,27.3427,29.66,100997.0,1.20001
1860629692,27.2608,29.66,100998.0,1.20002
1860639743,27.0098,29.66,101001.0,1.20006
1860649793,26.7588,29.66,101004.0,1.20009
1860670006,26.8433,29.66,101003.0,1.20008
1860680064,26.7588,29.66,101004.0,1.20009
1860690122,26.9279,29.66,101002.0,1.20007
1860710340,26.8433,29.66,101003.0,1.20008
1860720391,27.1763,29.66,100999.0,1.20004
1860730442,27.2608,29.66,100998.0,1.20002
1860750534,26.7588,29.66,101004.0,1.20009
1860760733,27.1763,29.66,100999.0,1.20004
1860770784,27.0917,29.66,101000.0,1.20005
1860790877,27.5118,29.66,100995.0,1.19999
1860800928,27.2608,29.66,100998.0,1.20002
1860811181,27.5118,29.66,100995.0,1.19999
1860831336,26.8433,29.66,101003.0,1.20008
1860841505,26.7588,29.66,101004.0,1.20009
1860851603,27.3427,29.66,100997.0,1.20001
1860871721,27.5118,29.65,100995.0,1.19999
1860881770,27.3427,29.65,100997.0,1.20001
1860891965,27.5118,29.65,100995.0,1.19999
1860912058,27.2608,29.66,100998.0,1.20002
1860922113,26.8433,29.66,101003.0,1.20008
1860932176,27.1763,29.66,100999.0,1.20004
1860952434,27.4273,29.65,100996.0,1.2
1860962486,27.6783,29.65,100993.0,1.19996
1860972540,27.5937,29.65,100994.0,1.19998
1860992763,26.9279,29.65,101002.0,1.20007
1861002815,27.6783,29.65,100993.0,1.19996
1861012864,27.1763,29.65,100999.0,1.20004
1861032965,27.2608,29.66,100998.0,1.20002
1861043143,27.6783,29.66,100993.0,1.19996
1861053207,27.0098,29.66,101001.0,1.20006
1861073320,27.4273,29.66,100996.0,1.2
1861083368,27.4273,29.66,100996.0,1.2
1861093598,27.2608,29.66,100998.0,1.20002
1861113720,27.5937,29.66,100994.0,1.19998
1861123958,27.4273,29.66,100996.0,1.2
1861134087,27.3427,29.66,100997.0,1.20001
1861154405,27.0917,29.66,101000.0,1.20005
1861164492,27.2608,29.66,100998.0,1.20002
1861174545,27.0098,29.66,101001.0,1.20006
1861194812,26.8433,29.66,101003.0,1.20008
1861204862,26.8433,29.66,101003.0,1.20008
1861214930,27.1763,29.66,100999.0,1.20004
1861235151,26.9279,29.66,101002.0,1.20007
1861245200,27.1763,29.66,100999.0,1.20004
1861255258,26.9279,29.66,101002.0,1.20007
1861275409,26.5923,29.66,101006.0,1.20012
1861285511,27.1763,29.66,100999.0,1.20004
1861295562,27.1763,29.66,100999.0,1.20004
1861315720,27.1763,29.66,100999.0,1.20004
1861325776,27.0917,29.66,101000.0,1.20005
1861335945,27.4273,29.66,100996.0,1.2
1861356041,27.1763,29.66,100999.0,1.20004
1861366115,27.0098,29.66,101001.0,1.20006
1861376163,27.0917,29.66,101000.0,1.20005
1861396381,27.5937,29.66,100994.0,1.19998
1861406430,27.5937,29.66,100994.0,1.19998
1861416511,27.3427,29.66,100997.0,1.20001
1861436851,27.4273,29.66,100996.0,1.2
1861446964,27.2608,29.66,100998.0,1.20002
1861457013,27.0917,29.66,101000.0,1.20005
1861477319,26.9279,29.66,101002.0,1.20007
1861487367,27.0917,29.66,101000.0,1.20005
1861497643,27.4273,29.66,100996.0,1.2
1861517734,27.0098,29.66,101001.0,1.20006
1861527998,26.8433,29.66,101003.0,1.20008
1861538046,27.2608,29.66,100998.0,1.20002
1861558144,27.0098,29.66,101001.0,1.20006
1861568193,27.1763,29.66,100999.0,1.20004
1861578485,26.8433,29.66,101003.0,1.20008
1861598583,27.0917,29.66,101000.0,1.20005
1861608786,27.0098,29.66,101001.0,1.20006
1861618841,27.3427,29.66,100997.0,1.20001
1861638941,26.9279,29.66,101002.0,1.20007
1861648994,26.5923,29.66,101006.0,1.20012
1861659257,27.1763,29.66,100999.0,1.20004
1861679368,27.1763,29.66,100999.0,1.20004
1861689581,26.8433,29.66,101003.0,1.20008
1861699633,27.5118,29.66,100995.0,1.19999
1861719734,26.9279,29.66,101002.0,1.20007
1861729782,27.1763,29.66,100999.0,1.20004
1861739922,27.2608,29.66,100998.0,1.20002
1861760020,27.1763,29.66,100999.0,1.20004
1861770069,26.6769,29.66,101005.0,1.20011
1861780120,27.1763,29.66,100999.0,1.20004
1861800450,27.5118,29.66,100995.0,1.19999
1861810502,26.9279,29.66,101002.0,1.20007
1861820765,27.0098,29.66,101001.0,1.20006
1861840870,26.9279,29.66,101002.0,1.20007
1861850918,27.1763,29.66,100999.0,1.20004
1861861018,27.3427,29.66,100997.0,1.20001
1861881231,27.0098,29.66,101001.0,1.20006
1861891330,26.8433,29.66,101003.0,1.20008
1861901548,26.7588,29.66,101004.0,1.20009
1861921684,27.0917,29.66,101000.0,1.20005
1861931737,27.1763,29.66,100999.0,1.20004
1861941786,27.2608,29.66,100998.0,1.20002
1861962056,26.8433,29.66,101003.0,1.20008
1861972116,27.0098,29.66,101001.0,1.20006
1861982342,27.4273,29.66,100996.0,1.2
1862002434,27.0917,29.66,101000.0,1.20005
1862012485,27.4273,29.66,100996.0,1.2
1862022533,27.0098,29.66,101001.0,1.20006
1862042836,27.5937,29.66,100994.0,1.19998
1862052897,27.0917,29.66,101000.0,1.20005
1862063196,26.7588,29.66,101004.0,1.20009
1862083339,27.2608,29.66,100998.0,1.20002
1862093518,26.8433,29.66,101003.0,1.20008
1862103565,27.2608,29.66,100998.0,1.20002
1862123663,27.4273,29.66,100996.0,1.2
1862133735,27.0917,29.66,101000.0,1.20005
1862143951,27.4273,29.66,100996.0,1.2
1862164096,26.4258,29.66,101008.0,1.20014
1862174354,26.5923,29.66,101006.0,1.20012
1862184402,27.0917,29.66,101000.0,1.20005
1862204514,26.9279,29.66,101002.0,1.20007
1862214610,26.8433,29.66,101003.0,1.20008
1862224718,26.6769,29.66,101005.0,1.20011
1862244813,26.7588,29.67,101004.0,1.20009
1862254892,26.6769,29.67,101005.0,1.20011
1862264947,26.4258,29.67,101008.0,1.20014
1862285209,27.4273,29.66,100996.0,1.2
1862295275,27.0098,29.66,101001.0,1.20006
1862305323,27.0917,29.66,101000.0,1.20005
1862325596,26.5923,29.66,101006.0,1.20012
1862335655,27.4273,29.66,100996.0,1.2
1862345745,27.1763,29.66,100999.0,1.20004
1862366054,27.0917,29.66,101000.0,1.20005
1862376103,26.7588,29.66,101004.0,1.20009
1862386363,26.8433,29.66,101003.0,1.20008
1862406465,26.5104,29.66,101007.0,1.20013
1862416514,27.0098,29.66,101001.0,1.20006
1862426611,27.0917,29.66,101000.0,1.20005
1862446827,27.3427,29.66,100997.0,1.20001
1862456877,27.1763,29.66,100999.0,1.20004
1862466927,27.2608,29.66,100998.0,1.20002
1862487194,26.8433,29.66,101003.0,1.20008
1862497242,27.0098,29.66,101001.0,1.20006
1862507322,26.9279,29.66,101002.0,1.20007
1862527562,27.0917,29.66,101000.0,1.20005
1862537643,27.0917,29.66,101000.0,1.20005
1862547701,27.3427,29.66,100997.0,1.20001
1862567947,26.9279,29.66,101002.0,1.20007
1862577999,27.0098,29.66,101001.0,1.20006
1862588050,27.2608,29.66,100998.0,1.20002
1862608163,26.7588,29.67,101004.0,1.20009
1862618351,27.0917,29.67,101000.0,1.20005
1862628400,27.0098,29.67,101001.0,1.20006
1862648493,27.0917,29.66,101000.0,1.20005
1862658579,27.0098,29.66,101001.0,1.20006
1862668759,27.0098,29.66,101001.0,1.20006
1862688851,26.9279,29.67,101002.0,1.20007
1862698899,26.9279,29.67,101002.0,1.20007
1862708947,27.0098,29.67,101001.0,1.20006
1862729191,27.0917,29.67,101000.0,1.20005
1862739240,26.5923,29.67,101006.0,1.20012
1862749335,26.6769,29.67,101005.0,1.20011
1862769549,26.9279,29.66,101002.0,1.20007
1862779596,26.8433,29.66,101003.0,1.20008
1862789644,27.0917,29.66,101000.0,1.20005
1862809738,26.7588,29.66,101004.0,1.20009
1862820022,27.0917,29.66,101000.0,1.20005
1862830070,26.7588,29.66,101004.0,1.20009
1862850359,26.9279,29.66,101002.0,1.20007
1862860407,26.8433,29.66,101003.0,1.20008
1862870474,27.0917,29.66,101000.0,1.20005
1862890593,26.4258,29.67,101008.0,1.20014
1862900795,26.9279,29.67,101002.0,1.20007
1862910843,26.8433,29.67,101003.0,1.20008
1862930945,27.1763,29.66,100999.0,1.20004
1862940999,27.0098,29.66,101001.0,1.20006
1862951230,26.7588,29.66,101004.0,1.20009
1862971362,27.2608,29.66,100998.0,1.20002
1862981524,26.9279,29.66,101002.0,1.20007
1862991582,27.2608,29.66,100998.0,1.20002
1863011683,26.8433,29.66,101003.0,1.20008
1863021734,27.1763,29.66,100999.0,1.20004
1863031976,27.1763,29.66,100999.0,1.20004
1863052116,26.8433,29.66,101003.0,1.20008
1863062383,26.6769,29.66,101005.0,1.20011
1863072431,26.5923,29.66,101006.0,1.20012
1863092537,26.8433,29.66,101003.0,1.20008
1863102703,26.7588,29.66,101004.0,1.20009
1863112752,27.1763,29.66,100999.0,1.20004
1863132845,27.1763,29.67,100999.0,1.20004
1863142905,26.9279,29.67,101002.0,1.20007
1863152956,26.6769,29.67,101005.0,1.20011
1863173251,26.9279,29.67,101002.0,1.20007
1863183323,27.0917,29.67,101000.0,1.20005
1863193512,26.7588,29.67,101004.0,1.20009
1863213676,26.8433,29.66,101003.0,1.20008
1863223725,26.7588,29.66,101004.0,1.20009
1863233818,26.9279,29.66,101002.0,1.20007
1863254040,27.0098,29.67,101001.0,1.20006
1863264106,26.8433,29.67,101003.0,1.20008
1863274399,27.0098,29.67,101001.0,1.20006
1863294513,27.0098,29.67,101001.0,1.20006
1863304757,27.5118,29.67,100995.0,1.19999
1863314805,27.1763,29.67,100999.0,1.20004
1863334901,26.8433,29.67,101003.0,1.20008
1863344966,27.0098,29.67,101001.0,1.20006
1863355134,26.7588,29.67,101004.0,1.20009
1863375230,26.6769,29.67,101005.0,1.20011
1863385319,26.7588,29.67,101004.0,1.20009
1863395368,27.0917,29.67,101000.0,1.20005
1863415625,27.1763,29.66,100999.0,1.20004
1863425679,26.7588,29.66,101004.0,1.20009
1863435727,27.2608,29.66,100998.0,1.20002
1863455976,27.0098,29.67,101001.0,1.20006
1863466024,26.8433,29.67,101003.0,1.20008
1863476074,26.9279,29.67,101002.0,1.20007
1863496174,26.6769,29.67,101005.0,1.20011
1863506411,27.0917,29.67,101000.0,1.20005
1863516496,27.0098,29.67,101001.0,1.20006
1863536771,26.8433,29.67,101003.0,1.20008
1863546819,26.8433,29.67,101003.0,1.20008
1863556862,27.0917,29.67,101000.0,1.20005
1863577010,26.5923,29.67,101006.0,1.20012
1863587119,26.7588,29.67,101004.0,1.20009
1863597165,27.0098,29.67,101001.0,1.20006
1863617371,27.2608,29.67,100998.0,1.20002
1863627541,26.8433,29.67,101003.0,1.20008
1863637597,26.9279,29.67,101002.0,1.20007
1863657691,26.5923,29.67,101006.0,1.20012
1863667746,27.2608,29.67,100998.0,1.20002
1863677796,26.8433,29.67,101003.0,1.20008
1863697969,26.5923,29.67,101006.0,1.20012
1863708031,26.9279,29.67,101002.0,1.20007
1863718129,27.1763,29.67,100999.0,1.20004
1863738400,26.7588,29.66,101004.0,1.20009
1863748448,27.0098,29.66,101001.0,1.20006
1863758497,27.4273,29.66,100996.0,1.2
1863778866,26.5923,29.67,101006.0,1.20012
1863788939,26.6769,29.67,101005.0,1.20011
1863799176,26.5923,29.67,101006.0,1.20012
1863819268,27.4273,29.66,100996.0,1.2
1863829319,27.1763,29.66,100999.0,1.20004
1863839367,26.9279,29.66,101002.0,1.20007
1863859666,27.1763,29.67,100999.0,1.20004
1863869720,26.5923,29.67,101006.0,1.20012
1863880039,27.1763,29.67,100999.0,1.20004
1863900135,26.3413,29.67,101009.0,1.20015
1863910316,27.1763,29.67,100999.0,1.20004
1863920363,27.3427,29.67,100997.0,1.20001
1863940451,26.9279,29.66,101002.0,1.20007
1863950501,27.3427,29.66,100997.0,1.20001
1863960788,27.0098,29.66,101001.0,1.20006
1863980885,26.4258,29.67,101008.0,1.20014
1863990939,26.8433,29.67,101003.0,1.20008
1864000992,27.0098,29.67,101001.0,1.20006
1864021343,26.2594,29.67,101010.0,1.20017
1864031394,26.5104,29.67,101007.0,1.20013
1864041528,26.9279,29.67,101002.0,1.20007
1864061634,26.7588,29.67,101004.0,1.20009
1864071683,26.8433,29.67,101003.0,1.20008
1864081741,27.0098,29.67,101001.0,1.20006
1864102037,27.0917,29.67,101000.0,1.20005
1864112086,27.0098,29.67,101001.0,1.20006
1864122139,27.2608,29.67,100998.0,1.20002
1864142438,27.4273,29.67,100996.0,1.2
1864152493,27.0917,29.67,101000.0,1.20005
1864162542,26.5923,29.67,101006.0,1.20012
1864182827,27.3427,29.67,100997.0,1.20001
1864192876,26.7588,29.67,101004.0,1.20009
1864202971,27.0917,29.67,101000.0,1.20005
1864223171,26.4258,29.67,101008.0,1.20014
1864233220,26.8433,29.67,101003.0,1.20008
1864243275,26.8433,29.67,101003.0,1.20008
1864263418,27.0917,29.67,101000.0,1.20005
1864273553,26.8433,29.67,101003.0,1.20008
1864283601,26.9279,29.67,101002.0,1.20007
1864303727,27.3427,29.67,100997.0,1.20001
1864313777,26.9279,29.67,101002.0,1.20007
1864324035,27.2608,29.67,100998.0,1.20002
1864344137,26.9279,29.67,101002.0,1.20007
1864354357,26.6769,29.67,101005.0,1.20011
1864364412,27.2608,29.67,100998.0,1.20002
1864384505,27.0917,29.67,101000.0,1.20005
1864394557,27.0917,29.67,101000.0,1.20005
1864404804,26.9279,29.67,101002.0,1.20007
1864424920,26.7588,29.67,101004.0,1.20009
1864435192,26.5104,29.67,101007.0,1.20013
1864445243,26.6769,29.67,101005.0,1.20011
1864465569,26.8433,29.67,101003.0,1.20008
1864475617,27.0098,29.67,101001.0,1.20006
1864485712,27.0098,29.67,101001.0,1.20006
1864505963,27.5118,29.67,100995.0,1.19999
1864516016,26.7588,29.67,101004.0,1.20009
1864526064,27.0917,29.67,101000.0,1.20005
1864546393,26.8433,29.67,101003.0,1.20008
1864556445,26.8433,29.67,101003.0,1.20008
1864566522,26.7588,29.67,101004.0,1.20009
1864586788,26.7588,29.67,101004.0,1.20009
1864596869,26.9279,29.67,101002.0,1.20007
1864606919,26.6769,29.67,101005.0,1.20011
1864627142,27.2608,29.67,100998.0,1.20002
1864637190,26.9279,29.67,101002.0,1.20007
1864647241,26.8433,29.67,101003.0,1.20008
1864667376,26.7588,29.67,101004.0,1.20009
1864677633,26.8433,29.67,101003.0,1.20008
1864687682,26.8433,29.67,101003.0,1.20008
1864707932,27.1763,29.67,100999.0,1.20004
1864717989,27.0098,29.67,101001.0,1.20006
1864728040,27.0098,29.67,101001.0,1.20006
1864748158,26.7588,29.67,101004.0,1.20009
1864758386,26.5923,29.67,101006.0,1.20012
1864768468,26.4258,29.67,101008.0,1.20014
1864788774,27.0917,29.67,101000.0,1.20005
1864798822,26.9279,29.67,101002.0,1.20007
1864808873,26.7588,29.67,101004.0,1.20009
1864829022,26.5104,29.67,101007.0,1.20013
1864839179,27.1763,29.67,100999.0,1.20004
1864849230,27.1763,29.67,100999.0,1.20004
1864869505,26.7588,29.67,101004.0,1.20009
1864879558,27.2608,29.67,100998.0,1.20002
1864889623,27.1763,29.67,100999.0,1.20004
1864909721,26.8433,29.67,101003.0,1.20008
1864919939,27.0917,29.67,101000.0,1.20005
1864929999,26.6769,29.67,101005.0,1.20011
1864950100,27.0917,29.67,101000.0,1.20005
1864960161,26.8433,29.67,101003.0,1.20008
1864970312,26.8433,29.67,101003.0,1.20008
1864990422,26.8433,29.67,101003.0,1.20008
1865000520,27.0098,29.67,101001.0,1.20006
1865010576,26.5923,29.67,101006.0,1.20012
1865030833,26.6769,29.67,101005.0,1.20011
1865040891,26.6769,29.67,101005.0,1.20011
1865050943,26.8433,29.67,101003.0,1.20008
1865071085,26.5104,29.67,101007.0,1.20013
1865081143,26.7588,29.67,101004.0,1.20009
1865091191,27.1763,29.67,100999.0,1.20004
1865111319,26.5923,29.67,101006.0,1.20012
1865121578,27.2608,29.67,100998.0,1.20002
1865131626,26.6769,29.67,101005.0,1.20011
1865151719,26.5923,29.67,101006.0,1.20012
