timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
1818822942,-0.00174018,-0.119497,0.00648192,0.0542169,0.215682,-0.126417,-0.0932176,-0.0199236,-0.456669,-0.163493,1.20959,0.288836,0.0,0.0,0.185501,0.261391,0.261415,0.148681,0.298496,0.298452,4.04579,0.00251114,0.00250823,0.00250802,0.0901489,1.91065,0.300327,0.0,0.0,0.601977,0.00349523,0.0122115,0.0294256,0.0,0.0,0.0,0.0,0.0,0.0
1819019742,0.00845457,-0.111064,-0.00483447,0.0313325,0.210952,-0.0733738,-0.0932176,-0.0199236,-0.456669,-0.145517,1.20959,0.288836,0.0,0.0,0.185501,0.261437,0.261464,0.148735,0.296146,0.296114,4.04576,0.00251114,0.00250823,0.00250802,0.0901488,1.91065,0.300327,0.0,0.0,0.601977,0.0034137,0.0115136,0.0282347,0.0,0.0,0.0,0.0,0.0,0.0
1819228574,-0.00687894,-0.16077,0.0732323,0.0125089,0.185196,-0.148233,-0.0932176,-0.0199236,-0.456669,-0.140263,1.20959,0.288836,0.0,0.0,0.185501,0.261478,0.261512,0.148697,0.293841,0.293821,4.04544,0.00251114,0.00250823,0.00250802,0.0901487,1.91065,0.300327,0.0,0.0,0.601977,0.00298346,0.0129022,0.0299409,0.0,0.0,0.0,0.0,0.0,0.0
1819429342,-0.022607,-0.171632,0.0681327,-8.7738e-05,0.163761,-0.131483,-0.0932176,-0.0199236,-0.456669,-0.0661279,1.20959,0.288836,0.0,0.0,0.185501,0.261577,0.26161,0.148736,0.29271,0.292702,4.04547,0.00251114,0.00250823,0.00250802,0.0901487,1.91065,0.300327,0.0,0.0,0.601977,0.00250053,0.0131986,0.0307041,0.0,0.0,0.0,0.0,0.0,0.0
1819630942,-0.0615265,-0.169989,0.0767296,-0.038434,0.139251,0.0919247,-0.0932176,-0.0199236,-0.456669,-0.0676244,1.20959,0.288836,0.0,0.0,0.185501,0.261629,0.26166,0.148749,0.289504,0.289506,4.04539,0.00251114,0.00250823,0.00250802,0.0901486,1.91065,0.300327,0.0,0.0,0.601977,0.00242488,0.0140353,0.0326329,0.0,0.0,0.0,0.0,0.0,0.0
1819831742,0.0141202,-0.136914,-0.0915644,-0.0439982,0.126216,-0.152201,-0.0932176,-0.0199236,-0.456669,-0.064412,1.20959,0.288836,0.0,0.0,0.185501,0.261681,0.261707,0.148719,0.289279,0.289288,4.04544,0.00251114,0.00250823,0.00250802,0.0901484,1.91065,0.300327,0.0,0.0,0.601977,0.00193746,0.0134237,0.0311687,0.0,0.0,0.0,0.0,0.0,0.0
1820034170,-0.0515339,-0.173266,0.0482124,-0.0503545,0.104182,-0.183764,-0.0932176,-0.0199236,-0.456669,-0.112157,1.20959,0.288836,0.0,0.0,0.185501,0.261681,0.2617,0.148745,0.288859,0.288875,4.04529,0.00251114,0.00250823,0.00250802,0.0901485,1.91065,0.300327,0.0,0.0,0.601977,0.00175728,0.0139249,0.033375,0.0,0.0,0.0,0.0,0.0,0.0
1820234142,-0.0393101,-0.177144,0.0672459,-0.0700665,0.0874585,0.136003,-0.0932176,-0.0199236,-0.456669,-0.0978823,1.20959,0.288836,0.0,0.0,0.185501,0.261693,0.261704,0.148731,0.28858,0.2886,4.04516,0.00251114,0.00250823,0.00250802,0.0901485,1.91065,0.300327,0.0,0.0,0.601977,0.00176573,0.0140219,0.0343477,0.0,0.0,0.0,0.0,0.0,0.0
1820434945,-0.0187412,-0.162873,0.0536339,-0.0869417,0.0597738,0.114805,-0.0932176,-0.0199236,-0.456669,-0.0854045,1.20959,0.288836,0.0,0.0,0.185501,0.261825,0.26183,0.148736,0.288831,0.288853,4.04513,0.00251114,0.00250823,0.00250802,0.0901484,1.91065,0.300327,0.0,0.0,0.601977,0.00162433,0.0139092,0.0347208,0.0,0.0,0.0,0.0,0.0,0.0
1820639759,0.0157891,-0.181751,-0.0289328,-0.104568,0.0404036,-0.142033,-0.0932176,-0.0199236,-0.456669,-0.0706465,1.20959,0.288836,0.0,0.0,0.185501,0.26188,0.261878,0.14875,0.288788,0.288811,4.045,0.00251114,0.00250823,0.00250802,0.0901484,1.91065,0.300327,0.0,0.0,0.601977,0.00175304,0.0139018,0.0351034,0.0,0.0,0.0,0.0,0.0,0.0
1820845381,-0.071762,-0.21314,0.120787,-0.111521,0.00563827,-0.334396,-0.0932176,-0.0199236,-0.456669,-0.0840253,1.20959,0.288836,0.0,0.0,0.185501,0.26199,0.261981,0.148749,0.288959,0.288981,4.04519,0.00251114,0.00250823,0.00250802,0.0901487,1.91065,0.300327,0.0,0.0,0.601977,0.00185814,0.0141373,0.0387429,0.0,0.0,0.0,0.0,0.0,0.0
1821046149,-0.0233608,-0.250322,-0.00761581,-0.114048,-0.0251995,-0.0873947,-0.0932176,-0.0199236,-0.456669,-0.0903451,1.20959,0.288836,0.0,0.0,0.185501,0.261999,0.261986,0.148771,0.28871,0.28873,4.0452,0.00251114,0.00250823,0.00250802,0.0901488,1.91065,0.300327,0.0,0.0,0.601977,0.00175924,0.0151987,0.0418601,0.0,0.0,0.0,0.0,0.0,0.0
1821243748,-0.0395831,-0.246556,0.0603028,-0.0957298,-0.0547979,-0.428165,-0.0932176,-0.0199236,-0.456669,-0.0212435,1.20959,0.288836,0.0,0.0,0.185501,0.262084,0.262064,0.148754,0.288911,0.288928,4.04521,0.00251114,0.00250823,0.00250802,0.0901489,1.91065,0.300327,0.0,0.0,0.601977,0.00149609,0.0165213,0.0406573,0.0,0.0,0.0,0.0,0.0,0.0
1821444542,0.0132613,-0.188136,-0.04176,-0.0791845,-0.0772913,0.204603,-0.0932176,-0.0199236,-0.456669,-0.0682189,1.20959,0.288836,0.0,0.0,0.185501,0.262121,0.262097,0.148753,0.28899,0.289003,4.0452,0.00251114,0.00250823,0.00250802,0.090149,1.91065,0.300327,0.0,0.0,0.601977,0.00129539,0.0151173,0.0389802,0.0,0.0,0.0,0.0,0.0,0.0
1821645350,-0.0316982,-0.165402,0.132999,-0.0545473,-0.0950135,-0.430956,-0.0932176,-0.0199236,-0.456669,-0.0675347,1.20959,0.288836,0.0,0.0,0.185501,0.262111,0.262085,0.14874,0.28891,0.28892,4.04528,0.00251114,0.00250823,0.00250802,0.0901489,1.91065,0.300327,0.0,0.0,0.601977,0.00129875,0.0128147,0.0352772,0.0,0.0,0.0,0.0,0.0,0.0
1821854309,0.0171929,-0.191346,-0.153681,-0.0371222,-0.108707,-0.0166969,-0.0932176,-0.0199236,-0.456669,-0.0921118,1.20959,0.288836,0.0,0.0,0.185501,0.26209,0.26206,0.148728,0.288974,0.28898,4.04514,0.00251114,0.00250823,0.00250802,0.0901488,1.91065,0.300327,0.0,0.0,0.601977,0.00126234,0.0136345,0.037177,0.0,0.0,0.0,0.0,0.0,0.0
