timestamp,load,ram_usage
1816738437,0.747466,0.773549
1817738100,0.718183,0.773549
1818739388,0.722785,0.773549
1819738100,0.718328,0.773549
1820738518,0.718407,0.773549
1821738811,0.719836,0.773549
1822738379,0.717866,0.773549
1823738573,0.719468,0.773549
1824740080,0.719412,0.773549
1825738100,0.717897,0.773549
1826738557,0.718253,0.773549
1827738460,0.719106,0.773549
1828738622,0.7184,0.773549
1829738370,0.717566,0.773549
1830738569,0.718542,0.773549
1831738534,0.717102,0.773549
1832739290,0.719148,0.773549
1833738353,0.718572,0.773549
1834739295,0.718459,0.773549
1835739235,0.715398,0.773549
1836738100,0.717228,0.773549
1837738563,0.71807,0.773549
1838738376,0.719801,0.773549
1839738103,0.71725,0.773549
1840738100,0.718655,0.773549
1841738100,0.717992,0.773549
1842738516,0.718592,0.773549
1843738100,0.718417,0.773549
1844738567,0.71776,0.773549
1845738103,0.7189,0.773549
1846739320,0.718092,0.773549
1847738339,0.717901,0.773549
1848738496,0.717167,0.773549
1849739262,0.718645,0.773549
1850738100,0.719323,0.773549
1851738437,0.718429,0.773549
1852738476,0.720632,0.773549
1853738100,0.718715,0.773549
1854738100,0.718117,0.773549
1855738441,0.719907,0.773549
1856738545,0.718522,0.773549
1857738877,0.717054,0.773549
1858738477,0.718415,0.773549
1859738503,0.720266,0.773549
1860738112,0.716712,0.773549
1861738436,0.716381,0.773549
1862738100,0.719963,0.773549
1863738749,0.719225,0.773549
1864739307,0.718329,0.773549
1865738617,0.718428,0.773549
1866738120,0.720182,0.773549
1867738117,0.716466,0.773549
1868738361,0.719932,0.773549
1869738435,0.719375,0.773549
1870738518,0.718866,0.773549
1871738641,0.717963,0.773549
1872738452,0.720086,0.773549
1873738100,0.719378,0.773549
1874738641,0.717902,0.773549
1875738123,0.717055,0.773549
1876738431,0.71945,0.773549
1877738340,0.720952,0.773549
1878738100,0.718167,0.773549
1879738411,0.719428,0.773549
1880738100,0.71893,0.773549
1881738109,0.719017,0.773549
1882738103,0.719283,0.773549
1883738306,0.719618,0.773549
1884738461,0.71926,0.773549
1885738618,0.717697,0.773549
1886738670,0.719486,0.773549
1887738447,0.719119,0.773549
1890738100,0.712156,0.773549
1891738100,0.718613,0.773549
1892738462,0.71869,0.773549
1893740169,0.719612,0.773549
1894738116,0.720021,0.773549
1895738538,0.717031,0.773549
1896740323,0.718108,0.773549
1897738410,0.719303,0.773549
1898738420,0.719438,0.773549
1899738528,0.718041,0.773549
1900739619,0.718433,0.773549
1901738103,0.718536,0.773549
1902738114,0.718441,0.773549
1903738777,0.719707,0.773549
1904738110,0.719605,0.773549
1905738360,0.717774,0.773549
1906738108,0.720692,0.773549
1907739516,0.717398,0.773549
1908738100,0.719173,0.773549
1909738629,0.720222,0.773549
1910739975,0.719028,0.773549
1911740244,0.717396,0.773549
1912738456,0.719167,0.773549
1913738535,0.719228,0.773549
1914740286,0.718765,0.773549
1915738100,0.719082,0.773549
1916738102,0.719996,0.773549
1917738105,0.718719,0.773549
1918738498,0.718506,0.773549
1919738107,0.717867,0.773549
1920738100,0.718746,0.773549
1921738838,0.717846,0.773549
1922738515,0.718177,0.773549
1923738100,0.719638,0.773549
1924739205,0.718422,0.773549
1925738581,0.718556,0.773549
1926738446,0.718918,0.773549
1927738103,0.718728,0.773549
1928738612,0.719685,0.773549
1929738100,0.717452,0.773549
1930738100,0.718316,0.773549
1931738496,0.719498,0.773549
1932738597,0.718778,0.773549
1933738113,0.720099,0.773549
1934738100,0.716917,0.773549
1935738789,0.717644,0.773549
1936738693,0.71953,0.773549
1937738431,0.718598,0.773549
1938738100,0.718058,0.773549
1939738469,0.71783,0.773549
1940738511,0.717767,0.773549
1941738100,0.718024,0.773549
1942738604,0.720092,0.773549
1943738397,0.727142,0.773549
1944738112,0.718803,0.773549
1945738100,0.719073,0.773549
1946738115,0.719518,0.773549
1947738886,0.718176,0.773549
1948738380,0.71834,0.773549
1949738630,0.718468,0.773549
1950738420,0.720276,0.773549
1951738100,0.721913,0.773549
1952738440,0.725204,0.773549
1953738342,0.724593,0.773549
1954738511,0.727403,0.773549
1955738103,0.724916,0.773549
1956738532,0.726616,0.773549
1957738100,0.736979,0.773549
1958738599,0.743033,0.773549
1959738119,0.746794,0.773549
1960738411,0.746983,0.773549
1961738525,0.745817,0.773549
1962738698,0.746164,0.773549
1963738449,0.74461,0.773549
1964738110,0.747639,0.773549
1965738525,0.744141,0.773549
1966738100,0.744978,0.773549
1967738100,0.746992,0.773549
1968738802,0.746054,0.773549
1969739589,0.74569,0.773549
1970738622,0.740022,0.773549
1971738439,0.742587,0.773549
1972738103,0.740531,0.773549
1973740106,0.739506,0.773549
1974738333,0.745221,0.773549
1975738100,0.744155,0.773549
1976738382,0.741106,0.773549
1977740046,0.742842,0.773549
1978738406,0.740793,0.773549
1979738103,0.73827,0.773549
1980738649,0.738162,0.773549
1981738367,0.738083,0.773549
1982738100,0.738704,0.773549
1983738100,0.737854,0.773549
1984739311,0.73614,0.773549
1985738111,0.740893,0.773549
1986738100,0.744199,0.773549
1987738917,0.750023,0.773549
1988738102,0.743327,0.773549
1989738408,0.74648,0.773549
1990738107,0.74412,0.773549
1991738590,0.745097,0.773549
1992738100,0.744098,0.773549
1993738100,0.739999,0.773549
1994738398,0.741063,0.773549
1995738548,0.744847,0.773549
1996738100,0.745234,0.773549
1997738100,0.745284,0.773549
1998738432,0.747285,0.773549
1999739570,0.74525,0.773549
2000738370,0.744633,0.773549
2001738538,0.761109,0.773549
2002738597,0.756881,0.773549
2003739249,0.750894,0.773549
2006739639,0.741999,0.773549
2007738104,0.757054,0.773549
2008738731,0.757937,0.773549
2009738485,0.757293,0.773549
2010739375,0.757453,0.773549
2011738463,0.755531,0.773549
2012738684,0.756887,0.773549
2013739597,0.758261,0.773549
2014741874,0.754895,0.773549
2015738399,0.758931,0.773549
2016738100,0.75872,0.773549
2017738688,0.757628,0.773549
2018738100,0.757712,0.773549
2019738481,0.758229,0.773549
2020738447,0.756899,0.773549
2021738503,0.755721,0.773549
2022738516,0.759635,0.773549
2023738849,0.756666,0.773549
2024738556,0.755429,0.773549
2025738100,0.755977,0.773549
2026738836,0.757286,0.773549
2027738790,0.757695,0.773549
2028738519,0.754073,0.773549
2029738100,0.757851,0.773549
2030738484,0.759006,0.773549
2031738535,0.755951,0.773549
2032738103,0.754623,0.773549
2033738490,0.756806,0.773549
2034738477,0.75516,0.773549
2035740061,0.75334,0.773549
2036738490,0.752902,0.773549
2037739528,0.755487,0.773549
2038740208,0.747555,0.773549
2039739571,0.75253,0.773549
2040738465,0.750988,0.773549
2041738466,0.746882,0.773549
2042738607,0.747652,0.773549
2043739724,0.742183,0.773549
2044738326,0.738808,0.773549
2045738103,0.736942,0.773549
2046738873,0.731776,0.773549
2047738533,0.728792,0.773549
2048738108,0.730969,0.773549
2049738565,0.732222,0.773549
2050738100,0.730754,0.773549
2051738473,0.742868,0.773549
