timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
1990225342,-4.52185,2.16374,0.00471959,0.0107804,3.5482,1.9206,0.0,0.0268669,0.300178
1990426942,-4.56773,2.12888,0.00469893,0.0107788,3.0469,1.91883,0.0,0.030713,0.300175
1990627742,-4.61358,2.09555,0.00467801,0.010779,3.10427,1.918,0.0,0.0441596,0.300176
1990828542,-4.66226,2.06142,0.00465769,0.0107824,3.01793,1.91896,0.0,0.0526557,0.300171
1991029342,-4.70006,2.03554,0.00463802,0.0107876,2.72049,1.919,0.0,0.0740164,0.300166
1991234942,-4.74754,2.00257,0.00461615,0.010792,2.88835,1.91959,0.0,0.0784341,0.300162
1991435742,-4.78166,1.98072,0.00459556,0.0107988,2.31104,1.91827,0.0,0.104111,0.300165
1991637342,-4.81409,1.961,0.00457655,0.0108098,1.71423,1.91946,0.0,0.120609,0.300163
1991837342,-4.83386,1.94848,0.00455889,0.0108211,1.42609,1.91954,0.0,0.128956,0.30016
1992038942,-4.849,1.9377,0.00454265,0.0108278,0.70299,1.91895,0.0,0.106647,0.300159
1992247769,-4.85355,1.93377,0.00452938,0.0108259,-0.130955,1.91991,0.0,0.114638,0.300156
1992448542,-4.85755,1.92855,0.00452037,0.0108161,1.18383,1.91963,0.0,0.110012,0.300154
1992650142,-4.87312,1.90871,0.00451397,0.0107969,1.19522,1.92038,0.0,0.151881,0.300165
1992846942,-4.88443,1.89401,0.0045091,0.0107739,0.93956,1.91969,0.0,0.13207,0.300155
1993051742,-4.89882,1.87327,0.00449575,0.01073,1.05263,1.92037,0.0,0.116486,0.300148
1993253342,-4.90851,1.85252,0.00450702,0.0106832,1.12432,1.92111,0.0,0.0942378,0.300144
1993450142,-4.92073,1.82077,0.00450798,0.0105981,1.85559,1.92222,0.0,0.044756,0.300134
1993658942,-4.93642,1.75736,0.00452224,0.0104927,2.92234,1.9232,0.0,0.0356822,0.300127
1993859770,-4.94962,1.68293,0.00453968,0.0103626,2.8313,1.9228,0.0,-0.0250067,0.300117
1994060542,-4.95829,1.62159,0.00456,0.010271,4.96266,1.92318,0.0,-0.0180557,0.300117
1994262142,-4.95805,1.62238,0.00458303,0.0102839,4.9278,1.92619,0.0,-0.0245875,0.300115
1994462966,-4.95564,1.53516,0.00460625,0.0100697,1.76469,1.92791,0.0,-0.159295,0.300117
1994667744,-4.95418,1.51579,0.00462736,0.00980104,-0.200758,1.92939,0.0,-0.129038,0.300114
1994869345,-4.95853,1.54149,0.00464372,0.00952156,-0.905264,1.9291,0.0,-0.0356526,0.300109
1995066169,-4.9619,1.56017,0.0046583,0.00925161,0.0199203,1.928,0.0,-0.0222637,0.300113
1995275755,-4.96136,1.55589,0.00466743,0.00896258,-0.434746,1.92504,0.0,-0.0698646,0.300118
1995476542,-4.96057,1.55298,0.00467359,0.00871427,1.08719,1.92427,0.0,-0.0299853,0.300117
1995676542,-4.9452,1.50286,0.00467478,0.00847938,1.50493,1.92341,0.0,-0.000218697,0.300118
1995878142,-4.93131,1.46251,0.00467187,0.00825886,1.23669,1.92551,0.0,-0.000640221,0.300128
1996083742,-4.91861,1.42765,0.00466314,0.00803004,1.0753,1.92237,0.0,0.00575003,0.30013
1996284542,-4.90108,1.38316,0.00465338,0.0078351,1.7244,1.92108,0.0,0.0327882,0.300132
1996485467,-4.87482,1.32195,0.00464092,0.0076517,2.35644,1.92014,0.0,0.0728128,0.300141
1996686142,-4.85292,1.27212,0.00462768,0.0074792,1.22775,1.91909,0.0,0.049907,0.300141
1996887742,-4.83496,1.23365,0.0046128,0.0073191,1.87751,1.91867,0.0,0.0601913,0.300142
1997087742,-4.81366,1.19008,0.00459726,0.0071703,1.80133,1.9175,0.0,0.0339422,0.300142
1997293342,-4.78895,1.14267,0.00457775,0.00702291,1.26571,1.91737,0.0,0.00206848,0.300149
1997498946,-4.78343,1.13348,0.00455586,0.00690732,0.242208,1.91739,0.0,0.00298905,0.300151
